instance family sequential-except-0 sequential-except-1 sequential-except-2 sequential-except-3
g6-g31 2 0 0 0 0
g6-g32 2 0 0 0 0
g6-g33 2 0 0 1 0
g6-g37 2 418 0 0 0
g6-g38 2 6 32 352 431
g6-g40 2 0 1 1 1
g6-g41 2 0 1 1 1
g6-g42 2 8 0 0 0
g6-g43 2 23 0 1 0
g6-g44 2 2 1 1 1
g6-g45 2 1 1 1 1
g6-g46 2 68 0 0 0
g6-g47 2 88 1 1 0
g6-g48 2 17 0 1 0
g6-g49 2 0 0 0 0
g6-g50 2 1 1 1 1
g6-g7 2 1 1 16 17
g7-g11 2 0 0 0 0
g7-g12 2 0 531657 5 2
g7-g13 2 0 0 0 0
g7-g14 2 0 0 0 0
g7-g15 2 0 0 0 0
g7-g16 2 0 0 0 0
g7-g20 2 1512 4828 7975 11334
g7-g21 2 0 0 0 0
g7-g22 2 0 0 0 0
g7-g23 2 0 0 0 0
g7-g25 2 0 0 0 0
g7-g26 2 0 0 21 21
g7-g27 2 0 524 2048 7230
g7-g28 2 0 0 0 0
g7-g29 2 305 622 905 1135
g7-g30 2 299 584 824 1074
g7-g31 2 561 905 1306 1789
g7-g32 2 1 1 1 1
g7-g33 2 0 0 0 0
g7-g37 2 11 27 48 88
g7-g38 2 0 0 0 0
g7-g40 2 1 1 1 1
g7-g41 2 0 0 0 0
g7-g42 2 0 0 0 0
g7-g43 2 1000000 1000000 1000000 21846
g7-g44 2 259 740 1106 1551
g7-g45 2 252 701 1070 1499
g7-g46 2 151 409 582 723
g7-g47 2 209 406 626 722
g7-g48 2 203 540 729 934
g7-g49 2 184085 1000000 1000000 607192
g7-g50 2 1000000 1 1 1
g8-g10 2 0 0 0 1
g8-g11 2 0 4 26 29
g8-g12 2 1 115799 97721 96168
g8-g13 2 110 6275 27058 389643
g8-g14 2 2 65 1528 3125
g8-g15 2 5663 106923 502151 1311
g8-g16 2 8 32 23 189
g8-g19 2 0 4 18 21
g8-g20 2 0 1 1 1
g8-g21 2 0 1 0 0
g8-g22 2 7 311 1565 48161
g8-g23 2 16894 294535 3542 240554
g8-g25 2 0 0 23838 256442
g8-g26 2 29443 206656 42220 9729
g8-g27 2 6727 50 14 1
g8-g28 2 0 0 0 0
g8-g29 2 330 17 0 0
g8-g30 2 317 19 0 0
g8-g31 2 35 3 0 0
g8-g32 2 1 1 1 1
g8-g33 2 2 56 93 2312
g8-g35 2 0 12 42 76
g8-g36 2 0 7 30 63
g8-g37 2 9154 2105 101 11084
g8-g38 2 1 99797 99154 109622
g8-g40 2 1 1 1 1
g8-g41 2 0 63 104 2862
g8-g42 2 78 11538 71784 11
g8-g43 2 1377 923 130 114
g8-g44 2 6 2 9 1
g8-g45 2 6 1 6 1
g8-g46 2 1578 4386 48 1
g8-g47 2 1537 4176 29 6
g8-g48 2 3846 1429 2 1
g8-g49 2 2026 451 2 1
g8-g50 2 1 1 1 1
g8-g9 2 0 0 1 5
g9-g10 2 0 0 0 22
g9-g11 2 0 0 106 150
g9-g12 2 1 3 4789 5258
g9-g13 2 0 345511 1000000 1000000
g9-g14 2 0 2 1000000 1000000
g9-g15 2 254911 1000000 1000000 1
g9-g16 2 1 2217 1 2
g9-g20 2 0 2 1 1
g9-g21 2 0 1 1 1
g9-g22 2 2 5 1 4
g9-g23 2 2045 3 1 2
g9-g25 2 0 24 1000000 92158
g9-g26 2 2 1 1 1
g9-g27 2 766 1 1 1
g9-g28 2 0 0 0 0
g9-g29 2 1000000 1000000 1000000 65
g9-g30 2 1000000 1000000 1000000 73
g9-g31 2 1000000 1000000 1000000 105
g9-g32 2 1 1 1 1
g9-g33 2 0 1 1000000 1000000
g9-g37 2 15996 6 1 3
g9-g38 2 1 3 5725 5702
g9-g40 2 1 1 2 1
g9-g41 2 0 0 701858 1000000
g9-g42 2 13 1 3 3
g9-g43 2 7 1 423 2
g9-g44 2 1000000 1000000 1000000 133
g9-g45 2 1000000 1000000 1000000 131
g9-g46 2 45 236 1000000 1000000
g9-g47 2 44 230 1000000 1000000
g9-g48 2 77 394 1000000 1000000
g9-g49 2 2940 1 1 1
g9-g50 2 1 1 2 2
images-CVIU11-1-119 8 1331 172917 331819 1000002
images-CVIU11-1-131 8 331 45935 84194 674976
images-CVIU11-1-50 8 1341 188302 354434 1000002
images-CVIU11-1-81 8 531 66741 128726 989927
images-CVIU11-10-110 8 196 2351 5927 10519
images-CVIU11-10-139 8 121 1963 4385 7260
images-CVIU11-10-20 8 585 8929 20447 33804
images-CVIU11-10-50 8 735 12363 27712 47835
images-CVIU11-10-58 8 155 2444 5528 9495
images-CVIU11-10-60 8 339 4826 11350 18833
images-CVIU11-10-93 8 414 6653 15240 25619
images-CVIU11-11-4 8 766 640 236 227
images-CVIU11-11-72 8 870 323 308 246
images-CVIU11-11-8 8 552 419 169 169
images-CVIU11-12-115 8 484 16243 31155 70878
images-CVIU11-12-137 8 135 4453 8679 20787
images-CVIU11-12-141 8 119 5617 10611 22773
images-CVIU11-12-4 8 658 21863 40989 86381
images-CVIU11-13-11 8 146 666 5185 13210
images-CVIU11-13-118 8 325 1516 11526 29172
images-CVIU11-13-128 8 543 2431 20210 51030
images-CVIU11-13-13 8 392 1908 15017 37429
images-CVIU11-13-30 8 684 3078 23349 58433
images-CVIU11-13-46 8 391 2372 14593 37803
images-CVIU11-13-7 8 567 3447 21918 55796
images-CVIU11-14-106 8 614 11805 25077 37080
images-CVIU11-14-146 8 962 19277 40326 58957
images-CVIU11-14-16 8 180 2819 7398 12288
images-CVIU11-14-31 8 914 14189 31374 47609
images-CVIU11-14-63 8 1060 16918 36170 55326
images-CVIU11-14-96 8 309 5905 14553 22270
images-CVIU11-15-146 8 3982 8040 17260 14997
images-CVIU11-16-143 8 2481 7169 10157 22267
images-CVIU11-16-37 8 10796 32642 45045 102623
images-CVIU11-16-55 8 2165 6802 10011 21658
images-CVIU11-17-107 8 1332 2450 10109 21556
images-CVIU11-17-14 8 385 819 3472 6809
images-CVIU11-17-82 8 2291 4089 17047 36347
images-CVIU11-18-137 8 69 1634 6903 8956
images-CVIU11-18-139 8 92 2255 10092 12774
images-CVIU11-18-27 8 256 5470 26293 32619
images-CVIU11-18-33 8 665 15969 76758 94880
images-CVIU11-18-82 8 336 7403 33926 42678
images-CVIU11-18-85 8 445 10459 53390 64843
images-CVIU11-19-129 8 3575 8616 13591 28249
images-CVIU11-19-131 8 10042 21726 32217 69019
images-CVIU11-2-24 8 261 1834 4370 5632
images-CVIU11-2-33 8 4740 27010 59283 84263
images-CVIU11-2-50 8 3650 22493 50399 70586
images-CVIU11-2-54 8 877 5943 14424 20405
images-CVIU11-2-60 8 1037 8684 21769 28457
images-CVIU11-2-63 8 2203 14737 35081 48465
images-CVIU11-2-79 8 607 4345 10135 14046
images-CVIU11-20-134 8 3380 6419 13877 1292
images-CVIU11-20-31 8 4870 9851 21507 283
images-CVIU11-20-46 8 4978 9419 19821 398
images-CVIU11-20-72 8 5396 10698 5986 440
images-CVIU11-20-88 8 4785 10603 23074 938
images-CVIU11-21-102 8 568 7914 23364 108890
images-CVIU11-21-119 8 3831 35468 107866 551905
images-CVIU11-21-9 8 1738 12197 38636 176820
images-CVIU11-22-100 8 91 1521 4651 10661
images-CVIU11-22-107 8 265 4695 14526 33505
images-CVIU11-22-110 8 295 2882 9036 21687
images-CVIU11-22-118 8 327 5690 17436 40855
images-CVIU11-22-12 8 420 7133 22326 51343
images-CVIU11-23-113 8 214 2175 11322 23625
images-CVIU11-23-143 8 249 2141 9596 21791
images-CVIU11-23-48 8 296 2351 12121 26135
images-CVIU11-24-113 8 1881 5856 10928 21432
images-CVIU11-24-49 8 4211 11577 21460 44724
images-CVIU11-24-5 8 7689 21461 39360 81026
images-CVIU11-24-77 8 9566 26160 49172 50366
images-CVIU11-25-139 8 114 6062 11932 16738
images-CVIU11-25-61 8 650 28340 57546 80604
images-CVIU11-25-66 8 162 9008 18545 27025
images-CVIU11-25-70 8 649 33337 67319 94818
images-CVIU11-25-77 8 799 41594 83042 117034
images-CVIU11-25-97 8 204 10332 21464 30499
images-CVIU11-26-106 8 267 25091 14028 32423
images-CVIU11-26-129 8 69 4245 1121 2503
images-CVIU11-26-138 8 618 58856 31411 74078
images-CVIU11-26-15 8 42 3592 1924 4933
images-CVIU11-26-57 8 721 79699 40102 90644
images-CVIU11-26-70 8 553 44339 25277 63376
images-CVIU11-26-71 8 496 35598 21652 51041
images-CVIU11-26-75 8 612 51823 28188 69351
images-CVIU11-26-77 8 661 57006 33352 77398
images-CVIU11-26-78 8 614 52566 31364 71456
images-CVIU11-27-125 8 1253 19317 68199 89464
images-CVIU11-27-137 8 283 3505 11297 16043
images-CVIU11-27-144 8 600 10475 37980 49492
images-CVIU11-27-17 8 1331 20215 66165 90379
images-CVIU11-27-36 8 708 9012 32617 45635
images-CVIU11-28-130 8 134 3816 7427 20017
images-CVIU11-28-135 8 435 10968 20635 57105
images-CVIU11-28-99 8 874 23582 44953 123529
images-CVIU11-29-107 8 522 8040 13274 16859
images-CVIU11-29-112 8 317 4568 7997 10163
images-CVIU11-29-114 8 254 4231 6873 8632
images-CVIU11-29-116 8 1837 32249 50902 63536
images-CVIU11-29-12 8 791 11615 19757 25298
images-CVIU11-29-21 8 795 13359 21754 27473
images-CVIU11-29-3 8 1066 17677 28896 36306
images-CVIU11-29-39 8 523 8034 13540 17140
images-CVIU11-29-75 8 1654 27840 44638 56116
images-CVIU11-29-76 8 1015 12684 7592 5494
images-CVIU11-29-79 8 302 5041 8219 10157
images-CVIU11-29-8 8 632 10006 16402 20706
images-CVIU11-29-82 8 881 14000 7334 5552
images-CVIU11-3-106 8 1105 24882 110482 76691
images-CVIU11-3-138 8 2071 57080 257958 177359
images-CVIU11-3-37 8 2253 56019 260435 174046
images-CVIU11-3-48 8 608 13610 66912 43489
images-CVIU11-3-56 8 318 8807 39662 28138
images-CVIU11-3-74 8 1727 48512 217081 155101
images-CVIU11-30-1 8 982 59319 138964 189745
images-CVIU11-30-11 8 317 15992 40864 54660
images-CVIU11-30-115 8 708 37063 92376 131015
images-CVIU11-30-12 8 860 47189 121069 159321
images-CVIU11-30-42 8 1091 63584 162161 201312
images-CVIU11-30-66 8 489 25835 63114 84859
images-CVIU11-31-105 8 358 5843 23892 164744
images-CVIU11-31-109 8 391 6007 23925 160705
images-CVIU11-31-26 8 98 1296 5481 31506
images-CVIU11-31-31 8 371 6182 23105 164263
images-CVIU11-31-39 8 218 3455 13889 87945
images-CVIU11-33-109 8 408 3391 15009 30947
images-CVIU11-33-59 8 552 4121 19573 39543
images-CVIU11-33-71 8 547 3969 19035 38140
images-CVIU11-33-86 8 333 2484 11602 24031
images-CVIU11-33-88 8 521 3551 17342 34842
images-CVIU11-33-93 8 437 3019 13839 27495
images-CVIU11-34-106 8 386 1732 8028 5328
images-CVIU11-34-135 8 224 1095 5037 1590
images-CVIU11-34-88 8 533 2430 10880 5371
images-CVIU11-34-9 8 268 1365 6388 14282
images-CVIU11-35-141 8 110 4333 7347 11115
images-CVIU11-35-68 8 1084 32871 53572 80945
images-CVIU11-36-11 8 164 2465 14368 13620
images-CVIU11-36-112 8 162 2695 16861 15322
images-CVIU11-36-140 8 136 2811 15675 13873
images-CVIU11-37-140 8 471 16205 35717 48194
images-CVIU11-37-146 8 2253 73584 150496 200025
images-CVIU11-37-41 8 901 32620 75763 102156
images-CVIU11-37-54 8 771 23953 50866 68435
images-CVIU11-37-70 8 2109 80491 172836 232777
images-CVIU11-37-84 8 89 3085 7195 9969
images-CVIU11-38-1 8 861 14607 157186 151863
images-CVIU11-38-10 8 597 10647 123312 118897
images-CVIU11-38-131 8 385 14205 74734 72140
images-CVIU11-38-23 8 981 15498 165102 160635
images-CVIU11-38-71 8 1114 19361 205689 199890
images-CVIU11-38-78 8 1693 27438 295188 284376
images-CVIU11-39-107 8 835 11328 18103 29061
images-CVIU11-39-114 8 362 4935 8449 13677
images-CVIU11-39-37 8 3260 35405 53600 84535
images-CVIU11-39-68 8 2633 35714 56753 87757
images-CVIU11-39-80 8 754 9056 14168 22296
images-CVIU11-4-42 8 506 8433 44340 76854
images-CVIU11-4-50 8 840 17595 87697 153520
images-CVIU11-40-126 8 1717 4844 8885 11096
images-CVIU11-40-136 8 11554 29130 50081 61753
images-CVIU11-40-139 8 5345 13124 22816 28101
images-CVIU11-40-23 8 17077 46796 83320 102854
images-CVIU11-40-46 8 17580 43033 74020 91565
images-CVIU11-40-8 8 11266 30327 54609 67473
images-CVIU11-41-113 8 343 4594 9173 72220
images-CVIU11-41-4 8 941 10252 19597 178553
images-CVIU11-41-86 8 746 8422 15814 154740
images-CVIU11-41-88 8 1282 12273 23698 222886
images-CVIU11-42-112 8 411 3942 16792 55704
images-CVIU11-42-122 8 1071 7684 33175 136698
images-CVIU11-42-53 8 810 5166 21242 74528
images-CVIU11-42-68 8 2880 21133 88959 338829
images-CVIU11-42-78 8 3416 21678 89769 336776
images-CVIU11-42-80 8 773 5425 22462 84983
images-CVIU11-42-88 8 1933 13561 55076 184570
images-CVIU11-43-112 8 2062 8955 25206 31269
images-CVIU11-43-65 8 4244 20022 62911 61490
images-CVIU11-43-76 8 11473 49381 162549 162986
images-CVIU11-44-119 8 3184 31506 60734 87393
images-CVIU11-44-20 8 1884 22702 42188 60910
images-CVIU11-44-84 8 102 1157 2195 3327
images-CVIU11-44-98 8 410 3961 7763 11752
images-CVIU11-5-134 8 6143 8994 25572 30542
images-CVIU11-5-19 8 20381 30033 85353 100878
images-CVIU11-5-62 8 12525 20443 58876 71310
images-CVIU11-6-119 8 1007 9525 1000002 1000001
images-CVIU11-6-25 8 177 2168 69860 1000000
images-CVIU11-6-58 8 204 1805 273486 1000001
images-CVIU11-7-56 8 258 3873 9136 16768
images-CVIU11-7-96 8 307 5652 13982 24331
images-CVIU11-8-120 8 1016 10367 18133 26368
images-CVIU11-8-129 8 159 1649 2865 4281
images-CVIU11-8-130 8 154 1753 2827 4154
images-CVIU11-8-20 8 1325 11937 20711 30346
images-CVIU11-8-68 8 1599 16775 28601 41337
images-CVIU11-8-83 8 1045 9814 17502 26059
images-CVIU11-9-110 8 336 8560 51582 1000002
meshes-CVIU11-1-106 10 17 17 18 18
meshes-CVIU11-1-120 10 12 12 12 32
meshes-CVIU11-1-149 10 51 40 196 752
meshes-CVIU11-1-170 10 16 16 16 16
meshes-CVIU11-1-175 10 2 2 2 8
meshes-CVIU11-1-187 10 280 280 281 281
meshes-CVIU11-1-188 10 60 70 72 151
meshes-CVIU11-1-20 10 59 59 59 60
meshes-CVIU11-1-205 10 17 23 18 18
meshes-CVIU11-1-206 10 490 507 503 491
meshes-CVIU11-1-220 10 2 2 2 2
meshes-CVIU11-1-223 10 104 104 106 106
meshes-CVIU11-1-225 10 189 188 188 189
meshes-CVIU11-1-250 10 7 7 6 26
meshes-CVIU11-1-278 10 3 3 3 3
meshes-CVIU11-1-279 10 7 7 7 7
meshes-CVIU11-1-282 10 58 62 58 58
meshes-CVIU11-1-283 10 306 297 298 299
meshes-CVIU11-1-294 10 74 68 79 157
meshes-CVIU11-1-305 10 13 13 13 14
meshes-CVIU11-1-314 10 464 477 472 466
meshes-CVIU11-1-318 10 298 298 298 324
meshes-CVIU11-1-34 10 153 155 167 441
meshes-CVIU11-1-357 10 3 5 4 4
meshes-CVIU11-1-360 10 188 191 188 187
meshes-CVIU11-1-368 10 91 91 91 92
meshes-CVIU11-1-37 10 3 4 5 7
meshes-CVIU11-1-397 10 185 154 210 580
meshes-CVIU11-1-410 10 2 2 3 3
meshes-CVIU11-1-424 10 90 91 89 115
meshes-CVIU11-1-431 10 241 236 236 290
meshes-CVIU11-1-461 10 544 540 540 541
meshes-CVIU11-1-466 10 2 1 2 2
meshes-CVIU11-1-489 10 248 249 322 249
meshes-CVIU11-1-511 10 237 236 537 1954
meshes-CVIU11-1-63 10 25 26 26 50
meshes-CVIU11-1-88 10 14 10 10 108
meshes-CVIU11-2-100 10 675 674 675 676
meshes-CVIU11-2-108 10 85 118 118 80
meshes-CVIU11-2-11 10 15 11 11 11
meshes-CVIU11-2-121 10 4 4 4 4
meshes-CVIU11-2-13 10 59 88 60 948
meshes-CVIU11-2-137 10 68 67 68 68
meshes-CVIU11-2-177 10 19 18 27 27
meshes-CVIU11-2-211 10 43 42 43 43
meshes-CVIU11-2-223 10 168 166 263 253
meshes-CVIU11-2-233 10 48 50 63 69
meshes-CVIU11-2-245 10 24 23 24 24
meshes-CVIU11-2-246 10 99 87 88 90
meshes-CVIU11-2-248 10 72 65 49 272
meshes-CVIU11-2-267 10 191 194 193 192
meshes-CVIU11-2-3 10 7 10 10 47
meshes-CVIU11-2-300 10 58 56 57 57
meshes-CVIU11-2-304 10 25 24 35 24
meshes-CVIU11-2-305 10 35 35 36 37
meshes-CVIU11-2-317 10 12 9 13 10
meshes-CVIU11-2-321 10 100 94 108 97
meshes-CVIU11-2-324 10 25 33 29 25
meshes-CVIU11-2-349 10 20 18 19 19
meshes-CVIU11-2-35 10 22 22 32 31
meshes-CVIU11-2-353 10 346 360 386 1672
meshes-CVIU11-2-354 10 24 26 35 24
meshes-CVIU11-2-365 10 29 41 42 28
meshes-CVIU11-2-447 10 344 341 1512 18596
meshes-CVIU11-2-449 10 240 240 263 1235
meshes-CVIU11-2-462 10 11 10 11 11
meshes-CVIU11-2-484 10 398 396 553 3288
meshes-CVIU11-2-487 10 497 494 497 498
meshes-CVIU11-2-493 10 86 88 58 72
meshes-CVIU11-2-503 10 99 97 83 83
meshes-CVIU11-2-511 10 374 371 1356 6135
meshes-CVIU11-2-513 10 87 63 64 63
meshes-CVIU11-2-52 10 21 21 21 31
meshes-CVIU11-2-54 10 55 55 56 86
meshes-CVIU11-2-6 10 120 120 121 146
meshes-CVIU11-2-76 10 410 400 406 396
meshes-CVIU11-2-80 10 302 288 289 291
meshes-CVIU11-3-100 10 802 1000001 1000003 1000003
meshes-CVIU11-3-12 10 10 1000000 1000000 1000000
meshes-CVIU11-3-130 10 210 1000001 1000001 585
meshes-CVIU11-3-139 10 2517 1000002 1000003 1000003
meshes-CVIU11-3-147 10 97 756 1000000 1000001
meshes-CVIU11-3-151 10 32 1000001 1000000 1000000
meshes-CVIU11-3-158 10 1000001 1000003 1000001 21386
meshes-CVIU11-3-16 10 103 746767 1000000 1000001
meshes-CVIU11-3-17 10 149 834841 1000000 1000001
meshes-CVIU11-3-190 10 30 1000000 1000000 1000000
meshes-CVIU11-3-193 10 201 146377 1000001 1000002
meshes-CVIU11-3-195 10 285 1000001 1000000 1000001
meshes-CVIU11-3-213 10 1000000 1000001 1000001 1000000
meshes-CVIU11-3-218 10 395 1000001 1000001 1000001
meshes-CVIU11-3-220 10 6 1000000 1000000 68955
meshes-CVIU11-3-23 10 161 911758 1000000 1000001
meshes-CVIU11-3-242 10 1000001 6817 651 573038
meshes-CVIU11-3-246 10 165 1000001 1000002 1000001
meshes-CVIU11-3-251 10 17 1000001 1000001 1000001
meshes-CVIU11-3-289 10 7 1000000 1000000 1000000
meshes-CVIU11-3-290 10 819 1000000 1000000 1000000
meshes-CVIU11-3-313 10 1000001 1000002 1000002 1000001
meshes-CVIU11-3-325 10 11 1000000 1000000 423
meshes-CVIU11-3-35 10 30 20092 1000000 1000000
meshes-CVIU11-3-357 10 18 1000000 1000000 1000000
meshes-CVIU11-3-381 10 24 1000000 1000000 1000001
meshes-CVIU11-3-408 10 7 1000000 1000000 1000000
meshes-CVIU11-3-431 10 430 1000003 1000001 1000001
meshes-CVIU11-3-434 10 1000002 1000001 1000002 1000002
meshes-CVIU11-3-448 10 512 1000001 1000001 1000001
meshes-CVIU11-3-45 10 180 1000002 1000001 1203
meshes-CVIU11-3-457 10 68 1000000 1000000 1000001
meshes-CVIU11-3-484 10 1450 1000001 1000001 30882
meshes-CVIU11-3-501 10 454 1000001 1000003 1000003
meshes-CVIU11-3-503 10 402 1000001 1000001 1000001
meshes-CVIU11-3-511 10 432 1000002 1000002 1000002
meshes-CVIU11-3-512 10 1000000 1000000 1000000 1000000
meshes-CVIU11-3-513 10 74 72 78 1000000
meshes-CVIU11-3-526 10 92 1000000 1000000 532057
meshes-CVIU11-3-59 10 39 1000001 1000000 1543
meshes-CVIU11-3-7 10 16 1000000 1000000 1701
meshes-CVIU11-3-97 10 649 1000001 1000001 1000002
meshes-CVIU11-3-98 10 597 971 1000002 1000001
meshes-CVIU11-4-114 10 19 27 27 30
meshes-CVIU11-4-129 10 324 3809 24875 63010
meshes-CVIU11-4-135 10 3 3 4 4
meshes-CVIU11-4-166 10 1 3 33 170
meshes-CVIU11-4-168 10 30 30 89 1073
meshes-CVIU11-4-206 10 463 473 461 826
meshes-CVIU11-4-213 10 3 24 288 692
meshes-CVIU11-4-228 10 290 634 2580 7566
meshes-CVIU11-4-248 10 27 34 332 1930
meshes-CVIU11-4-268 10 223 1089 11003 41174
meshes-CVIU11-4-311 10 281 2342 22768 83781
meshes-CVIU11-4-313 10 108 416 4071 17872
meshes-CVIU11-4-325 10 2 17 189 554
meshes-CVIU11-4-341 10 5 21 221 3479
meshes-CVIU11-4-387 10 27 126 1089 3829
meshes-CVIU11-4-441 10 122 122 306 2355
meshes-CVIU11-4-45 10 33 50 709 4583
meshes-CVIU11-4-46 10 13 13 24 580
meshes-CVIU11-4-471 10 207 323 2940 16149
meshes-CVIU11-4-487 10 297 298 469 4790
meshes-CVIU11-4-501 10 194 2205 13845 37982
meshes-CVIU11-4-80 10 171 171 299 1514
meshes-CVIU11-5-102 10 229 238 541 1427
meshes-CVIU11-5-115 10 8 8 8 9
meshes-CVIU11-5-121 10 2 3 3 3
meshes-CVIU11-5-147 10 88 89 90 90
meshes-CVIU11-5-148 10 128 128 129 129
meshes-CVIU11-5-163 10 88 372 1481 3854
meshes-CVIU11-5-182 10 27 27 28 45
meshes-CVIU11-5-188 10 76 109 110 207
meshes-CVIU11-5-191 10 16500 43906 117204 226922
meshes-CVIU11-5-200 10 18 13 13 201
meshes-CVIU11-5-212 10 66 65 66 66
meshes-CVIU11-5-216 10 13 13 13 19
meshes-CVIU11-5-223 10 130 142 145 132
meshes-CVIU11-5-244 10 97 97 97 98
meshes-CVIU11-5-283 10 367 366 367 367
meshes-CVIU11-5-286 10 11 11 11 149
meshes-CVIU11-5-304 10 18 17 25 18
meshes-CVIU11-5-306 10 591 627 706 7598
meshes-CVIU11-5-315 10 5 5 5 5
meshes-CVIU11-5-333 10 98 98 796 2505
meshes-CVIU11-5-34 10 202 196 192 728
meshes-CVIU11-5-36 10 236 279 287 2779
meshes-CVIU11-5-409 10 4 4 4 4
meshes-CVIU11-5-433 10 97 98 98 1211
meshes-CVIU11-5-464 10 347 357 1125 5306
meshes-CVIU11-5-468 10 55 55 55 55
meshes-CVIU11-5-488 10 261 259 259 260
meshes-CVIU11-5-517 10 548 546 549 548
meshes-CVIU11-5-59 10 24 24 34 25
meshes-CVIU11-5-73 10 35 36 36 207
meshes-CVIU11-5-99 10 394 395 788 4979
meshes-CVIU11-6-102 10 395 391 391 592
meshes-CVIU11-6-150 10 605 635 611 602
meshes-CVIU11-6-151 10 38 36 38 48
meshes-CVIU11-6-163 10 156 163 283 552
meshes-CVIU11-6-194 10 156 167 124 123
meshes-CVIU11-6-211 10 42 41 42 41
meshes-CVIU11-6-265 10 22 21 22 22
meshes-CVIU11-6-293 10 10 9 10 10
meshes-CVIU11-6-303 10 166 160 162 162
meshes-CVIU11-6-306 10 994 1105 989 990
meshes-CVIU11-6-314 10 961 951 962 960
meshes-CVIU11-6-325 10 6 6 7 7
meshes-CVIU11-6-338 10 6 5 6 6
meshes-CVIU11-6-345 10 24 30 32 24
meshes-CVIU11-6-400 10 86 85 117 124
meshes-CVIU11-6-438 10 392 498 387 558
meshes-CVIU11-6-443 10 231 227 227 230
meshes-CVIU11-6-485 10 36 36 36 36
meshes-CVIU11-6-498 10 11 11 11 11
meshes-CVIU11-6-523 10 13 13 13 14
meshes-CVIU11-6-528 10 914 909 910 912
meshes-CVIU11-6-56 10 27 27 27 27
meshes-CVIU11-6-58 10 11 11 14 13
meshes-CVIU11-6-65 10 929 921 952 1001
meshes-CVIU11-6-68 10 691 676 677 732
meshes-CVIU11-6-77 10 205 203 195 196
meshes-CVIU11-6-81 10 51 37 37 37
PR15-1 9 533 1537 7866 13080
PR15-2 9 1468 535 324 352
PR15-3 9 320 304 295 297
PR15-4 9 290 291 291 291
PR15-5 9 397 809 409 378
PR15-6 9 547 43198 26141 7871
PR15-7 9 850 2677 13851 18328
PR15-8 9 284 284 285 287
PR15-9 9 858 5098 2437 2880
PR15-10 9 336 329 293 293
PR15-11 9 284 284 285 285
PR15-12 9 390 299 324 288
PR15-13 9 446 13896 4572 2499
PR15-14 9 655 2177 224375 203510
PR15-15 9 512 5913 6319 6111
PR15-16 9 280 284 279 280
PR15-17 9 310 322 304 286
PR15-18 9 581 414 322 311
PR15-19 9 290 289 287 288
PR15-20 9 289 290 290 291
PR15-21 9 316 1407 418 331
PR15-22 9 305 301 324 299
PR15-23 9 351 282 283 283
PR15-24 9 2300 8430 57696 25446
g10-g100 11 70 68 67 67
g10-g101 11 84 82 1276 2530
g10-g102 11 83 1521 2204 2888
g10-g103 11 950 2042 2599 3452
g10-g104 11 1000000 1000000 1000000 1676
g10-g105 11 1000000 1000000 1000001 729
g10-g106 11 1000000 1000001 1000000 4849
g10-g107 11 1000000 1000001 24509 13782
g10-g108 11 1000001 1000001 75156 5237
g10-g109 11 424 422 6450 12334
g10-g110 11 6095 8455 13815 18118
g10-g111 11 1000000 1000001 1000001 6338
g10-g112 11 1153 2776 11290 28607
g10-g51 11 1000000 1000000 51 2
g10-g52 11 1 2 6 12
g10-g53 11 82161 114107 1000000 1000000
g10-g54 11 11 27 49 74
g10-g55 11 15 38 71 85
g10-g56 11 16 41 73 105
g10-g57 11 1 1 1 2
g10-g61 11 3 3 369 1441
g10-g62 11 32 12 30 59
g10-g63 11 1000000 50555 512902 27
g10-g64 11 1000000 7 7 10
g10-g65 11 65 131 230 347
g10-g67 11 4 5 128 255
g10-g68 11 11 9 7 7
g10-g69 11 17 135 323 331
g10-g70 11 5 5 7 45
g10-g71 11 22 165 310 152
g10-g72 11 7 1031 2062 8605
g10-g74 11 16 29 45 73
g10-g75 11 115 240 340 457
g10-g76 11 416 913 1273 1741
g10-g77 11 873 2264 2805 3979
g10-g78 11 226 182 299 422
g10-g79 11 24 103 74 171
g10-g80 11 13 13 13 16
g10-g81 11 242 490 672 1024
g10-g83 11 263 504 769 910
g10-g84 11 812 1922 2587 3639
g10-g85 11 19 19 19 20
g10-g87 11 269 137 293 2397
g10-g88 11 351 206 389 704
g10-g89 11 29 21 21 148
g10-g90 11 36 36 857 1178
g10-g91 11 42 157 716 1746
g10-g92 11 59 205 843 2223
g10-g94 11 478 240 953 4234
g10-g95 11 93 282 731 1590
g10-g96 11 140 417 1260 4975
g10-g97 11 76 140 2283 17931
g10-g98 11 1045 3401 7631 17268
g10-g99 11 1494 4157 9651 20435
g11-g100 11 68 67 89 67
g11-g101 11 82 82 82 82
g11-g102 11 84 7449 14760 20119
g11-g103 11 11770 23018 34763 42562
g11-g104 11 62350 335211 1000000 1000001
g11-g105 11 61805 338235 1000000 1000000
g11-g106 11 718536 1000001 1000001 1000001
g11-g107 11 257908 892714 1000001 1000001
g11-g108 11 545823 1000001 1000001 1000001
g11-g109 11 425 421 423 423
g11-g110 11 487421 1000002 1000001 1000001
g11-g111 11 902535 1000001 1000001 1000001
g11-g112 11 743 756 835 1670
g11-g51 11 1000000 1000000 1000000 1000000
g11-g52 11 1 0 6 73
g11-g53 11 1320 5193 10289 15670
g11-g54 11 230 993 2112 3452
g11-g55 11 29 179 644 1052
g11-g56 11 425 1735 3490 9762
