instance family sequential-except-0 sequential-except-1 sequential-except-2 sequential-except-3
g25-g111 11 1133 1000001 1000004 241400
g25-g112 11 901 901 901 1023
g25-g51 11 36805 1000000 1000000 1000000
g25-g52 11 1 1 1 1
g25-g53 11 1 15 59 123
g25-g54 11 2 6 16 39
g25-g55 11 2 2 2 4
g25-g56 11 2 7 17 39
g25-g57 11 2 2 2 2
g25-g61 11 5 4 4 3
g25-g62 11 4 4 5 5
g25-g63 11 142 1095 2704 437103
g25-g64 11 1000000 1000000 1000000 324913
g25-g65 11 6 5 211 329
g25-g67 11 6 6 8 8
g25-g68 11 2567 23808 44240 64579
g25-g69 11 7 6 9 9
g25-g70 11 6 6 6 6
g25-g71 11 7 6 7 7
g25-g72 11 8 11 11 8
g25-g74 11 23 30 50 96
g25-g75 11 201 425 596 812
g25-g76 11 793 1550 2279 3057
g25-g77 11 1657 3182 4854 6613
g25-g78 11 11 102 246 415
g25-g79 11 19 14 24 36
g25-g80 11 19 25 24 19
g25-g81 11 25 25 861 1288
g25-g83 11 25 25 25 26
g25-g84 11 1647 3196 4820 6497
g25-g85 11 25 36 37 37
g25-g87 11 27 27 27 29
g25-g88 11 27 34 65 145
g25-g89 11 28 27 27 27
g25-g90 11 47 46 46 46
g25-g91 11 46 46 46 46
g25-g92 11 58 57 57 57
g25-g94 11 77 76 76 76
g25-g95 11 85 83 85 103
g25-g96 11 85 84 84 84
g25-g97 11 95 84 84 84
g25-g98 11 86 86 85 85
g25-g99 11 86 84 96 103
g26-g100 11 100 125 91 129
g26-g101 11 107 105 116 106
g26-g102 11 111 108 108 110
g26-g103 11 111 110 111 160
g26-g104 11 234 232 283 808
g26-g105 11 235 233 285 809
g26-g106 11 434 750 5323 27211
g26-g107 11 440 495 1510 5614
g26-g108 11 502 563 2193 8298
g26-g109 11 540 536 539 537
g26-g110 11 660 2043 4944 9441
g26-g111 11 700 1094 6831 34947
g26-g112 11 927 927 926 926
g26-g51 11 1 391 24495 1000000
g26-g52 11 1 1 1 1
g26-g53 11 1 1 1 1
g26-g54 11 2 2 2 4
g26-g55 11 2 2 3 2
g26-g56 11 2 2 3 8
g26-g57 11 2 2 2 2
g26-g61 11 3 3 5 5
g26-g62 11 4 4 4 4
g26-g63 11 5 120 1517 7795
g26-g64 11 1000000 1000000 1000000 1000000
g26-g65 11 8 5 8 8
g26-g67 11 6 6 6 6
g26-g68 11 8 33429 549706 646852
g26-g69 11 7 7 7 7
g26-g70 11 7 9 7 7
g26-g71 11 7 7 7 7
g26-g72 11 8 8 8 8
g26-g74 11 9 9 27 43
g26-g75 11 187 329 575 860
g26-g76 11 1068 1785 2910 4003
g26-g77 11 2461 4113 6273 9257
g26-g78 11 16 11 38 91
g26-g79 11 21 17 15 15
g26-g80 11 19 18 26 26
g26-g81 11 26 25 26 26
g26-g83 11 26 26 26 26
g26-g84 11 2508 4340 6710 8869
g26-g85 11 26 25 26 26
g26-g87 11 27 27 38 28
g26-g88 11 28 27 39 42
g26-g89 11 29 28 28 28
g26-g90 11 48 55 68 48
g26-g91 11 48 56 49 67
g26-g92 11 60 59 72 59
g26-g94 11 79 83 78 86
g26-g95 11 87 86 87 87
g26-g96 11 125 87 124 87
g26-g97 11 88 86 87 87
g26-g98 11 89 87 88 88
g26-g99 11 124 128 92 100
g27-g100 11 92 90 91 91
g27-g101 11 111 109 110 118
g27-g102 11 112 111 114 140
g27-g103 11 121 113 172 172
g27-g104 11 242 240 242 241
g27-g105 11 244 241 242 242
g27-g106 11 616 552 447 450
g27-g107 11 474 442 442 442
g27-g108 11 519 517 518 518
g27-g109 11 560 552 555 555
g27-g110 11 679 678 704 894
g27-g111 11 736 727 718 721
g27-g112 11 957 998 1015 1014
g27-g51 11 1 1 1 150
g27-g52 11 1 1 1 1
g27-g53 11 1 1 1 1
g27-g54 11 3 3 2 3
g27-g55 11 2 2 2 2
g27-g56 11 3 3 2 2
g27-g57 11 2 2 2 2
g27-g61 11 4 3 4 4
g27-g62 11 4 4 4 4
g27-g63 11 5 5 5 7
g27-g64 11 131096 1000000 1000000 1000000
g27-g65 11 8 6 6 6
g27-g67 11 6 6 6 6
g27-g68 11 8 7 11 5467
g27-g69 11 7 7 7 7
g27-g70 11 7 7 7 7
g27-g71 11 10 7 7 8
g27-g72 11 11 11 8 8
g27-g74 11 10 9 13 9
g27-g75 11 51 216 320 506
g27-g76 11 783 1362 2518 3814
g27-g77 11 1767 3249 6070 8382
g27-g78 11 12 15 12 11
g27-g79 11 15 20 21 15
g27-g80 11 20 27 26 28
g27-g81 11 38 26 26 26
g27-g83 11 37 38 27 27
g27-g84 11 1707 3268 6053 8562
g27-g85 11 27 38 27 33
g27-g87 11 28 28 28 28
g27-g88 11 29 41 28 28
g27-g89 11 30 29 29 43
g27-g90 11 51 49 71 49
g27-g91 11 50 49 51 50
g27-g92 11 62 89 62 61
g27-g94 11 90 81 81 81
g27-g95 11 91 89 90 90
g27-g96 11 95 89 114 93
g27-g97 11 91 89 90 90
g27-g98 11 100 90 99 91
g27-g99 11 91 90 91 91
g28-g100 11 99 97 146 115
g28-g101 11 152 116 117 1695
g28-g102 11 119 118 119 4789
g28-g103 11 34132 1000000 1000001 1000000
g28-g104 11 1000001 1000001 1000001 1000002
g28-g105 11 1000000 1000002 1000002 1000001
g28-g106 11 1000003 1000002 1000002 1000002
g28-g107 11 1000003 1000003 1000002 1000003
g28-g108 11 1000001 1000003 1000000 1000002
g28-g109 11 591 645 590 8449
g28-g110 11 1000001 1453 2427 4758
g28-g111 11 1000001 1000002 1000006 1000002
g28-g112 11 1000004 1000002 1000003 1000002
g28-g51 11 1000000 1000000 1000000 10
g28-g52 11 1000000 5492 24 13688
g28-g53 11 1000000 1000000 1000000 1000000
g28-g54 11 1000000 13 19 40
g28-g55 11 1000000 18 311 102
g28-g56 11 806684 13 18 67
g28-g57 11 3 3 3 3
g28-g61 11 4 4 4 52
g28-g62 11 13 23 27 44
g28-g63 11 1000000 1000000 1000000 33
g28-g64 11 19 20 20 20
g28-g65 11 1000000 1000000 1000000 1000000
g28-g67 11 7 7 7 102
g28-g68 11 21 20 22 21
g28-g69 11 8 22 382820 1000000
g28-g70 11 8 7 9 21
g28-g71 11 8 1000000 1000000 1000000
g28-g72 11 9 385 1000000 1000000
g28-g74 11 1000000 1000000 1000000 1000000
g28-g75 11 28 27 31 38
g28-g76 11 35 33 34 35
g28-g77 11 43 42 42 43
g28-g78 11 1000000 287 9556 60
g28-g79 11 1000000 1000000 1000000 1000000
g28-g80 11 21 28 29 20
g28-g81 11 1000000 1000000 1000000 1000000
g28-g83 11 29 1000000 1000000 1000000
g28-g84 11 67 69 69 71
g28-g85 11 41 28 30 29
g28-g87 11 530176 73 357 189
g28-g88 11 1000000 38467 114 214
g28-g89 11 32 45 31 31
g28-g90 11 53 52 53 2144
g28-g91 11 758 1000000 1000000 1000000
g28-g92 11 273 1000000 1000000 1000000
g28-g94 11 87 86 366 1000001
g28-g95 11 97 126 626752 1000001
g28-g96 11 99 217 1000001 1000000
g28-g97 11 97 279 2215 75751
g28-g98 11 182 1000000 1000000 1000001
g28-g99 11 138 1000001 1000001 1000000
g29-g100 11 99 97 98 98
g29-g101 11 119 117 118 118
g29-g102 11 124 167 137 120
g29-g103 11 123 121 122 122
g29-g104 11 259 257 257 257
g29-g105 11 262 258 259 260
g29-g106 11 481 477 478 479
g29-g107 11 476 562 499 475
g29-g108 11 559 554 555 556
g29-g109 11 598 621 595 633
g29-g110 11 748 765 951 1219
g29-g111 11 771 767 769 769
g29-g112 11 1031 1026 1027 1027
g29-g51 11 1 1 1 1
g29-g52 11 1 1 1 1
g29-g53 11 1 1 1 1
g29-g54 11 2 3 3 3
g29-g55 11 2 3 3 3
g29-g56 11 2 3 3 3
g29-g57 11 3 3 3 3
g29-g61 11 4 4 4 4
g29-g62 11 5 5 5 5
g29-g63 11 6 8 8 8
g29-g64 11 1000000 1000000 1000000 1000001
g29-g65 11 7 6 6 6
g29-g67 11 7 7 7 7
g29-g68 11 9 322849 767323 1000000
g29-g69 11 11 10 10 8
g29-g70 11 8 7 7 7
g29-g71 11 8 7 8 8
g29-g72 11 9 9 9 9
g29-g74 11 11 10 10 10
g29-g75 11 172 389 571 813
g29-g76 11 1027 1915 3790 4344
g29-g77 11 2344 4331 6937 9632
g29-g78 11 12 12 12 12
g29-g79 11 17 19 16 16
g29-g80 11 21 20 21 21
g29-g81 11 29 28 28 28
g29-g83 11 29 29 29 29
g29-g84 11 2350 4498 7143 9980
g29-g85 11 30 29 29 41
g29-g87 11 30 30 30 30
g29-g88 11 31 43 44 30
g29-g89 11 32 31 46 31
g29-g90 11 54 52 53 53
g29-g91 11 54 52 53 53
g29-g92 11 67 65 85 66
g29-g94 11 100 86 87 99
g29-g95 11 98 96 97 97
g29-g96 11 98 96 97 97
g29-g97 11 145 96 97 97
g29-g98 11 98 97 97 97
g29-g99 11 99 102 97 104
g3-g100 11 51 51 51 267
g3-g101 11 10389 19373 27600 33855
g3-g102 11 27986 52267 72432 69
g3-g103 11 116586 217307 303229 68
g3-g104 11 801 304 155 146
g3-g105 11 413 258 160 148
g3-g106 11 1352 455 285 268
g3-g107 11 730 574 281 269
g3-g108 11 1079 598 328 316
g3-g109 11 46982 86758 119464 365
g3-g110 11 824715 1000001 1000001 415
g3-g111 11 1780 667 454 438
g3-g112 11 15567 29043 614 572
g3-g51 11 0 0 0 0
g3-g52 11 51 102 151 0
g3-g53 11 2904 5400 0 0
g3-g54 11 833 1536 2211 1
g3-g55 11 520 1066 1541 1
g3-g56 11 898 1856 2720 1
g3-g57 11 1 1 1 3
g3-g61 11 350 648 1055 2
g3-g62 11 364 721 1144 2
g3-g63 11 6 3 3 3
g3-g64 11 4 4 4 4
g3-g65 11 7563 8 4 4
g3-g67 11 859 1589 2240 3
g3-g68 11 4 4 4 4
g3-g69 11 582 1070 4 4
g3-g70 11 20 73 28 4
g3-g71 11 613 1107 4 4
g3-g72 11 5 4 4 6
g3-g74 11 4784 10191 18894 5
g3-g75 11 1000000 1000000 1000000 7
g3-g76 11 1000000 1000000 1000000 13
g3-g77 11 1000000 1000000 1000000 21
g3-g78 11 9350 17541 24250 8
g3-g79 11 739 2151 3209 8
g3-g80 11 11 16 43 13
g3-g81 11 31809 3808 18 15
g3-g83 11 18418 34878 49179 15
g3-g84 11 1000000 1000000 1000000 33
g3-g85 11 224 435 568 18
g3-g87 11 5625 11087 14785 16
g3-g88 11 8590 16255 22446 19
g3-g89 11 834 1518 2108 2650
g3-g90 11 8933 16283 23954 28
g3-g91 11 1018 1902 30 28
g3-g92 11 1259 2326 37 35
g3-g94 11 7441 13276 18884 48
g3-g95 11 272 558 54 57
g3-g96 11 380 130 56 74
g3-g97 11 1311 244 62 59
g3-g98 11 1721 211 63 55
g3-g99 11 363 381 63 66
g30-g100 11 95 94 114 94
g30-g101 11 114 112 130 117
g30-g102 11 116 114 116 116
g30-g103 11 119 117 117 118
g30-g104 11 251 250 303 248
g30-g105 11 251 248 257 282
g30-g106 11 461 458 461 462
g30-g107 11 458 454 456 460
g30-g108 11 538 532 533 540
g30-g109 11 575 573 575 574
g30-g110 11 703 700 882 702
g30-g111 11 740 737 739 741
g30-g112 11 989 985 989 986
g30-g51 11 1 1 1 1
g30-g52 11 1 1 1 1
g30-g53 11 1 1 1 1
g30-g54 11 2 2 3 3
g30-g55 11 2 2 3 3
g30-g56 11 2 3 3 3
g30-g57 11 3 3 3 3
g30-g61 11 4 5 4 4
g30-g62 11 5 4 6 5
g30-g63 11 8 8 6 8
g30-g64 11 8 8 8 8
g30-g65 11 6 6 6 6
g30-g67 11 10 6 7 7
g30-g68 11 9 8 9 9
g30-g69 11 8 10 10 7
g30-g70 11 7 7 7 7
g30-g71 11 8 7 7 10
g30-g72 11 9 8 9 9
g30-g74 11 10 10 10 10
g30-g75 11 13 18 12 12
g30-g76 11 20 19 29 19
g30-g77 11 28 27 28 28
g30-g78 11 17 11 17 15
g30-g79 11 16 15 16 22
g30-g80 11 22 28 20 28
g30-g81 11 40 27 27 28
g30-g83 11 29 28 28 28
g30-g84 11 73 75 61 75
g30-g85 11 28 27 28 28
g30-g87 11 43 42 29 29
g30-g88 11 35 29 30 29
g30-g89 11 31 43 43 30
g30-g90 11 51 53 70 60
g30-g91 11 52 50 51 51
g30-g92 11 81 63 72 63
g30-g94 11 87 83 123 123
g30-g95 11 95 92 92 93
g30-g96 11 94 92 93 136
g30-g97 11 94 92 93 139
g30-g98 11 94 119 97 94
g30-g99 11 98 93 94 93
g31-g100 11 148 113 98 98
g31-g101 11 120 117 118 137
g31-g102 11 121 119 136 178
g31-g103 11 124 128 122 135
g31-g104 11 276 263 257 285
g31-g105 11 269 262 259 260
g31-g106 11 482 478 481 480
g31-g107 11 512 472 474 474
g31-g108 11 559 554 555 556
g31-g109 11 597 594 594 624
g31-g110 11 729 729 734 784
g31-g111 11 774 769 770 770
g31-g112 11 1091 1026 1031 1028
g31-g51 11 1 1 1 1
g31-g52 11 1 1 1 1
g31-g53 11 1 1 1 3
g31-g54 11 3 3 3 3
g31-g55 11 2 3 3 3
g31-g56 11 3 3 3 3
g31-g57 11 3 3 4 3
g31-g61 11 4 4 4 5
g31-g62 11 5 5 5 5
g31-g63 11 6 6 8 6
g31-g64 11 1000000 1000000 1000000 1000000
g31-g65 11 7 6 6 6
g31-g67 11 10 7 10 7
g31-g68 11 9 297703 610681 760486
g31-g69 11 8 7 8 8
g31-g70 11 8 7 8 8
g31-g71 11 8 8 8 8
g31-g72 11 10 9 9 9
g31-g74 11 15 10 10 10
g31-g75 11 139 305 450 690
g31-g76 11 791 1690 2590 3845
g31-g77 11 1849 3849 5843 8890
g31-g78 11 12 12 12 12
g31-g79 11 24 16 23 16
g31-g80 11 30 29 30 30
g31-g81 11 29 28 28 28
g31-g83 11 29 29 29 29
g31-g84 11 1848 3929 5908 9270
g31-g85 11 41 29 29 42
g31-g87 11 44 43 30 44
g31-g88 11 45 30 30 30
g31-g89 11 32 31 31 31
g31-g90 11 54 52 53 53
g31-g91 11 54 63 53 54
g31-g92 11 67 65 66 66
g31-g94 11 103 124 104 87
g31-g95 11 115 96 97 100
g31-g96 11 98 96 97 97
g31-g97 11 98 96 97 97
g31-g98 11 100 97 98 123
g31-g99 11 98 145 97 146
g32-g100 11 99 100 135 98
g32-g101 11 120 117 118 120
g32-g102 11 127 181 127 120
g32-g103 11 123 121 122 122
g32-g104 11 261 259 258 259
g32-g105 11 262 259 260 299
g32-g106 11 492 513 481 478
g32-g107 11 476 472 510 475
g32-g108 11 558 554 556 555
g32-g109 11 598 594 595 595
g32-g110 11 727 722 731 724
g32-g111 11 781 767 771 776
g32-g112 11 1037 1026 1093 1028
g32-g51 11 1 1 1 1
g32-g52 11 1 1 1 1
g32-g53 11 1 1 1 1
g32-g54 11 3 4 3 4
g32-g55 11 4 3 3 3
g32-g56 11 3 3 3 3
g32-g57 11 4 3 3 3
g32-g61 11 4 4 4 4
g32-g62 11 5 5 5 5
g32-g63 11 6 6 6 6
g32-g64 11 8 7 8 8
g32-g65 11 7 6 9 9
g32-g67 11 7 7 7 7
g32-g68 11 8 8 8 8
g32-g69 11 8 8 8 8
g32-g70 11 8 7 8 8
g32-g71 11 8 8 8 8
g32-g72 11 9 12 9 9
g32-g74 11 11 10 10 10
g32-g75 11 18 17 17 12
g32-g76 11 651 1153 1798 2398
g32-g77 11 1741 3519 5426 6961
g32-g78 11 13 16 13 12
g32-g79 11 17 16 16 16
g32-g80 11 21 20 21 21
g32-g81 11 29 41 28 29
g32-g83 11 29 42 45 41
g32-g84 11 1731 3487 5149 6808
g32-g85 11 43 29 29 29
g32-g87 11 31 30 30 30
g32-g88 11 31 30 30 30
g32-g89 11 32 31 32 32
g32-g90 11 54 53 53 55
g32-g91 11 54 53 61 67
g32-g92 11 67 66 66 66
g32-g94 11 88 86 87 87
g32-g95 11 137 96 97 143
g32-g96 11 98 120 102 100
g32-g97 11 98 96 101 99
g32-g98 11 122 109 98 113
g32-g99 11 146 97 98 107
g33-g100 11 99 98 98 99
g33-g101 11 179 119 121 120
g33-g102 11 182 122 123 5356
g33-g103 11 191 5524 7866 10333
g33-g104 11 15557 1000001 1000001 1000001
g33-g105 11 15551 1000001 1000001 1000001
g33-g106 11 1000002 1000002 1000001 1000001
g33-g107 11 232004 1000000 1000001 1000001
g33-g108 11 916039 1000002 1000003 1000002
g33-g109 11 603 599 601 754
g33-g110 11 7474 17945 28375 43540
g33-g111 11 1000001 1000001 1000001 1000003
g33-g112 11 1044 1105 1348 2595
g33-g51 11 1 1 1000000 1000000
g33-g52 11 2 1 1 17
g33-g53 11 111 11156 18265 23825
g33-g54 11 9 37 97 124
g33-g55 11 3 19 62 123
g33-g56 11 12 43 85 135
g33-g57 11 3 3 3 3
g33-g61 11 4 4 4 4
g33-g62 11 5 16 33 66
g33-g63 11 106001 328093 682221 863239
g33-g64 11 1000000 1000000 21 23
g33-g65 11 7 279 463 641
g33-g67 11 7 7 7 7
g33-g68 11 1000000 261 307 1000000
g33-g69 11 8 8 31 225
g33-g70 11 8 7 8 8
g33-g71 11 8 11 54 260
g33-g72 11 9 9 9 9
g33-g74 11 16 61 91 134
g33-g75 11 410 642 944 1228
g33-g76 11 1307 2616 3625 4643
g33-g77 11 2829 5620 7827 9808
g33-g78 11 148 519 641 1032
g33-g79 11 17 35 54 74
g33-g80 11 21 20 21 21
g33-g81 11 30 1253 1978 2670
g33-g83 11 43 30 1351 2621
g33-g84 11 3011 6084 7990 10377
g33-g85 11 30 29 29 29
g33-g87 11 51 139 313 607
g33-g88 11 83 252 523 929
g33-g89 11 32 31 32 46
g33-g90 11 79 54 54 54
g33-g91 11 54 55 98 117
g33-g92 11 67 69 80 174
g33-g94 11 127 88 349 1367
g33-g95 11 98 97 248 362
g33-g96 11 98 101 188 502
g33-g97 11 99 98 141 277
g33-g98 11 151 201 633 1903
g33-g99 11 100 179 742 2400
g34-g100 11 109 107 109 109
g34-g101 11 91756 178358 266581 282865
g34-g102 11 166361 321881 482533 502251
g34-g103 11 394216 761661 1000001 1000001
g34-g104 11 1000001 1000001 1000001 1000001
g34-g105 11 1000001 1000001 1000001 1000001
g34-g106 11 1000001 1000003 1000001 1000001
g34-g107 11 1000001 1000001 1000002 1000001
g34-g108 11 1000002 1000002 1000001 1000001
g34-g109 11 706 721 778 1651
g34-g110 11 1000002 1000005 1000001 1000004
g34-g111 11 1000001 1000003 1000001 1000002
g34-g112 11 116272 605954 1000003 1000004
g34-g51 11 1 1 1 1000000
g34-g52 11 2 2 79971 110664
g34-g53 11 1000000 1000000 1000000 1000000
g34-g54 11 1000000 1000000 1000000 1000000
g34-g55 11 324459 1000000 1000000 1000000
g34-g56 11 1000000 1000000 1000000 1000000
g34-g57 11 4 4 3 3
g34-g61 11 30068 54004 72411 102898
g34-g62 11 1000000 1000000 1000000 1000000
g34-g63 11 1000000 1000000 42503 1000001
g34-g64 11 24 24 23 24
g34-g65 11 1000000 1000000 1000000 1000000
g34-g67 11 5993 11726 17607 18674
g34-g68 11 1000000 1000000 1000000 541808
g34-g69 11 24650 67579 83028 102954
g34-g70 11 9 9 777 2101
g34-g71 11 26667 73653 90282 113753
g34-g72 11 10 10 10 10
g34-g74 11 12 1000000 1000000 1000000
g34-g75 11 37 51 7388 1000000
g34-g76 11 42 41 62 40
g34-g77 11 60 51 50 50
g34-g78 11 1000000 1000000 857981 405018
g34-g79 11 1000000 1000000 1000000 1000000
g34-g80 11 33 34 34 24
g34-g81 11 517457 1000000 1000000 1000000
g34-g83 11 661 167 18629 6450
g34-g84 11 79 84 84 83
g34-g85 11 33 32 32 32
g34-g87 11 1000000 1000000 1000000 1000000
g34-g88 11 1000000 1000000 1000000 1000001
g34-g89 11 11477 22388 33468 36540
g34-g90 11 1000000 1000000 1000001 1000000
g34-g91 11 5824 32572 55807 69239
g34-g92 11 8280 42619 72280 88772
g34-g94 11 1000001 1000000 1000000 1000000
g34-g95 11 144 21701 37443 54722
g34-g96 11 4582 19359 49195 117064
g34-g97 11 1824 9014 56056 425630
g34-g98 11 47311 183904 288151 498911
g34-g99 11 66171 245870 390998 619977
g35-g100 11 110 107 111 109
g35-g101 11 133 131 132 132
g35-g102 11 3122 29932 33427 36298
g35-g103 11 3060 45616 48828 52444
g35-g104 11 1000001 1000001 1000000 1000003
g35-g105 11 1000002 1000001 1000001 1000001
g35-g106 11 1000001 1000001 1000002 1000002
g35-g107 11 1000001 1000002 1000002 1000001
g35-g108 11 1000001 1000001 1000002 1000003
g35-g109 11 659 688 658 660
g35-g110 11 11427 26306 42184 59670
g35-g111 11 1000003 1000001 1000001 1000002
g35-g112 11 1149 1205 1478 3518
g35-g51 11 1 1 1 1000000
g35-g52 11 1 1 1 18
g35-g53 11 891 186528 189770 193765
g35-g54 11 31 88 144 220
g35-g55 11 29 94 174 265
g35-g56 11 35 95 152 235
g35-g57 11 3 3 3 3
g35-g61 11 5 6 5 5
g35-g62 11 6 33 54 138
g35-g63 11 1000000 1000000 1000000 1000000
g35-g64 11 527 1000001 3652 231450
g35-g65 11 201 2740 2929 3152
g35-g67 11 8 8 8 11
g35-g68 11 193809 1000000 1000000 1000000
g35-g69 11 10 14 180 1256
g35-g70 11 9 12 12 12
g35-g71 11 10 18 242 1357
g35-g72 11 10 10 10 10
g35-g74 11 12 12 738 788
g35-g75 11 311 682 1030 1460
g35-g76 11 1074 171655 173982 174681
g35-g77 11 2240 696595 695243 699442
g35-g78 11 275 593 923 1337
g35-g79 11 19 59 75 154
g35-g80 11 23 23 23 23
g35-g81 11 785 11205 12082 12918
g35-g83 11 766 9831 10904 11576
g35-g84 11 2211 395901 400658 403077
g35-g85 11 33 32 32 32
g35-g87 11 147 355 797 1442
g35-g88 11 254 670 1369 1878
g35-g89 11 36 35 36 36
g35-g90 11 61 11957 13200 14621
g35-g91 11 61 60 72 152
g35-g92 11 75 76 91 256
g35-g94 11 247 1059 2302 4867
g35-g95 11 109 168 355 769
g35-g96 11 109 168 441 1032
g35-g97 11 151 236 398 102941
g35-g98 11 325 745 15964 30180
g35-g99 11 380 1003 58544 98238
g36-g100 11 110 107 108 109
g36-g101 11 136 141 8052 31407
g36-g102 11 4402 7295 182692 213080
g36-g103 11 4580 7680 413211 461294
g36-g104 11 1000000 1000002 1000001 1000001
g36-g105 11 1000001 1000001 1000001 1000001
g36-g106 11 1000000 1000001 1000002 1000001
g36-g107 11 1000001 1000002 1000001 1000002
g36-g108 11 1000001 1000002 1000002 1000002
g36-g109 11 661 658 40234 156384
g36-g110 11 13536 1000002 1000002 1000000
g36-g111 11 1000001 1000002 1000002 1000001
g36-g112 11 1177 1359 2565 18405
g36-g51 11 1 1 1 1000000
g36-g52 11 1 1 1 331
g36-g53 11 11550 460714 1000000 1000000
g36-g54 11 48 910 9398 9872
g36-g55 11 37 4831 5399 5446
g36-g56 11 41 992 12464 12591
g36-g57 11 3 3 3 3
g36-g61 11 5 5 417 575
g36-g62 11 6 23342 56095 139102
g36-g63 11 1000000 1000000 1000000 1000000
g36-g64 11 1000000 1000000 1000000 43
g36-g65 11 336 3126 88666 93194
g36-g67 11 8 8 485 2014
g36-g68 11 1000000 1000000 1000000 1000000
g36-g69 11 13 230 1199 2927
g36-g70 11 9 9 12 12
g36-g71 11 23 289 1507 3303
g36-g72 11 10 10 10 10
g36-g74 11 12 17 1000000 1000000
g36-g75 11 355 282060 1000000 1000000
g36-g76 11 1260 2637 1000000 1000000
g36-g77 11 2616 5252 1000000 1000000
g36-g78 11 304 164995 167141 181122
g36-g79 11 19 49 79 673
g36-g80 11 23 23 23 23
g36-g81 11 1132 7889 143323 155042
g36-g83 11 1112 2034 73937 84587
g36-g84 11 2859 5682 1000000 1000000
g36-g85 11 49 47 32 32
g36-g87 11 166 19855 25602 35168
g36-g88 11 288 56662 62002 77241
g36-g89 11 36 35 51 36
g36-g90 11 2000 3431 67111 78781
g36-g91 11 61 66 109 881
g36-g92 11 75 83 153 1155
g36-g94 11 579 2513 76300 84308
g36-g95 11 108 107 590 2727
g36-g96 11 114 227 620 1826
g36-g97 11 109 245 402 651
g36-g98 11 354 1379 3533 9956
g36-g99 11 375 1499 3683 11138
g37-g100 11 110 107 108 108
g37-g101 11 132 129 130 130
g37-g102 11 133 131 202 132
g37-g103 11 138 137 39787 47214
g37-g104 11 316 393 1362 4929
g37-g105 11 318 396 1365 4918
g37-g106 11 18375 37278 119812 297239
g37-g107 11 1420 5339 20434 119076
g37-g108 11 3451 9123 52108 241402
g37-g109 11 658 654 664 656
g37-g110 11 5030 10989 18906 28165
g37-g111 11 23269 46290 149788 371457
g37-g112 11 1134 1133 1134 1132
g37-g51 11 1 1 2 2
g37-g52 11 1 1 1 1
g37-g53 11 2 2 2 31
g37-g54 11 3 4 4 3
g37-g55 11 3 3 5 5
g37-g56 11 4 3 5 28
g37-g57 11 3 3 4 3
g37-g61 11 5 6 4 4
g37-g62 11 5 5 5 5
g37-g63 11 38261 22213 39729 58823
g37-g64 11 1000000 1000000 1000000 1000000
g37-g65 11 8 8 311 1418
g37-g67 11 8 7 8 8
g37-g68 11 1000000 1000000 1000000 1000000
g37-g69 11 12 12 12 9
g37-g70 11 9 8 8 8
g37-g71 11 9 8 9 9
g37-g72 11 10 10 10 10
g37-g74 11 12 12 12 12
g37-g75 11 325 673 14256 14517
g37-g76 11 1282 2725 171073 173792
g37-g77 11 2675 5675 685269 688986
g37-g78 11 68 163 956 1184
g37-g79 11 19 18 18 18
g37-g80 11 24 32 33 23
g37-g81 11 33 32 8450 10461
g37-g83 11 32 32 48 49
g37-g84 11 2948 6044 374674 378091
g37-g85 11 33 46 32 32
g37-g87 11 35 34 34 34
g37-g88 11 49 37 49 63
g37-g89 11 36 34 35 52
g37-g90 11 59 58 58 87
g37-g91 11 71 72 59 59
g37-g92 11 74 73 112 73
g37-g94 11 97 95 96 108
g37-g95 11 108 106 107 107
g37-g96 11 108 116 108 119
g37-g97 11 169 106 110 108
g37-g98 11 108 107 108 108
g37-g99 11 108 107 109 147
g38-g100 11 131 164 110 110
g38-g101 11 133 131 132 132
g38-g102 11 167 202 134 133
g38-g103 11 137 135 136 136
g38-g104 11 323 286 316 304
g38-g105 11 291 287 289 310
g38-g106 11 567 530 807 1893
g38-g107 11 558 527 604 766
g38-g108 11 618 614 792 1223
g38-g109 11 673 692 659 661
g38-g110 11 3249 25164 102424 258164
g38-g111 11 877 858 1241 2516
g38-g112 11 1143 1140 1227 1143
g38-g51 11 1 30 355 23777
g38-g52 11 1 1 1 1
g38-g53 11 2 2 1 2
g38-g54 11 3 3 3 4
g38-g55 11 3 4 3 3
g38-g56 11 3 3 3 7
g38-g57 11 3 3 3 3
g38-g61 11 5 4 5 5
g38-g62 11 5 5 5 5
g38-g63 11 7 7 243 762
g38-g64 11 28 1000000 1000000 1000000
g38-g65 11 8 7 7 7
g38-g67 11 11 11 8 8
g38-g68 11 4185 114921 218085 326348
g38-g69 11 9 9 13 9
g38-g70 11 12 8 9 9
g38-g71 11 9 9 9 9
g38-g72 11 11 10 10 10
g38-g74 11 12 12 12 1000000
g38-g75 11 38 42 41 43
g38-g76 11 43 66 51 67
g38-g77 11 69 83 81 52
g38-g78 11 14 13 14 37
g38-g79 11 19 18 18 18
g38-g80 11 24 23 23 23
g38-g81 11 33 31 48 32
g38-g83 11 33 32 33 33
g38-g84 11 1000000 1000000 1000000 1000000
g38-g85 11 33 33 33 48
g38-g87 11 35 46 34 34
g38-g88 11 51 34 51 55
g38-g89 11 36 50 36 36
g38-g90 11 60 59 68 60
g38-g91 11 60 88 59 60
g38-g92 11 74 74 74 74
g38-g94 11 98 96 97 97
g38-g95 11 110 107 108 108
g38-g96 11 163 127 115 108
