instance family sequential-induced-nofilter-except-0 sequential-induced-nofilter-except-1 sequential-induced-nofilter-except-2 sequential-induced-nofilter-except-3
images-CVIU11-14-31 8 10300 21566 33072 45472
images-CVIU11-14-63 8 11635 25136 38186 52505
images-CVIU11-14-96 8 5234 10694 16036 21809
images-CVIU11-15-146 8 3996 7580 10393 12399
images-CVIU11-16-143 8 2865 7276 10239 12555
images-CVIU11-16-37 8 13050 33661 48039 58986
images-CVIU11-16-55 8 2886 7253 10310 12779
images-CVIU11-17-107 8 1420 2039 6385 12777
images-CVIU11-17-14 8 480 723 2062 4184
images-CVIU11-17-82 8 2385 3417 10616 22021
images-CVIU11-18-137 8 724 1416 4688 7033
images-CVIU11-18-139 8 996 1941 6736 10283
images-CVIU11-18-27 8 2791 5412 18191 27026
images-CVIU11-18-33 8 7530 14106 49779 74463
images-CVIU11-18-82 8 3610 7065 23011 34634
images-CVIU11-18-85 8 4963 9618 35774 52682
images-CVIU11-19-129 8 3845 10051 15452 21728
images-CVIU11-19-131 8 9244 25846 39041 53735
images-CVIU11-2-24 8 1008 2265 3252 4860
images-CVIU11-2-33 8 14138 32093 44678 67453
images-CVIU11-2-50 8 11984 26774 37770 57238
images-CVIU11-2-54 8 3349 7397 10770 16322
images-CVIU11-2-60 8 5105 11302 16117 24404
images-CVIU11-2-63 8 8608 18324 25967 39067
images-CVIU11-2-79 8 2406 5362 7630 11493
images-CVIU11-20-134 8 3460 7023 9106 1080
images-CVIU11-20-31 8 5331 10989 14374 254
images-CVIU11-20-46 8 4961 10063 13225 357
images-CVIU11-20-72 8 5786 11444 15075 392
images-CVIU11-20-88 8 5626 11281 15283 18492
images-CVIU11-21-102 8 4226 8407 19900 55980
images-CVIU11-21-119 8 18229 37100 87169 276553
images-CVIU11-21-9 8 7041 14135 32584 89322
images-CVIU11-22-100 8 1617 3453 5227 10198
images-CVIU11-22-107 8 4891 10462 15625 31518
images-CVIU11-22-110 8 3496 7357 10976 20919
images-CVIU11-22-118 8 6126 13275 19550 38500
images-CVIU11-22-12 8 8063 16521 24695 49413
images-CVIU11-23-113 8 1418 2738 9718 16479
images-CVIU11-23-143 8 1176 2138 8394 14713
images-CVIU11-23-48 8 1514 2949 10196 17790
images-CVIU11-24-113 8 1819 3690 4888 11429
images-CVIU11-24-49 8 3616 7198 9185 24052
images-CVIU11-24-5 8 6632 13391 17053 44586
images-CVIU11-24-77 8 8009 16199 20766 53870
images-CVIU11-25-139 8 1519 7155 10987 15309
images-CVIU11-25-61 8 7647 34729 53686 74634
images-CVIU11-25-66 8 2488 11146 17263 23950
images-CVIU11-25-70 8 9022 41195 63534 88415
images-CVIU11-25-77 8 11048 50311 77722 108098
images-CVIU11-25-97 8 2915 12988 20151 28187
images-CVIU11-26-106 8 3415 6375 9808 28710
images-CVIU11-26-129 8 827 743 808 2449
images-CVIU11-26-138 8 7598 14498 22399 66661
images-CVIU11-26-15 8 506 976 1503 4399
images-CVIU11-26-57 8 9136 17312 26933 79674
images-CVIU11-26-70 8 6631 12629 19217 56874
images-CVIU11-26-71 8 5453 10487 15956 46471
images-CVIU11-26-75 8 7257 13960 21515 64258
images-CVIU11-26-77 8 8121 15509 23837 69373
images-CVIU11-26-78 8 7445 14265 22024 63499
images-CVIU11-27-125 8 10935 23957 60812 78478
images-CVIU11-27-137 8 1919 4034 9933 13236
images-CVIU11-27-144 8 6311 13981 34305 45194
images-CVIU11-27-17 8 10181 23232 58392 75606
images-CVIU11-27-36 8 5428 11961 29005 38304
images-CVIU11-28-130 8 874 3812 9912 14474
images-CVIU11-28-135 8 2452 10608 28788 42785
images-CVIU11-28-99 8 5317 24482 61562 91458
images-CVIU11-29-107 8 637 5047 7806 9997
images-CVIU11-29-112 8 418 3091 4780 6087
images-CVIU11-29-114 8 312 2657 4264 5392
images-CVIU11-29-116 8 2071 19991 30691 38776
images-CVIU11-29-12 8 1039 7707 11937 14931
images-CVIU11-29-21 8 953 8655 12981 16508
images-CVIU11-29-3 8 1278 11430 17387 21994
images-CVIU11-29-39 8 670 5192 7984 10178
images-CVIU11-29-75 8 1913 17463 26501 33575
images-CVIU11-29-76 8 1171 7819 5098 3842
images-CVIU11-29-79 8 506 3246 4946 6269
images-CVIU11-29-8 8 996 6672 9976 13445
images-CVIU11-29-82 8 1173 8827 13537 17249
images-CVIU11-3-106 8 3908 14173 34350 52101
images-CVIU11-3-138 8 8920 33784 79615 121646
images-CVIU11-3-37 8 8531 33374 75646 115609
images-CVIU11-3-48 8 2705 8955 18998 29275
images-CVIU11-3-56 8 1600 5682 12562 19144
images-CVIU11-3-74 8 8414 30716 69453 106523
images-CVIU11-30-1 8 4445 30148 65003 92410
images-CVIU11-30-11 8 1423 8484 18493 26282
images-CVIU11-30-115 8 3503 20736 45973 65884
images-CVIU11-30-12 8 3995 24710 53673 76700
images-CVIU11-30-42 8 3928 29005 65086 92741
images-CVIU11-30-66 8 1874 12873 28267 40765
images-CVIU11-31-105 8 236 6072 33964 93302
images-CVIU11-31-109 8 359 6434 35459 90184
images-CVIU11-31-26 8 76 1525 8190 18310
images-CVIU11-31-31 8 306 6230 33586 88975
images-CVIU11-31-39 8 157 3741 19724 47338
images-CVIU11-33-109 8 1459 3869 12435 21687
images-CVIU11-33-59 8 1876 4895 15073 26794
images-CVIU11-33-71 8 1770 4615 14489 25338
images-CVIU11-33-86 8 1100 2964 9415 16444
images-CVIU11-33-88 8 1661 4255 12822 23402
images-CVIU11-33-93 8 1282 3464 10902 19059
images-CVIU11-34-106 8 1146 1811 5591 11118
images-CVIU11-34-135 8 708 1156 3615 1888
images-CVIU11-34-88 8 1722 2748 7749 14605
images-CVIU11-34-9 8 979 1552 4451 8324
images-CVIU11-35-141 8 581 3929 6120 8718
images-CVIU11-35-68 8 4406 27629 44598 63000
images-CVIU11-36-11 8 2286 4306 6521 12980
images-CVIU11-36-112 8 2738 4892 7466 14953
images-CVIU11-36-140 8 2272 4345 6424 13564
images-CVIU11-37-140 8 2348 14933 25419 35734
images-CVIU11-37-146 8 8818 63048 108642 151026
images-CVIU11-37-41 8 5330 31917 54667 76000
images-CVIU11-37-54 8 3521 21328 36674 51140
images-CVIU11-37-70 8 10890 73022 125325 174887
images-CVIU11-37-84 8 520 3225 5326 7321
images-CVIU11-38-1 8 8856 18977 42657 101496
images-CVIU11-38-10 8 6281 13287 30875 80391
images-CVIU11-38-131 8 3675 7982 18462 47931
images-CVIU11-38-23 8 9117 19866 44432 106764
images-CVIU11-38-71 8 11062 23985 54406 130934
images-CVIU11-38-78 8 15398 32745 74681 189618
images-CVIU11-39-107 8 5527 18513 24093 29102
images-CVIU11-39-114 8 2605 8798 11365 13808
images-CVIU11-39-37 8 16055 54376 70587 85096
images-CVIU11-39-68 8 16584 56192 73245 88581
images-CVIU11-39-80 8 4245 14337 18749 22756
images-CVIU11-4-42 8 262 8665 37525 65474
images-CVIU11-4-50 8 379 16416 73317 128820
images-CVIU11-40-126 8 3540 5304 7040 8619
images-CVIU11-40-136 8 20304 29516 39566 46171
images-CVIU11-40-139 8 9137 13325 17907 20918
images-CVIU11-40-23 8 34096 49279 67133 77991
images-CVIU11-40-46 8 31163 45539 60956 70546
images-CVIU11-40-8 8 23389 33500 44676 51940
images-CVIU11-41-113 8 2685 5330 8649 37018
images-CVIU11-41-4 8 5495 11201 18433 85198
images-CVIU11-41-86 8 4344 8951 14566 73409
images-CVIU11-41-88 8 6541 13728 21598 102596
images-CVIU11-42-112 8 2492 4804 14454 29813
images-CVIU11-42-122 8 4271 8215 28419 62101
images-CVIU11-42-53 8 3152 5669 18066 36456
images-CVIU11-42-68 8 12136 22727 75724 161258
images-CVIU11-42-78 8 12630 23199 75240 159162
images-CVIU11-42-80 8 3053 5924 19072 39688
images-CVIU11-42-88 8 8576 15703 46518 97225
images-CVIU11-43-112 8 4187 15906 22392 26211
images-CVIU11-43-65 8 7875 32301 45567 52939
images-CVIU11-43-76 8 20777 86959 121877 141396
images-CVIU11-44-119 8 20559 39468 57748 80118
images-CVIU11-44-20 8 14735 28427 41688 57173
images-CVIU11-44-84 8 840 1651 2340 3368
images-CVIU11-44-98 8 2935 5595 8227 11218
images-CVIU11-5-134 8 7306 13912 15680 24384
images-CVIU11-5-19 8 24566 46697 52515 81853
images-CVIU11-5-62 8 16901 32183 36438 55217
images-CVIU11-6-119 8 5413 14137 219209 1000002
images-CVIU11-6-25 8 1417 3788 17340 149736
images-CVIU11-6-58 8 1104 2837 43220 381981
images-CVIU11-7-56 8 1205 2858 8696 11983
images-CVIU11-7-96 8 2063 4312 12606 17648
images-CVIU11-8-120 8 6765 11763 18431 25941
images-CVIU11-8-129 8 1144 2055 3083 4308
images-CVIU11-8-130 8 1095 1963 2956 4119
images-CVIU11-8-20 8 7843 13617 21201 29841
images-CVIU11-8-68 8 10774 18867 29086 42166
images-CVIU11-8-83 8 6899 11879 18307 25685
images-CVIU11-9-110 8 4394 8228 232917 1000001
meshes-CVIU11-1-106 10 267 320 506 709
meshes-CVIU11-1-120 10 114 201 329 451
meshes-CVIU11-1-149 10 362 641 1058 1460
meshes-CVIU11-1-170 10 121 225 334 456
meshes-CVIU11-1-175 10 20 52 57 78
meshes-CVIU11-1-187 10 2390 3470 5782 7531
meshes-CVIU11-1-188 10 591 1041 1907 2357
meshes-CVIU11-1-20 10 573 1096 1674 2330
meshes-CVIU11-1-205 10 155 303 435 596
meshes-CVIU11-1-206 10 3318 5669 9172 12500
meshes-CVIU11-1-220 10 34 60 85 123
meshes-CVIU11-1-223 10 856 1490 2480 3586
meshes-CVIU11-1-225 10 1595 2866 4601 6257
meshes-CVIU11-1-250 10 58 103 167 229
meshes-CVIU11-1-278 10 32 56 90 147
meshes-CVIU11-1-279 10 71 119 186 252
meshes-CVIU11-1-282 10 326 548 870 1288
meshes-CVIU11-1-283 10 2725 4694 7776 10552
meshes-CVIU11-1-294 10 652 1172 1909 2573
meshes-CVIU11-1-305 10 133 234 429 520
meshes-CVIU11-1-314 10 3825 6371 10476 14396
meshes-CVIU11-1-318 10 2917 5128 8383 11348
meshes-CVIU11-1-34 10 1439 2531 4460 5877
meshes-CVIU11-1-357 10 39 69 135 153
meshes-CVIU11-1-360 10 992 1607 2468 3338
meshes-CVIU11-1-368 10 1155 1322 2134 2921
meshes-CVIU11-1-37 10 54 68 112 153
meshes-CVIU11-1-397 10 1525 2915 4614 6432
meshes-CVIU11-1-410 10 25 43 85 94
meshes-CVIU11-1-424 10 900 1573 2662 3573
meshes-CVIU11-1-431 10 2141 3608 5696 7872
meshes-CVIU11-1-461 10 4923 8115 13427 18531
meshes-CVIU11-1-466 10 22 40 64 88
meshes-CVIU11-1-489 10 2074 3581 5932 8001
meshes-CVIU11-1-511 10 2435 4507 8045 11348
meshes-CVIU11-1-63 10 244 371 654 918
meshes-CVIU11-1-88 10 126 217 344 468
meshes-CVIU11-2-100 10 12172 19867 28149 36392
meshes-CVIU11-2-108 10 671 1134 1500 1924
meshes-CVIU11-2-11 10 188 313 444 582
meshes-CVIU11-2-121 10 52 87 123 160
meshes-CVIU11-2-13 10 1070 1789 2522 3308
meshes-CVIU11-2-137 10 1137 1922 2618 3306
meshes-CVIU11-2-177 10 341 555 725 939
meshes-CVIU11-2-211 10 537 916 1256 1624
meshes-CVIU11-2-223 10 2884 4605 6460 8331
meshes-CVIU11-2-233 10 835 1382 1947 2716
meshes-CVIU11-2-245 10 438 734 1025 1429
meshes-CVIU11-2-246 10 1414 2278 3177 4279
meshes-CVIU11-2-248 10 788 1333 1841 2401
meshes-CVIU11-2-267 10 3598 5993 8494 10830
meshes-CVIU11-2-3 10 120 200 285 419
meshes-CVIU11-2-300 10 414 590 723 889
meshes-CVIU11-2-304 10 324 515 835 1004
meshes-CVIU11-2-305 10 425 705 1102 1285
meshes-CVIU11-2-317 10 138 286 343 424
meshes-CVIU11-2-321 10 1981 3049 3984 5136
meshes-CVIU11-2-324 10 466 799 1097 1460
meshes-CVIU11-2-349 10 55 79 103 129
meshes-CVIU11-2-35 10 446 654 920 1196
meshes-CVIU11-2-353 10 6338 10688 14820 19239
meshes-CVIU11-2-354 10 417 720 977 1289
meshes-CVIU11-2-365 10 515 774 1073 1409
meshes-CVIU11-2-447 10 6862 11357 18631 26688
meshes-CVIU11-2-449 10 3988 6812 9280 12035
meshes-CVIU11-2-462 10 116 191 282 381
meshes-CVIU11-2-484 10 7866 13050 18411 23925
meshes-CVIU11-2-487 10 8970 14833 20853 26934
meshes-CVIU11-2-493 10 948 1604 2211 2921
meshes-CVIU11-2-503 10 1305 2150 3026 3931
meshes-CVIU11-2-511 10 7629 12674 18457 25825
meshes-CVIU11-2-513 10 176 247 339 394
meshes-CVIU11-2-52 10 365 605 853 1100
meshes-CVIU11-2-54 10 1210 1956 2497 3204
meshes-CVIU11-2-6 10 2201 3647 5335 6756
meshes-CVIU11-2-76 10 7353 12230 16953 21815
meshes-CVIU11-2-80 10 3841 6080 8446 10886
meshes-CVIU11-3-100 10 328 15269 51273 821286
meshes-CVIU11-3-12 10 2 65 12262 531736
meshes-CVIU11-3-130 10 103 4410 87820 1000002
meshes-CVIU11-3-139 10 450 18457 1000004 1000002
meshes-CVIU11-3-147 10 39 2246 1000001 511
meshes-CVIU11-3-151 10 12 715 1000000 73240
meshes-CVIU11-3-158 10 336 1000002 1000002 444246
meshes-CVIU11-3-16 10 42 2031 3765 8996
meshes-CVIU11-3-17 10 40 1979 3729 8533
meshes-CVIU11-3-190 10 39 363 1506 3747
meshes-CVIU11-3-193 10 89 3546 6455 9813
meshes-CVIU11-3-195 10 118 5698 10459 21526
meshes-CVIU11-3-213 10 5 162 1000000 1000000
meshes-CVIU11-3-218 10 84 2782 1000002 519043
meshes-CVIU11-3-220 10 2 105 368019 1000000
meshes-CVIU11-3-23 10 43 2114 3990 7056
meshes-CVIU11-3-242 10 154 1000003 1000002 1000004
meshes-CVIU11-3-246 10 64 1916 1000001 1000001
meshes-CVIU11-3-251 10 3 163 1000000 1000000
meshes-CVIU11-3-289 10 4 68 6466 33590
meshes-CVIU11-3-290 10 3 86 286 497
meshes-CVIU11-3-313 10 316 1000002 1000003 1000001
meshes-CVIU11-3-325 10 2 89 1000000 1000000
meshes-CVIU11-3-35 10 10 542 1016 1422
meshes-CVIU11-3-357 10 5 160 1000000 1000000
meshes-CVIU11-3-381 10 6 412 1000000 1000000
meshes-CVIU11-3-408 10 8 101 1015 1000000
meshes-CVIU11-3-431 10 183 535554 576833 1000002
meshes-CVIU11-3-434 10 315 9528 50575 497682
meshes-CVIU11-3-448 10 141 4306 1000002 1000001
meshes-CVIU11-3-45 10 61 1516 1000000 360255
meshes-CVIU11-3-457 10 27 1819 80648 670505
meshes-CVIU11-3-484 10 274 10113 1000004 1000003
meshes-CVIU11-3-501 10 238 7925 1000004 1000002
meshes-CVIU11-3-503 10 109 1722 3785 17761
meshes-CVIU11-3-511 10 178 1000003 1000001 1000002
meshes-CVIU11-3-512 10 8 104362 149359 408734
meshes-CVIU11-3-513 10 62 243 427 480
meshes-CVIU11-3-526 10 28 675 1000000 1000001
meshes-CVIU11-3-59 10 15 857 1000000 11777
meshes-CVIU11-3-7 10 6 33021 444601 1000000
meshes-CVIU11-3-97 10 209 7349 130048 1000001
meshes-CVIU11-3-98 10 458 3251 5474 11779
meshes-CVIU11-4-114 10 240 384 562 723
meshes-CVIU11-4-129 10 2464 4744 6754 8534
meshes-CVIU11-4-135 10 17 23 31 38
meshes-CVIU11-4-166 10 7 15 22 28
meshes-CVIU11-4-168 10 160 279 340 454
meshes-CVIU11-4-206 10 2514 4743 6443 7977
meshes-CVIU11-4-213 10 30 59 86 128
meshes-CVIU11-4-228 10 2246 4215 5676 7236
meshes-CVIU11-4-248 10 188 382 586 655
meshes-CVIU11-4-268 10 1642 3160 4405 5667
meshes-CVIU11-4-311 10 2188 4738 6054 7732
meshes-CVIU11-4-313 10 841 1653 2343 2999
meshes-CVIU11-4-325 10 16 32 48 64
meshes-CVIU11-4-341 10 35 68 96 143
meshes-CVIU11-4-387 10 210 429 614 921
meshes-CVIU11-4-441 10 909 1812 2425 3209
meshes-CVIU11-4-45 10 258 498 724 892
meshes-CVIU11-4-46 10 106 185 253 313
meshes-CVIU11-4-471 10 1493 2869 3950 4979
meshes-CVIU11-4-487 10 2158 4164 5548 7026
meshes-CVIU11-4-501 10 1727 2837 4042 5131
meshes-CVIU11-4-80 10 1015 1874 2272 2909
meshes-CVIU11-5-102 10 3708 6217 8064 11792
meshes-CVIU11-5-115 10 143 242 315 517
meshes-CVIU11-5-121 10 42 72 94 137
meshes-CVIU11-5-147 10 1315 2190 3032 4228
meshes-CVIU11-5-148 10 2473 4127 5362 7825
meshes-CVIU11-5-163 10 1867 3087 4058 6319
meshes-CVIU11-5-182 10 430 728 1072 1481
meshes-CVIU11-5-188 10 1732 2680 3491 5108
meshes-CVIU11-5-191 10 10518 17662 24744 36509
meshes-CVIU11-5-200 10 211 481 465 700
meshes-CVIU11-5-212 10 1425 2444 3041 4613
meshes-CVIU11-5-216 10 353 455 620 865
meshes-CVIU11-5-223 10 2436 3826 5112 7449
meshes-CVIU11-5-244 10 1526 2646 3371 5019
meshes-CVIU11-5-283 10 7304 12233 15774 23049
meshes-CVIU11-5-286 10 165 326 394 577
meshes-CVIU11-5-304 10 251 456 558 832
meshes-CVIU11-5-306 10 12621 21550 27872 40481
meshes-CVIU11-5-315 10 73 124 164 237
meshes-CVIU11-5-333 10 1802 2928 3872 5707
meshes-CVIU11-5-34 10 3921 6533 8551 12526
meshes-CVIU11-5-36 10 5189 8836 11521 16756
meshes-CVIU11-5-409 10 85 144 190 277
meshes-CVIU11-5-433 10 1237 2037 2665 4177
meshes-CVIU11-5-464 10 6580 10907 14363 21049
meshes-CVIU11-5-468 10 1086 1816 2461 3446
meshes-CVIU11-5-488 10 5680 9441 12214 17841
meshes-CVIU11-5-517 10 12110 20015 25880 38354
meshes-CVIU11-5-59 10 558 913 1200 1826
meshes-CVIU11-5-73 10 708 1389 1572 2318
meshes-CVIU11-5-99 10 5965 9982 13005 19189
meshes-CVIU11-6-102 10 6441 12607 19600 26042
meshes-CVIU11-6-150 10 7627 14899 23097 30666
meshes-CVIU11-6-151 10 788 1616 2402 3358
meshes-CVIU11-6-163 10 3290 6377 9838 13125
meshes-CVIU11-6-194 10 2648 4950 7745 10211
meshes-CVIU11-6-211 10 803 1577 2492 3338
meshes-CVIU11-6-265 10 401 807 1274 1619
meshes-CVIU11-6-293 10 84 163 279 370
meshes-CVIU11-6-303 10 2927 5889 9050 11972
meshes-CVIU11-6-306 10 21765 42456 65959 88941
meshes-CVIU11-6-314 10 17296 33675 53293 70509
meshes-CVIU11-6-325 10 104 204 333 418
meshes-CVIU11-6-338 10 82 160 248 328
meshes-CVIU11-6-345 10 392 767 1215 1579
meshes-CVIU11-6-400 10 1283 2538 3896 5232
meshes-CVIU11-6-438 10 7212 13948 21712 28783
meshes-CVIU11-6-443 10 4105 7449 11560 15326
meshes-CVIU11-6-485 10 862 1635 2515 3297
meshes-CVIU11-6-498 10 175 344 533 707
meshes-CVIU11-6-523 10 231 469 703 972
meshes-CVIU11-6-528 10 16276 31960 49449 66107
meshes-CVIU11-6-56 10 563 957 1502 1973
meshes-CVIU11-6-58 10 162 319 494 654
meshes-CVIU11-6-65 10 19447 38303 59229 79747
meshes-CVIU11-6-68 10 14747 28681 44501 59087
meshes-CVIU11-6-77 10 3469 6550 10179 13537
meshes-CVIU11-6-81 10 685 1311 2069 2699
PR15-1 9 6759 7645 7642 6538
PR15-2 9 1102 312 307 338
PR15-3 9 620 322 294 299
PR15-4 9 293 308 313 294
PR15-5 9 1328 826 830 340
PR15-6 9 7891 8252 7793 7974
PR15-7 9 393 17261 18923 15878
PR15-8 9 317 294 293 294
PR15-9 9 1107 5762 2293 2378
PR15-10 9 322 293 294 296
PR15-11 9 307 293 353 294
PR15-12 9 408 294 306 318
PR15-13 9 4112 5163 15216 2194
PR15-14 9 11149 2788 2194 78950
PR15-15 9 336 5457 5908 7289
PR15-16 9 293 293 293 295
PR15-17 9 307 294 294 294
PR15-18 9 663 749 653 297
PR15-19 9 317 301 301 295
PR15-20 9 343 293 315 294
PR15-21 9 768 2239 390 297
PR15-22 9 335 301 327 296
PR15-23 9 402 302 294 294
PR15-24 9 3178 6845 28490 15469
g10-g100 11 544 1055 1415 1798
g10-g101 11 688 1232 1867 2546
g10-g102 11 655 1562 2184 3040
g10-g103 11 932 2000 2594 3416
g10-g104 11 2701 5506 8267 17103
g10-g105 11 2567 5530 8292 16547
g10-g106 11 9362 21561 32209 87812
g10-g107 11 5728 13267 18529 43548
g10-g108 11 7032 15638 23056 54567
g10-g109 11 3362 6160 9279 12400
g10-g110 11 4917 10063 13853 18421
g10-g111 11 12121 27435 40119 111003
g10-g112 11 6061 12008 21489 27850
g10-g51 11 75 130 261 285
g10-g52 11 6 12 18 24
g10-g53 11 61 130 201 348
g10-g54 11 23 41 59 79
g10-g55 11 17 55 62 84
g10-g56 11 18 43 62 83
g10-g57 11 4 7 10 17
g10-g61 11 23 44 171 531
g10-g62 11 36 51 74 113
g10-g63 11 862 32227 84760 117828
g10-g64 11 1000000 1000000 1000000 1000000
g10-g65 11 64 129 183 302
g10-g67 11 39 75 121 170
g10-g68 11 13847 1000000 5 22
g10-g69 11 60 153 475 758
g10-g70 11 37 87 143 137
g10-g71 11 64 220 504 799
g10-g72 11 21 49 106 108
g10-g74 11 33 66 91 120
g10-g75 11 118 254 348 471
g10-g76 11 408 918 1328 1735
g10-g77 11 6369 52469 78773 102006
g10-g78 11 101 208 292 453
g10-g79 11 161 198 275 410
g10-g80 11 33 91 76 158
g10-g81 11 237 486 678 1025
g10-g83 11 304 484 687 881
g10-g84 11 801 1931 2604 3663
g10-g85 11 163 310 428 545
g10-g87 11 201 366 544 678
g10-g88 11 197 392 556 730
g10-g89 11 178 338 467 595
g10-g90 11 292 551 867 1179
g10-g91 11 338 709 1164 1544
g10-g92 11 406 876 1424 1897
g10-g94 11 493 946 1404 1866
g10-g95 11 251 467 674 928
g10-g96 11 286 543 792 1139
g10-g97 11 278 517 826 1003
g10-g98 11 539 793 1209 1809
g10-g99 11 505 935 1213 1776
g11-g100 11 556 1050 1458 1968
g11-g101 11 667 1166 1751 5840
g11-g102 11 684 7960 14887 20298
g11-g103 11 11718 23079 33854 42719
g11-g104 11 2290 5565 9247 11998
g11-g105 11 2266 5775 9114 12177
g11-g106 11 8568 20154 32226 43332
g11-g107 11 5203 12612 20235 27829
g11-g108 11 6411 15312 25173 32436
g11-g109 11 3366 5898 8735 28855
g11-g110 11 534714 1000002 1000002 1000001
g11-g111 11 10924 25752 41295 53900
g11-g112 11 7097 14499 22870 29831
g11-g51 11 20 44 69 135
g11-g52 11 16 38 69 105
g11-g53 11 42 105 175 237
g11-g54 11 341 1219 2059 2832
g11-g55 11 79 306 546 841
g11-g56 11 555 1829 3131 4299
g11-g57 11 4 7 10 13
g11-g61 11 23 41 63 150
g11-g62 11 261 697 1320 2001
g11-g63 11 634 1476 2254 3028
g11-g64 11 787151 1000000 1000000 1000000
g11-g65 11 814 1701 2653 3403
g11-g67 11 40 71 107 393
g11-g68 11 3345 6663 9818 12769
g11-g69 11 48 165 287 424
g11-g70 11 38 92 105 138
g11-g71 11 50 172 297 438
g11-g72 11 16 34 53 90
g11-g74 11 19827 43912 78258 111082
g11-g75 11 1000000 1000000 1000000 1000000
g11-g76 11 1000000 1000000 1000000 1000000
g11-g77 11 1000000 1000000 1000000 1000000
g11-g78 11 712 283 760 54
g11-g79 11 446 710 1050 1332
g11-g80 11 34 54 83 96
g11-g81 11 3122 5828 8634 11087
g11-g83 11 2607 5603 8184 10471
g11-g84 11 1000000 1000000 46228 4912
g11-g85 11 167 293 441 564
g11-g87 11 1657 4505 7944 10952
g11-g88 11 3793 11190 19637 26654
g11-g89 11 182 320 482 611
g11-g90 11 298 2576 5646 8031
g11-g91 11 378 780 1217 1799
g11-g92 11 462 960 1499 2044
g11-g94 11 493 2113 4035 6486
g11-g95 11 252 462 704 905
g11-g96 11 286 543 832 1089
g11-g97 11 284 544 795 1163
g11-g98 11 394 841 1351 1814
g11-g99 11 394 846 1420 1799
g12-g100 11 619 1106 1696 2198
g12-g101 11 754 1325 2034 2717
g12-g102 11 741 1330 2040 2609
g12-g103 11 809 1336 2060 2686
g12-g104 11 1236 2186 3492 5047
g12-g105 11 1205 2193 3473 4975
g12-g106 11 2812 5743 10375 15936
g12-g107 11 2289 4226 6951 10265
g12-g108 11 2724 5084 8549 12679
g12-g109 11 3704 6650 10185 12955
g12-g110 11 60262 185630 347903 513428
g12-g111 11 3868 7720 13299 20905
g12-g112 11 6603 12135 18919 24786
g12-g51 11 14 29 44 63
g12-g52 11 10 19 30 41
g12-g53 11 7 13 20 38
g12-g54 11 13 40 107 221
g12-g55 11 14 31 64 72
g12-g56 11 23 74 179 333
g12-g57 11 4 7 11 14
g12-g61 11 26 48 110 94
g12-g62 11 70 106 164 238
g12-g63 11 79 249 554 1002
g12-g64 11 1000000 1000000 1000000 1000000
g12-g65 11 52 71 109 139
g12-g67 11 70 81 125 160
g12-g68 11 3561 7186 10738 14223
g12-g69 11 49 88 135 174
g12-g70 11 42 77 117 150
g12-g71 11 49 90 138 178
g12-g72 11 12 20 29 38
g12-g74 11 7130 51688 128003 249548
g12-g75 11 1000000 1000000 1000000 1000000
g12-g76 11 1000000 1000000 1000000 1000000
g12-g77 11 1000000 1000000 1000000 1000000
g12-g78 11 73 527 1275 2805
g12-g79 11 99 178 273 385
g12-g80 11 36 59 86 110
g12-g81 11 172 310 476 628
g12-g83 11 174 329 505 675
g12-g84 11 1000000 1000000 1000000 1000000
g12-g85 11 186 335 513 655
g12-g87 11 195 605 1287 2241
g12-g88 11 184 480 993 1889
g12-g89 11 203 365 560 738
g12-g90 11 375 596 912 1168
g12-g91 11 344 643 1000 1396
g12-g92 11 426 793 1302 1659
g12-g94 11 548 981 1504 1956
g12-g95 11 267 455 699 865
g12-g96 11 315 649 813 1001
g12-g97 11 305 526 788 1057
g12-g98 11 394 689 1046 1540
g12-g99 11 394 690 1195 1421
g13-g100 11 619 1211 1810 2666
g13-g101 11 743 1451 2183 2902
g13-g102 11 744 1456 2161 2882
g13-g103 11 746 1473 2171 2814
g13-g104 11 1236 2483 3857 5194
g13-g105 11 1241 2498 3868 5292
g13-g106 11 3361 7270 11713 16627
g13-g107 11 2414 5088 7874 10701
g13-g108 11 2950 6071 9567 13123
g13-g109 11 3712 7386 10920 13931
g13-g110 11 4709 9396 14092 18583
g13-g111 11 4342 9489 15614 21774
g13-g112 11 6139 11728 17405 22644
g13-g51 11 21 43 76 7723
g13-g52 11 7 20 20 26
g13-g53 11 7 14 21 48
g13-g54 11 15 42 49 66
g13-g55 11 14 34 51 66
g13-g56 11 13 34 63 69
g13-g57 11 4 7 11 19
g13-g61 11 26 52 77 100
g13-g62 11 28 55 125 107
g13-g63 11 168 433 772 1292
g13-g64 11 99194 191100 362104 1000000
g13-g65 11 39 77 138 148
g13-g67 11 66 88 132 185
g13-g68 11 16035 29972 45140 79357
g13-g69 11 61 96 143 186
g13-g70 11 64 83 123 160
g13-g71 11 49 97 146 190
g13-g72 11 12 20 29 37
g13-g74 11 34 65 95 125
g13-g75 11 118 235 352 523
g13-g76 11 432 825 1238 1665
g13-g77 11 6866 12812 18771 24594
g13-g78 11 75 150 293 337
g13-g79 11 99 194 288 374
g13-g80 11 35 60 86 109
g13-g81 11 173 339 504 652
g13-g83 11 188 359 597 755
g13-g84 11 871 1642 2451 3214
g13-g85 11 206 365 542 727
g13-g87 11 198 370 609 818
g13-g88 11 258 369 557 731
g13-g89 11 230 399 593 769
g13-g90 11 332 651 976 1253
