instance family sequential-induced-nofilter-except-0 sequential-induced-nofilter-except-1 sequential-induced-nofilter-except-2 sequential-induced-nofilter-except-3
g43-g57 11 13 23 35 57
g43-g61 11 93 184 270 358
g43-g62 11 96 194 282 374
g43-g63 11 126 247 373 528
g43-g64 11 132056 283028 468601 850233
g43-g65 11 137 268 397 526
g43-g67 11 159 313 468 614
g43-g68 11 4802 9063 13907 18461
g43-g69 11 228 339 501 683
g43-g70 11 149 292 453 571
g43-g71 11 173 340 503 736
g43-g72 11 35 61 91 116
g43-g74 11 162 214 313 411
g43-g75 11 330 791 1082 1426
g43-g76 11 1243 3058 4128 5412
g43-g77 11 18424 37131 57207 74861
g43-g78 11 256 504 744 1037
g43-g79 11 350 686 1014 1344
g43-g80 11 108 196 290 378
g43-g81 11 607 1193 1763 2336
g43-g83 11 615 1273 1881 2495
g43-g84 11 2553 6990 9747 12386
g43-g85 11 663 1304 1925 2553
g43-g87 11 640 1256 1856 2461
g43-g88 11 686 1273 1885 2511
g43-g89 11 724 1439 2187 2842
g43-g90 11 1177 2337 3416 4717
g43-g91 11 1143 2250 3380 4460
g43-g92 11 1414 2788 4144 5559
g43-g94 11 1946 3821 5646 7486
g43-g95 11 875 1686 2451 3284
g43-g96 11 1015 1969 2844 3784
g43-g97 11 1043 2099 3009 3787
g43-g98 11 1347 2610 3860 5098
g43-g99 11 1349 2610 3962 5101
g44-g100 11 1985 3993 5872 8097
g44-g101 11 2298 4605 7023 9699
g44-g102 11 2302 4591 7059 9686
g44-g103 11 2305 4604 7053 9823
g44-g104 11 3652 7301 11063 15239
g44-g105 11 3693 7267 11153 15284
g44-g106 11 8584 16828 25623 35605
g44-g107 11 6889 13680 20903 28732
g44-g108 11 8118 16268 24655 34000
g44-g109 11 12221 22867 35096 48398
g44-g110 11 13607 27060 41592 57960
g44-g111 11 11410 22606 34636 47727
g44-g112 11 18445 36682 56246 77494
g44-g51 11 51 74 110 149
g44-g52 11 20 39 66 81
g44-g53 11 21 53 65 89
g44-g54 11 38 95 146 200
g44-g55 11 42 106 163 224
g44-g56 11 38 96 147 203
g44-g57 11 17 34 49 46
g44-g61 11 81 183 248 361
g44-g62 11 88 193 267 366
g44-g63 11 110 219 336 463
g44-g64 11 205881 424338 635585 850730
g44-g65 11 120 238 365 503
g44-g67 11 209 277 432 586
g44-g68 11 141 54744 59262 106970
g44-g69 11 151 300 460 635
g44-g70 11 131 278 398 548
g44-g71 11 151 315 461 637
g44-g72 11 32 59 89 119
g44-g74 11 106 209 318 432
g44-g75 11 404 810 1227 1660
g44-g76 11 1739 3513 5265 7073
g44-g77 11 19690 37830 57393 76058
g44-g78 11 225 447 759 968
g44-g79 11 306 608 992 1318
g44-g80 11 97 186 280 406
g44-g81 11 533 1088 1622 2261
g44-g83 11 538 1129 1732 2387
g44-g84 11 4052 8573 13081 17157
g44-g85 11 580 1152 1771 2539
g44-g87 11 604 1113 1707 2353
g44-g88 11 567 1129 1731 2389
g44-g89 11 632 1258 1931 2705
g44-g90 11 1028 2073 3140 4330
g44-g91 11 1005 1999 3152 4319
g44-g92 11 1241 2465 3765 5198
g44-g94 11 1729 3390 5192 7218
g44-g95 11 773 1526 2300 3153
g44-g96 11 971 1965 2660 3656
g44-g97 11 897 1757 2790 3679
g44-g98 11 1188 2382 3575 5155
g44-g99 11 1183 2340 3626 4921
g45-g100 11 55 69 55 55
g45-g101 11 64 63 64 64
g45-g102 11 65 63 65 65
g45-g103 11 65 64 75 65
g45-g104 11 143 150 143 178
g45-g105 11 147 143 145 145
g45-g106 11 265 260 263 263
g45-g107 11 262 290 263 262
g45-g108 11 310 305 307 307
g45-g109 11 329 327 329 329
g45-g110 11 387 383 419 385
g45-g111 11 428 426 428 499
g45-g112 11 666 580 571 572
g45-g51 11 1 1 0 0
g45-g52 11 1 1 1 1
g45-g53 11 1 1 1 1
g45-g54 11 1 1 2 1
g45-g55 11 1 1 1 1
g45-g56 11 2 1 1 1
g45-g57 11 2 1 2 2
g45-g61 11 2 2 2 2
g45-g62 11 3 2 3 3
g45-g63 11 4 3 3 3
g45-g64 11 3 3 4 3
g45-g65 11 5 4 3 3
g45-g67 11 4 3 5 4
g45-g68 11 4 4 4 4
g45-g69 11 4 4 6 4
g45-g70 11 4 4 4 4
g45-g71 11 4 4 6 4
g45-g72 11 5 6 5 5
g45-g74 11 8 5 6 6
g45-g75 11 6 6 6 8
g45-g76 11 6 6 8 6
g45-g77 11 8 6 8 6
g45-g78 11 6 8 6 6
g45-g79 11 9 12 9 9
g45-g80 11 12 15 12 12
g45-g81 11 15 15 15 15
g45-g83 11 15 15 16 20
g45-g84 11 18 17 23 18
g45-g85 11 16 22 16 16
g45-g87 11 16 16 16 16
g45-g88 11 16 16 21 16
g45-g89 11 23 17 18 17
g45-g90 11 37 28 29 39
g45-g91 11 29 29 29 29
g45-g92 11 36 45 36 36
g45-g94 11 47 46 48 47
g45-g95 11 54 66 54 69
g45-g96 11 54 53 54 54
g45-g97 11 54 53 60 54
g45-g98 11 55 59 54 54
g45-g99 11 54 53 54 54
g46-g100 11 2016 4060 6053 8096
g46-g101 11 2413 4892 7285 9576
g46-g102 11 2412 4894 7239 9687
g46-g103 11 2416 4900 7352 9626
g46-g104 11 4149 7591 11384 15043
g46-g105 11 3803 7643 11582 15251
g46-g106 11 8855 18408 28305 37274
g46-g107 11 7232 14606 21968 29343
g46-g108 11 8569 17423 25848 34807
g46-g109 11 12062 24336 36123 47814
g46-g110 11 14706 30703 46422 61424
g46-g111 11 11853 24920 37289 49971
g46-g112 11 19375 39054 58669 77500
g46-g51 11 42 92 188 243
g46-g52 11 20 42 62 83
g46-g53 11 28 45 67 88
g46-g54 11 40 101 151 200
g46-g55 11 44 112 190 222
g46-g56 11 40 102 154 204
g46-g57 11 11 30 46 54
g46-g61 11 87 172 256 339
g46-g62 11 91 183 311 359
g46-g63 11 123 512 909 1300
g46-g64 11 231653 562876 916661 1000000
g46-g65 11 126 252 387 497
g46-g67 11 146 294 438 610
g46-g68 11 54378 111261 169886 225285
g46-g69 11 159 337 506 628
g46-g70 11 137 274 408 540
g46-g71 11 159 319 501 629
g46-g72 11 30 83 83 110
g46-g74 11 165 207 321 430
g46-g75 11 397 803 1199 1566
g46-g76 11 1626 3126 4593 5947
g46-g77 11 17803 37476 55377 72698
g46-g78 11 235 473 705 934
g46-g79 11 321 691 960 1270
g46-g80 11 95 181 270 391
g46-g81 11 557 1256 1704 2212
g46-g83 11 565 1195 1812 2359
g46-g84 11 3689 7288 10698 13717
g46-g85 11 675 1277 1821 2442
g46-g87 11 594 1190 1780 2402
g46-g88 11 595 1221 1784 2364
g46-g89 11 663 1363 2025 2720
g46-g90 11 1078 2192 3233 4310
g46-g91 11 1053 2175 3207 4338
g46-g92 11 1309 2695 3966 5408
g46-g94 11 1782 3620 5347 7177
g46-g95 11 832 1545 2299 3045
g46-g96 11 905 1799 2698 3554
g46-g97 11 940 1863 2700 3857
g46-g98 11 1223 2442 3826 4817
g46-g99 11 1231 2442 3635 4816
g47-g100 11 55 54 55 2070
g47-g101 11 64 63 69 2474
g47-g102 11 65 64 64 2477
g47-g103 11 65 64 65 2480
g47-g104 11 159 142 143 3890
g47-g105 11 144 143 145 3902
g47-g106 11 262 260 262 9335
g47-g107 11 263 261 265 7482
g47-g108 11 307 305 307 8665
g47-g109 11 329 420 329 12651
g47-g110 11 385 402 385 15073
g47-g111 11 427 424 427 12270
g47-g112 11 681 569 573 19844
g47-g51 11 1 0 1 69
g47-g52 11 1 1 1 21
g47-g53 11 1 1 1 23
g47-g54 11 1 1 1 52
g47-g55 11 1 1 1 57
g47-g56 11 2 1 1 52
g47-g57 11 2 1 2 12
g47-g61 11 2 2 2 88
g47-g62 11 3 2 3 94
g47-g63 11 3 3 3 141
g47-g64 11 3 4 3 243103
g47-g65 11 5 4 5 139
g47-g67 11 5 3 4 151
g47-g68 11 4 5 4 54024
g47-g69 11 4 4 4 163
g47-g70 11 4 4 4 160
g47-g71 11 6 4 4 163
g47-g72 11 5 5 5 31
g47-g74 11 6 7 6 107
g47-g75 11 6 6 8 400
g47-g76 11 6 6 6 1582
g47-g77 11 6 6 6 17719
g47-g78 11 9 6 8 242
g47-g79 11 12 11 9 330
g47-g80 11 12 11 12 97
g47-g81 11 15 15 15 573
g47-g83 11 15 15 15 610
g47-g84 11 17 17 22 3726
g47-g85 11 22 16 22 625
g47-g87 11 16 16 16 604
g47-g88 11 16 21 16 611
g47-g89 11 17 17 17 683
g47-g90 11 29 28 29 1107
g47-g91 11 43 29 30 1087
g47-g92 11 36 35 37 1344
g47-g94 11 58 58 47 1831
g47-g95 11 54 54 66 803
g47-g96 11 54 65 54 929
g47-g97 11 55 53 54 937
g47-g98 11 65 67 54 1358
g47-g99 11 71 54 55 1255
g48-g100 11 1918 3813 5707 7827
g48-g101 11 2301 4560 6858 9409
g48-g102 11 2298 4567 6838 9349
g48-g103 11 2327 4570 6852 9285
g48-g104 11 3789 7226 10613 14487
g48-g105 11 3621 7146 10636 15400
g48-g106 11 8362 17562 25523 35350
g48-g107 11 6802 13560 20171 27528
g48-g108 11 8042 16082 23875 32615
g48-g109 11 11454 22841 33900 46168
g48-g110 11 13720 28740 42354 59187
g48-g111 11 11312 22930 34132 47393
g48-g112 11 18366 36551 54420 74253
g48-g51 11 58 88 148 190
g48-g52 11 20 53 72 105
g48-g53 11 22 43 64 86
g48-g54 11 38 96 143 193
g48-g55 11 43 107 159 250
g48-g56 11 39 97 145 196
g48-g57 11 16 21 31 41
g48-g61 11 82 162 242 329
g48-g62 11 86 172 255 349
g48-g63 11 110 329 523 800
g48-g64 11 226851 469079 709911 1000000
g48-g65 11 120 239 374 653
g48-g67 11 140 277 414 563
g48-g68 11 57605 111490 166591 285066
g48-g69 11 152 301 470 609
g48-g70 11 131 303 385 563
g48-g71 11 152 302 449 610
g48-g72 11 45 54 78 106
g48-g74 11 95 192 369 404
g48-g75 11 322 714 1031 1504
g48-g76 11 1287 2724 3939 5644
g48-g77 11 17937 37596 56289 74825
g48-g78 11 225 446 666 905
g48-g79 11 325 608 904 1368
g48-g80 11 91 172 252 342
g48-g81 11 558 1055 1586 2140
g48-g83 11 538 1186 1679 2317
g48-g84 11 2592 6241 8762 13011
g48-g85 11 580 1151 1769 2452
g48-g87 11 560 1144 1662 2268
g48-g88 11 568 1163 1679 2289
g48-g89 11 634 1258 1873 2549
g48-g90 11 1027 2044 3042 4143
g48-g91 11 1004 2009 2997 4089
g48-g92 11 1246 2546 3706 5076
g48-g94 11 1696 3374 5029 6882
g48-g95 11 756 1452 2223 2930
g48-g96 11 961 1687 2505 3428
g48-g97 11 873 1705 2748 3453
g48-g98 11 1165 2296 3415 4647
g48-g99 11 1168 2327 3510 4764
g49-g100 11 1967 3987 6056 8034
g49-g101 11 2353 4810 7213 9442
g49-g102 11 2354 4789 7217 9450
g49-g103 11 2460 4795 7231 9467
g49-g104 11 3762 7679 11516 15239
g49-g105 11 3774 7807 11554 15242
g49-g106 11 9562 20023 29687 40524
g49-g107 11 7303 14885 22484 29697
g49-g108 11 8674 17810 26927 36069
g49-g109 11 11783 23809 36104 47196
g49-g110 11 15112 29821 46377 61364
g49-g111 11 13032 26506 39603 53663
g49-g112 11 18893 38314 58459 76628
g49-g51 11 69 108 178 221
g49-g52 11 25 41 62 81
g49-g53 11 22 44 66 86
g49-g54 11 39 99 149 264
g49-g55 11 50 110 165 217
g49-g56 11 52 102 154 204
g49-g57 11 11 21 33 53
g49-g61 11 83 169 254 333
g49-g62 11 87 175 266 349
g49-g63 11 364 868 1258 1903
g49-g64 11 257510 475821 711328 1000000
g49-g65 11 123 248 373 490
g49-g67 11 143 289 435 655
g49-g68 11 4419 8528 13251 17635
g49-g69 11 156 315 481 689
g49-g70 11 133 269 404 530
g49-g71 11 155 314 489 623
g49-g72 11 37 53 78 101
g49-g74 11 95 191 295 385
g49-g75 11 324 660 1100 1438
g49-g76 11 1099 2286 3944 5145
g49-g77 11 55827 113437 166511 203448
g49-g78 11 355 572 752 952
g49-g79 11 313 633 1275 1250
g49-g80 11 91 175 258 336
g49-g81 11 544 1102 1662 2183
g49-g83 11 551 1219 1831 2326
g49-g84 11 2268 4811 8894 11465
g49-g85 11 593 1363 1814 2378
g49-g87 11 580 1200 1894 2406
g49-g88 11 597 1185 1868 2347
g49-g89 11 669 1340 2047 2598
g49-g90 11 1122 2150 3225 4254
g49-g91 11 1048 2123 3246 4227
g49-g92 11 1323 2628 3987 5232
g49-g94 11 1742 3530 5341 7019
g49-g95 11 919 1501 2262 2943
g49-g96 11 890 1755 2682 3531
g49-g97 11 888 1769 2657 3808
g49-g98 11 1223 2699 3634 4839
g49-g99 11 1190 2417 3602 4812
g5-g100 11 102 182 244 301
g5-g101 11 192 61 82 61
g5-g102 11 125 61 61 61
g5-g103 11 187 61 61 61
g5-g104 11 391 148 191 141
g5-g105 11 395 142 142 142
g5-g106 11 1319 257 255 258
g5-g107 11 836 259 258 260
g5-g108 11 1014 305 303 320
g5-g109 11 622 322 320 321
g5-g110 11 955 378 374 376
g5-g111 11 1626 424 421 426
g5-g112 11 1228 561 558 559
g5-g51 11 7 1 1 1
g5-g52 11 1 0 0 0
g5-g53 11 11 0 0 0
g5-g54 11 3 1 1 1
g5-g55 11 3 1 1 1
g5-g56 11 4 1 1 1
g5-g57 11 2 2 3 3
g5-g61 11 4 1 1 1
g5-g62 11 5 2 3 2
g5-g63 11 126 2 3 2
g5-g64 11 24 2 3 3
g5-g65 11 13 2 2 3
g5-g67 11 7 3 3 3
g5-g68 11 3 3 3 3
g5-g69 11 11 3 5 3
g5-g70 11 7 3 3 3
g5-g71 11 11 3 3 3
g5-g72 11 6 5 6 9
g5-g74 11 9 5 4 6
g5-g75 11 30 7 6 8
g5-g76 11 99 5 5 5
g5-g77 11 212 5 5 5
g5-g78 11 20 5 5 5
g5-g79 11 19 8 7 8
g5-g80 11 13 24 12 13
g5-g81 11 52 17 17 14
g5-g83 11 63 14 14 14
g5-g84 11 207 16 20 20
g5-g85 11 30 61 14 14
g5-g87 11 37 14 14 15
g5-g88 11 54 14 14 15
g5-g89 11 33 15 15 16
g5-g90 11 56 26 26 27
g5-g91 11 74 33 27 27
g5-g92 11 133 34 34 42
g5-g94 11 91 44 54 44
g5-g95 11 72 63 55 63
g5-g96 11 76 71 54 55
g5-g97 11 83 54 65 55
g5-g98 11 89 53 53 53
g5-g99 11 89 71 53 54
g50-g100 11 2022 3951 5959 8108
g50-g101 11 2463 4728 7291 9561
g50-g102 11 2416 4729 7210 9915
g50-g103 11 2423 4731 7544 9589
g50-g104 11 3842 7408 11242 15061
g50-g105 11 3847 7493 11198 15030
g50-g106 11 8807 17347 25967 34830
g50-g107 11 7307 14420 21073 28296
g50-g108 11 8477 16555 24871 34125
g50-g109 11 12071 23600 35631 48181
g50-g110 11 14788 29216 41883 57128
g50-g111 11 11897 23181 34996 47340
g50-g112 11 18932 36835 55808 74353
g50-g51 11 19 48 54 73
g50-g52 11 19 37 55 74
g50-g53 11 29 44 66 88
g50-g54 11 51 110 147 198
g50-g55 11 44 110 164 222
g50-g56 11 40 99 202 200
g50-g57 11 16 22 33 63
g50-g61 11 86 168 252 357
g50-g62 11 114 165 248 332
g50-g63 11 116 226 341 459
g50-g64 11 6143 13037 19564 26110
g50-g65 11 126 298 451 497
g50-g67 11 160 286 517 580
g50-g68 11 167 307 437 606
g50-g69 11 177 310 467 628
g50-g70 11 137 267 402 542
g50-g71 11 159 311 468 629
g50-g72 11 30 75 84 113
g50-g74 11 87 171 273 347
g50-g75 11 244 487 759 1300
g50-g76 11 1395 2867 4535 5959
g50-g77 11 19159 37822 54698 73082
g50-g78 11 236 461 776 933
g50-g79 11 340 628 945 1338
g50-g80 11 95 243 360 380
g50-g81 11 581 1091 1720 2321
g50-g83 11 613 1164 1754 2357
g50-g84 11 3300 7870 11542 14627
g50-g85 11 609 1211 1794 2410
g50-g87 11 588 1148 1731 2341
g50-g88 11 598 1166 1756 2427
g50-g89 11 665 1361 1959 2633
g50-g90 11 1083 2114 3337 4439
g50-g91 11 1048 2050 3090 4147
g50-g92 11 1288 2576 3800 5272
g50-g94 11 1880 3639 5267 7170
g50-g95 11 792 1518 2279 3094
g50-g96 11 909 1766 2717 3741
g50-g97 11 919 1777 2730 3654
g50-g98 11 1252 2456 3676 4878
g50-g99 11 1226 2388 3626 4829
g6-g100 11 325 413 537 647
g6-g101 11 328 554 2043 2271
g6-g102 11 375 592 2742 3013
g6-g103 11 3838 4187 7838 8273
g6-g104 11 998 4925 34594 35630
g6-g105 11 1034 4914 34750 35809
g6-g106 11 3511 37736 288498 292798
g6-g107 11 2232 15459 117854 120095
g6-g108 11 2768 20197 158636 160130
g6-g109 11 1601 2428 9617 10755
g6-g110 11 52573 54101 1000003 1000002
g6-g111 11 4598 48548 360003 363607
g6-g112 11 3202 2035 710 904
g6-g51 11 9 183 413 42
g6-g52 11 6 8 99 118
g6-g53 11 20 97 103 187
g6-g54 11 63 83 1797 1792
g6-g55 11 27 40 1085 1020
g6-g56 11 79 102 2230 2243
g6-g57 11 2 3 6 7
g6-g61 11 14 17 96 111
g6-g62 11 58 45 1112 1040
g6-g63 11 262 27 7 8
g6-g64 11 129091 8 3 3
g6-g65 11 268 428 4556 4703
g6-g67 11 18 29 140 170
g6-g68 11 1128 1000000 1000000 1000000
g6-g69 11 33 89 299 77
g6-g70 11 18 41 100 81
g6-g71 11 36 94 479 52
g6-g72 11 9 31 13 10
g6-g74 11 378 391 8835 8752
g6-g75 11 39641 39984 1000000 1000000
g6-g76 11 1000000 1000000 1000000 1000000
g6-g77 11 68064 70117 1000000 1000000
g6-g78 11 848 922 11737 12104
g6-g79 11 135 158 1823 1834
g6-g80 11 20 27 37 70
g6-g81 11 1020 1255 9878 9975
g6-g83 11 847 978 1781 1826
g6-g84 11 39558 40355 97962 99817
g6-g85 11 79 142 272 331
g6-g87 11 414 470 7818 7961
g6-g88 11 614 678 11222 11281
g6-g89 11 115 132 424 486
g6-g90 11 142 267 1126 1467
g6-g91 11 173 124 44 56
g6-g92 11 212 306 52 57
g6-g94 11 234 392 5190 5339
g6-g95 11 135 243 389 464
g6-g96 11 150 244 586 677
g6-g97 11 234 254 475 559
g6-g98 11 203 484 1277 1429
g6-g99 11 238 391 1446 1545
g7-g100 11 337 585 893 1049
g7-g101 11 397 775 990 1250
g7-g102 11 398 709 995 1256
g7-g103 11 3690 7332 10961 13252
g7-g104 11 1042 1977 2821 3528
g7-g105 11 1046 1926 2757 3445
g7-g106 11 3477 6662 9712 12063
g7-g107 11 2271 4251 6421 7627
g7-g108 11 2778 5386 7571 9353
g7-g109 11 2027 3545 4963 6253
g7-g110 11 93210 183618 245100 301139
g7-g111 11 4562 8621 12598 15533
g7-g112 11 3728 6704 9641 11893
g7-g51 11 8 16 24 42
g7-g52 11 8 12 18 24
g7-g53 11 21 32 48 77
g7-g54 11 77 195 358 355
g7-g55 11 25 64 98 124
g7-g56 11 97 250 364 440
g7-g57 11 2 4 5 6
g7-g61 11 13 24 34 43
g7-g62 11 72 139 212 296
g7-g63 11 230 472 686 873
g7-g64 11 1000000 1000000 175471 152985
g7-g65 11 304 604 892 1096
g7-g67 11 23 64 59 113
g7-g68 11 1205 2404 3515 4577
g7-g69 11 26 48 68 86
g7-g70 11 22 39 56 70
g7-g71 11 27 50 70 103
g7-g72 11 9 14 19 23
g7-g74 11 1000000 1000000 1000000 83294
g7-g75 11 12 9 9 9
g7-g76 11 7 7 6 8
g7-g77 11 5 5 7 5
g7-g78 11 1584 3110 4181 5064
g7-g79 11 134 259 374 499
g7-g80 11 22 33 44 53
g7-g81 11 1108 2259 3041 3773
g7-g83 11 971 2036 2961 3524
g7-g84 11 1000000 1000000 1000000 1000001
g7-g85 11 98 176 247 312
g7-g87 11 490 979 1381 1695
g7-g88 11 807 1635 2289 2987
g7-g89 11 107 192 295 341
g7-g90 11 177 316 444 561
g7-g91 11 200 363 514 666
g7-g92 11 276 447 632 956
g7-g94 11 292 522 732 925
g7-g95 11 181 270 348 430
g7-g96 11 176 292 412 501
g7-g97 11 223 314 446 495
g7-g98 11 264 579 550 793
g7-g99 11 230 398 551 689
g8-g100 11 330 668 912 1130
g8-g101 11 397 789 3765 4365
g8-g102 11 550 30119 34166 34925
g8-g103 11 597 73619 80742 81312
g8-g104 11 4807 8497 14322 30268
g8-g105 11 4924 8778 14373 29986
g8-g106 11 30752 47662 86008 236966
g8-g107 11 14086 23558 39745 134927
g8-g108 11 18547 29450 50884 164970
g8-g109 11 1984 4136 18371 20434
g8-g110 11 3190 410580 448089 452294
g8-g111 11 38248 59955 107474 293326
g8-g112 11 4320 10359 16661 21596
g8-g51 11 40 45 67 105
g8-g52 11 5 24 44 41
g8-g53 11 130 132 244 4950
g8-g54 11 13 567 733 738
g8-g55 11 13 403 514 532
g8-g56 11 13 761 800 811
g8-g57 11 3 6 6 8
g8-g61 11 14 28 94 190
g8-g62 11 17 266 316 334
g8-g63 11 3417 4963 13059 5505
g8-g64 11 765161 1000000 1000000 625702
g8-g65 11 90 3667 4312 4223
g8-g67 11 35 48 330 296
g8-g68 11 15952 47726 1000000 5
g8-g69 11 93 171 319 716
g8-g70 11 23 47 76 103
g8-g71 11 100 183 338 736
g8-g72 11 18 50 50 70
g8-g74 11 34 3538 3751 3809
g8-g75 11 99 179748 183409 184658
g8-g76 11 296 1000000 1000000 1000000
g8-g77 11 4036 303730 412130 463572
g8-g78 11 108 8839 9494 9693
g8-g79 11 64 696 1175 1050
g8-g80 11 23 38 49 63
g8-g81 11 242 16528 18769 18642
g8-g83 11 147 14321 15607 15822
g8-g84 11 567 1000000 1000000 1000000
g8-g85 11 99 198 280 343
g8-g87 11 120 2293 3005 3078
g8-g88 11 131 4281 5223 5280
g8-g89 11 115 217 334 508
g8-g90 11 251 10835 12422 12731
g8-g91 11 256 555 889 1183
g8-g92 11 302 701 1143 1505
g8-g94 11 328 5224 7290 7970
g8-g95 11 188 344 677 698
g8-g96 11 220 410 621 919
g8-g97 11 199 377 572 772
g8-g98 11 365 737 1198 1607
g8-g99 11 427 724 1156 1615
g9-g100 11 399 702 1057 1490
g9-g101 11 464 889 286866 288099
g9-g102 11 466 1031 1000001 1000001
g9-g103 11 716 1323 1000000 1000000
g9-g104 11 2060 3900 1000001 1000001
g9-g105 11 2097 3937 1000000 1000001
g9-g106 11 21279 29195 1000001 1000001
g9-g107 11 5975 10229 1000001 1000001
g9-g108 11 11059 16435 1000000 1000000
g9-g109 11 2688 4215 441831 442256
g9-g110 11 3710 6850 1000002 1000004
g9-g111 11 26924 37505 1000002 1000001
g9-g112 11 4145 7925 1000004 1000001
g9-g51 11 14453 1000000 1000000 1000000
g9-g52 11 5 9 254 259
g9-g53 11 1088 1140 1211 1462
g9-g54 11 13 44 8809 8829
g9-g55 11 17 31 6153 6208
g9-g56 11 14 32 11076 10682
g9-g57 11 3 5 8 10
g9-g61 11 16 30 141 142
g9-g62 11 20 37 2999 3014
g9-g63 11 11009 1141 106 76
g9-g64 11 1000000 1000000 1000000 65181
g9-g65 11 51 98 1000000 1000001
g9-g67 11 42 52 19460 19753
g9-g68 11 389701 1000000 156 6
g9-g69 11 42 98 321 492
g9-g70 11 39 49 96 128
g9-g71 11 44 105 1000000 1000000
g9-g72 11 15 31 69771 70074
g9-g74 11 26 48 143931 144215
g9-g75 11 98 248 193452 192667
g9-g76 11 358 713 1000000 1000000
g9-g77 11 15771 36276 1000000 1000000
g9-g78 11 79 153 36417 36522
g9-g79 11 75 140 15190 15206
g9-g80 11 26 41 57 77
g9-g81 11 186 351 1000000 1000000
g9-g83 11 177 348 18316 18368
g9-g84 11 697 1396 1000000 1000000
g9-g85 11 116 213 321 452
g9-g87 11 139 258 76739 77902
g9-g88 11 167 441 109960 110439
g9-g89 11 127 291 351 495
g9-g90 11 208 379 89909 90254
g9-g91 11 232 444 1000000 1000000
g9-g92 11 285 546 1000000 1000000
g9-g94 11 353 651 36196 36671
g9-g95 11 185 324 635 792
g9-g96 11 210 373 846 1193
g9-g97 11 204 356 692 1008
g9-g98 11 292 545 2543 3062
g9-g99 11 292 548 2550 3080
g10-g58-normed 11 45 118 364 409
g10-g59-normed 11 38 111 256 300
g10-g60-normed 11 3897 6762 35386 36153
g10-g66-normed 11 32 69 116 170
g10-g73-normed 11 12855 22686 108574 110887
g10-g82-normed 11 238 486 671 1085
g10-g86-normed 11 163 368 427 543
g10-g93-normed 11 626722 578978 116 65
g11-g58-normed 11 26 78 97 129
g11-g59-normed 11 23 52 83 110
g11-g60-normed 11 316 704 1156 1495
g11-g66-normed 11 59 397 739 1014
g11-g73-normed 11 550 1451 2115 2680
g11-g82-normed 11 2977 5941 8646 10897
g11-g86-normed 11 167 292 442 586
g11-g93-normed 11 1000000 1000000 1000001 209362
g12-g58-normed 11 14 30 49 67
g12-g59-normed 11 19 27 44 62
g12-g60-normed 11 110 264 431 586
g12-g66-normed 11 27 48 95 93
g12-g73-normed 11 262 593 986 1239
g12-g82-normed 11 172 310 476 608
g12-g86-normed 11 186 334 512 654
g12-g93-normed 11 1000000 1000000 1000000 1000000
g13-g58-normed 11 20 27 43 59
g13-g59-normed 11 21 40 46 81
g13-g60-normed 11 249 516 989 115369
g13-g66-normed 11 27 52 77 127
g13-g73-normed 11 452 1091 2060 986700
g13-g82-normed 11 172 338 502 652
g13-g86-normed 11 185 404 541 726
g13-g93-normed 11 126044 243250 366199 481402
g14-g58-normed 11 17 47 56 107
g14-g59-normed 11 17 37 69 83
g14-g60-normed 11 462 945 278699 1000000
g14-g66-normed 11 32 59 85 120
g14-g73-normed 11 929 2112 1000000 1000000
g14-g82-normed 11 209 386 657 909
g14-g86-normed 11 226 416 594 775
g14-g93-normed 11 162344 296124 442613 581437
g15-g58-normed 11 17 25 39 66
g15-g59-normed 11 19 37 43 81
g15-g60-normed 11 265 554 819 1269
g15-g66-normed 11 25 49 75 98
g15-g73-normed 11 476 942 1481 2274
g15-g82-normed 11 161 321 487 660
g15-g86-normed 11 173 344 525 688
g15-g93-normed 11 112344 241774 362400 475794
g16-g58-normed 11 27 73 85 122
g16-g59-normed 11 25 52 79 108
g16-g60-normed 11 352 1448 2089 2664
g16-g66-normed 11 34 67 104 153
g16-g73-normed 11 672 3159 4271 5591
g16-g82-normed 11 330 679 966 1284
g16-g86-normed 11 233 459 639 846
g16-g93-normed 11 1000000 1000001 1000000 1000000
g17-g58-normed 11 132 258 368 476
g17-g59-normed 11 119 195 291 519
g17-g60-normed 11 2053 4437 6757 9061
g17-g66-normed 11 8763 16792 23416 26960
g17-g73-normed 11 4545 10211 16483 23312
g17-g82-normed 11 112108 228022 315521 357779
g17-g86-normed 11 209 1010 1884 2589
g17-g93-normed 11 1000001 1000001 1000000 1000001
g18-g58-normed 11 156 307 425 564
g18-g59-normed 11 124 231 337 445
g18-g60-normed 11 2511 5025 7535 9981
g18-g66-normed 11 14409 24800 35066 44585
g18-g73-normed 11 6388 12374 18835 24517
g18-g82-normed 11 150014 278529 402366 527348
g18-g86-normed 11 218 1127 2091 2866
g18-g93-normed 11 1000000 1000000 1000001 1000000
g19-g58-normed 11 67 132 198 263
g19-g59-normed 11 82 128 165 220
g19-g60-normed 11 1288 2377 3660 4909
g19-g66-normed 11 867 1883 2668 3536
g19-g73-normed 11 2667 4945 7618 10298
g19-g82-normed 11 9151 18265 29840 38716
g19-g86-normed 11 262 466 693 916
g19-g93-normed 11 1000001 1000000 1000000 1000001
g2-g58-normed 11 2 1 1 1
g2-g59-normed 11 1 2 1 1
g2-g60-normed 11 1 1 1 1
g2-g66-normed 11 2 2 2 2
g2-g73-normed 11 4 4 4 4
g2-g82-normed 11 17 13 13 19
