instance family sequential-induced-except-0-pf sequential-induced-except-0-pd sequential-d2-induced-except-0-pf sequential-d2-induced-except-0-pd sequential-induced-except-1-pf sequential-induced-except-1-pd sequential-d2-induced-except-1-pf sequential-d2-induced-except-1-pd sequential-induced-except-2-pf sequential-induced-except-2-pd sequential-d2-induced-except-2-pf sequential-d2-induced-except-2-pd sequential-induced-except-3-pf sequential-induced-except-3-pd sequential-d2-induced-except-3-pf sequential-d2-induced-except-3-pd
g16-g59-normed 11 940923 269985 928395 334014 941196 219541 940891 246863 950318 198329 950318 206469 954842 171131 954842 174421
g16-g60-normed 11 970485 225675 970172 325400 971142 212529 971380 249389 972281 196681 972281 209782 973228 181856 973228 187026
g16-g66-normed 11 977577 155064 747465 142723 977577 155064 949247 242723 977577 155064 970847 188076 977577 155064 977577 169869
g16-g73-normed 11 969921 192926 969575 316524 970268 180385 970586 224635 970877 164457 970877 178401 971835 151504 971835 156521
g16-g82-normed 11 980341 143548 608808 7245 980341 143548 938251 241381 980341 143548 973148 180657 980341 143548 980022 156798
g16-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 499546 1530 499546 1530
g16-g93-normed 11 980578 226325 980578 279609 980578 226325 980578 248268 980578 226325 980578 234987 980578 226325 980578 230180
g17-g58-normed 11 970299 150350 969567 212321 972937 118713 972937 142801 975090 85724 975090 85724 979545 65544 979545 65544
g17-g59-normed 11 969130 157403 969184 214376 972055 122829 972055 143532 975047 84255 975047 84255 979472 65659 979472 65659
g17-g60-normed 11 977557 129965 977587 178879 978778 108291 978778 130026 979829 88446 979829 88446 980988 79732 980988 79732
g17-g66-normed 11 981058 80221 981058 157563 981058 80221 981058 113691 981058 80221 981058 80221 981058 80221 981058 80221
g17-g73-normed 11 979628 100427 979797 160966 979819 82018 979819 108586 980525 68133 980525 68133 982406 63959 982406 63959
g17-g82-normed 11 983394 64904 983287 148457 983394 64904 983394 106606 983394 64904 983394 64904 983394 64904 983394 64904
g17-g86-normed 11 749003 2189 0 0 963614 73430 963614 83609 967834 72152 967834 72152 978034 64806 978034 64806
g17-g93-normed 11 983865 167623 983865 180959 983865 167623 983865 174366 983865 167623 983865 167623 983865 167623 983865 167623
g18-g58-normed 11 967472 173763 967472 249608 969969 154269 969969 188556 971892 137889 971892 137889 978254 87134 978254 87134
g18-g59-normed 11 967476 174962 967476 248783 969091 162410 969091 191488 971892 135943 971892 135943 978578 84517 978578 84517
g18-g60-normed 11 976755 150944 976755 213668 977939 132981 977939 162214 979191 112318 979191 112318 980503 89360 980503 89360
g18-g66-normed 11 981058 87688 981058 189935 981058 87688 981058 131757 981058 87688 981058 87688 981058 87688 981058 87688
g18-g73-normed 11 978542 124063 978542 202795 979739 108675 979739 145322 981144 92278 981144 92278 982453 72319 982453 72319
g18-g82-normed 11 983394 72496 983338 188127 983394 72496 983394 126853 983394 72496 983394 72496 983394 72496 983394 72496
g18-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g18-g93-normed 11 983865 173403 983865 191017 983865 173403 983865 182218 983865 173403 983865 173403 983865 173403 983865 173403
g19-g58-normed 11 965438 196119 961849 284896 968170 152403 968170 184355 968829 104200 968829 104200 973210 75618 973210 75618
g19-g59-normed 11 964632 197394 958370 276707 967726 151777 967726 178948 968792 101583 968792 101583 972992 74539 972992 74539
g19-g60-normed 11 976454 163282 976487 262990 977329 137968 977329 174122 978161 117496 978161 117496 978491 101483 978491 101483
g19-g66-normed 11 981058 105709 0 0 981058 105709 981058 208115 981058 105709 981058 105709 981058 105709 981058 105709
g19-g73-normed 11 977766 136545 978039 262590 977218 105164 977218 145170 977075 84432 977075 84432 978687 71946 978687 71946
g19-g82-normed 11 983394 91232 0 0 983394 91232 983394 216761 983394 91232 983394 91232 983394 91232 983394 91232
g19-g86-normed 11 0 0 0 0 0 0 0 0 749003 2189 749003 2189 949428 42640 949428 42640
g19-g93-normed 11 983865 187800 983865 224869 983865 187800 983865 208061 983865 187800 983865 187800 983865 187800 983865 187800
g2-g58-normed 11 892371 227389 892371 368272 895331 211262 895331 211262 897423 204660 897423 204660 897423 204660 897423 204660
g2-g59-normed 11 892312 226562 892312 364154 895561 209236 895561 209236 897423 204668 897423 204668 897423 204668 897423 204668
g2-g60-normed 11 895834 225936 895834 341937 896901 214411 896901 214411 897423 213175 897423 213175 897423 213175 897423 213175
g2-g66-normed 11 896649 213496 896649 355266 896649 213496 896649 213496 896649 213496 896649 213496 896649 213496 896649 213496
g2-g73-normed 11 897265 211800 897265 364472 898188 204993 898188 204993 898350 204607 898350 204607 898350 204607 898350 204607
g2-g82-normed 11 898910 205772 898910 379231 898910 205772 898910 205772 898910 205772 898910 205772 898910 205772 898910 205772
g2-g86-normed 11 899132 201205 899132 399732 899132 201205 899132 201205 899132 201205 899132 201205 899132 201205 899132 201205
g2-g93-normed 11 899433 264176 899433 292435 899433 264176 899433 264176 899433 264176 899433 264176 899433 264176 899433 264176
g20-g58-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g20-g59-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g20-g60-normed 11 649785 392462 0 0 729592 439910 0 0 806875 520013 0 0 849896 547410 0 0
g20-g66-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g20-g73-normed 11 841951 536636 0 0 842179 545428 0 0 859892 559900 0 0 879807 554773 0 0
g20-g82-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g20-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g20-g93-normed 11 983865 390140 983865 505110 983865 390140 983865 505110 983865 390140 983865 504715 983865 390140 983865 502909
g21-g58-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g59-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g60-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g66-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g73-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g82-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g93-normed 11 983865 796065 983865 838681 983865 796065 983865 838681 983865 796065 983865 838681 983865 796065 983865 838681
g22-g58-normed 11 959062 241753 955501 331861 962417 205717 961365 218379 964154 163078 963413 166477 966151 129087 966569 129475
g22-g59-normed 11 957800 234941 956505 324038 961951 199907 960957 210352 963492 161592 962578 164076 965647 127234 965106 127820
g22-g60-normed 11 975539 197985 975207 266870 976399 178687 976113 192126 976902 156782 976983 161948 977443 139264 977443 142120
g22-g66-normed 11 981779 122811 939912 325675 981779 122811 969906 169277 981779 122811 973908 139125 981779 122811 974722 130148
g22-g73-normed 11 977435 166777 976937 258875 977248 145149 976740 161475 976116 124659 975911 129196 976037 108830 976037 110970
g22-g82-normed 11 983970 108748 898414 280322 983970 108748 971147 158163 983970 108748 975990 127716 983970 108748 976506 121372
g22-g86-normed 11 0 0 0 0 0 0 0 0 749003 250730 749003 250730 856302 164869 856302 164869
g22-g93-normed 11 984479 201195 984479 229823 984479 201195 984479 209880 984479 201195 984479 206496 984479 201195 984479 205211
g23-g58-normed 11 912304 114261 874154 165837 955293 64298 952590 66700 961202 53987 960278 54985 966383 49775 966291 49851
g23-g59-normed 11 912185 112267 885765 148055 952447 63700 949006 62921 960363 53376 958609 51944 965673 47505 964796 47087
g23-g60-normed 11 971160 152637 970761 194914 975342 108079 975591 125898 976554 96571 976267 104283 977594 90588 977365 94058
g23-g66-normed 11 830679 233049 830679 237473 962415 120015 938193 77983 974974 101376 956169 58293 976975 93092 962415 54958
g23-g73-normed 11 969574 97668 969340 169657 972036 66744 971792 81854 973923 59464 973772 65413 975469 54697 975442 56589
g23-g82-normed 11 832654 227119 832654 228862 964488 106063 936725 71067 977098 86661 955740 44355 979328 79034 964488 39052
g23-g86-normed 11 800098 319992 800098 320675 932609 64216 932609 73045 943756 45613 943756 45613 953517 35386 953517 35386
g23-g93-normed 11 985661 205911 985661 284300 985661 205911 985661 226820 985661 205911 985661 216558 985661 205911 985661 212684
g24-g58-normed 11 978584 25360 978594 29645 980531 21776 980166 21622 981079 23020 981079 23029 981281 24772 981281 24783
g24-g59-normed 11 978887 24767 979085 28858 980536 21720 980422 21747 981086 23233 981116 23003 981517 24630 981477 24824
g24-g60-normed 11 981704 48344 981704 55242 982051 45530 982265 45914 982269 45415 982269 45437 982634 46323 982736 46227
g24-g66-normed 11 983327 51137 980526 57276 983327 51137 980526 43508 983327 51137 982052 47534 983327 51137 983327 51499
g24-g73-normed 11 982693 23535 982796 31084 983274 23924 983392 23879 983625 25105 983478 25075 983879 26381 983891 26355
g24-g82-normed 11 985596 34992 982854 43289 985596 34992 982854 26697 985596 34992 984065 29468 985596 34992 985712 33276
g24-g86-normed 11 978034 12282 976427 18276 982578 16033 982578 16033 982578 16033 982578 16033 983046 18305 983046 18305
g24-g93-normed 11 985993 145151 985993 148050 985993 145151 985993 145594 985993 145151 985993 145594 985993 145151 985993 145594
g25-g58-normed 11 977056 13236 976917 13501 978339 13168 978283 13342 978502 13992 978537 13973 978798 14377 978971 14704
g25-g59-normed 11 976938 13028 976793 12819 977949 13189 977968 12290 978512 13820 978265 13474 978626 13958 978681 13867
g25-g60-normed 11 980345 41395 980183 45486 980819 41095 980368 41468 980820 41181 980927 41764 980937 42162 981149 42537
g25-g66-normed 11 977577 32510 976835 31103 980649 44810 978031 30679 983140 61121 978031 30679 983140 61121 978425 31341
g25-g73-normed 11 980959 16916 980988 20434 981560 17260 981432 17683 981793 17699 981663 17649 981981 18140 981818 18195
g25-g82-normed 11 980341 15920 978951 13763 983097 28517 980341 13878 985427 45103 980542 13788 985427 45103 980814 13976
g25-g86-normed 11 977724 4612 977724 5494 980119 4890 980119 4890 980119 4890 980119 4890 980696 4708 980696 4708
g25-g93-normed 11 985993 157360 985993 168351 985993 157360 985993 161424 985993 157360 985993 159663 985993 157360 985993 159274
g26-g58-normed 11 956241 58196 943367 105499 969036 30719 968960 32099 972262 27652 972164 27989 974696 27995 974041 27411
g26-g59-normed 11 957171 57457 949396 103667 968575 30090 968046 28573 971773 27047 971826 26142 974214 26959 973749 25942
g26-g60-normed 11 977681 97590 977341 167236 978444 74197 978722 81020 979497 68825 979493 70767 979966 67996 979855 68588
g26-g66-normed 11 934451 27486 925250 178986 973908 64460 965841 50551 978031 62598 972664 54000 979739 69099 975501 59472
g26-g73-normed 11 976172 51575 976076 147306 977405 38218 977637 43619 978956 35862 979067 37280 979967 36232 979934 36596
g26-g82-normed 11 936725 11136 927893 197131 976506 48550 966727 35578 980542 47381 974399 37878 981894 52839 978044 40905
g26-g86-normed 11 749003 2189 666086 1936 957599 9747 957599 9747 969012 13018 969012 13018 972531 12323 972531 12323
g26-g93-normed 11 986938 186366 986938 232997 986938 186366 986938 198872 986938 186366 986938 191927 986938 186366 986938 190194
g27-g58-normed 11 708831 482480 0 0 950565 36884 938098 23232 962608 37599 960784 34493 968391 35843 968303 34378
g27-g59-normed 11 708334 473414 0 0 951197 35047 939536 23790 961516 35784 960816 33637 967876 34078 967365 32995
g27-g60-normed 11 743029 627777 743029 634540 977045 104397 976441 124437 977793 90105 978023 99205 979164 82116 979222 84724
g27-g66-normed 11 0 0 0 0 938193 34157 930616 35464 964321 57722 963127 53396 971844 56523 970847 58479
g27-g73-normed 11 972383 204004 972079 226772 973439 57656 973078 73070 976303 48923 976053 56444 978000 44884 977892 46959
g27-g82-normed 11 0 0 0 0 940458 17950 932477 19730 966727 41367 961688 31253 974256 40563 973465 42223
g27-g86-normed 11 0 0 0 0 915992 16526 915992 16526 940554 16602 940554 16602 957599 16465 957599 16465
g27-g93-normed 11 987867 208793 987867 332442 987867 208793 987867 252981 987867 208793 987867 234614 987867 208793 987867 222062
g28-g58-normed 11 981547 28924 981471 49429 984319 17038 984319 17760 985122 14425 985122 14425 985411 14690 985411 14690
g28-g59-normed 11 981078 27798 981263 47997 984316 16682 984316 17353 985162 14201 985162 14201 985129 14817 985129 14817
g28-g60-normed 11 984786 46755 984821 83692 985724 38896 985724 40381 985768 37523 985768 37523 985738 38109 985738 38109
g28-g66-normed 11 986289 47197 986289 104236 986289 47197 986289 50503 986289 47197 986289 47197 986289 47197 986289 47197
g28-g73-normed 11 985941 21568 985748 59195 986855 17023 986855 18692 987213 16864 987213 16864 987266 17652 987266 17652
g28-g82-normed 11 988980 30886 988861 98235 988475 30979 988475 34916 988475 30979 988475 30979 988475 30979 988475 30979
g28-g86-normed 11 958929 2772 958929 2772 981581 2793 981581 2793 987079 4011 987079 4011 987784 5628 987784 5628
g28-g93-normed 11 989111 142384 989111 153528 989111 142384 989111 143036 989111 142384 989111 142384 989111 142384 989111 142384
g29-g58-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g29-g59-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g29-g60-normed 11 945306 609881 0 0 949342 587425 938697 535684 953134 563639 953134 564194 956352 535700 956352 536038
g29-g66-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g29-g73-normed 11 949232 584690 0 0 952593 564545 946544 531405 956294 538253 956294 538986 959877 507182 959877 507755
g29-g82-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g29-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g29-g93-normed 11 989351 262122 989351 390850 989351 262122 989351 372375 989351 262122 989351 343578 989351 262122 989351 313031
g3-g58-normed 11 889051 327259 889051 667375 889979 319818 889979 319818 895230 306926 895230 306926 897423 301676 897423 301676
g3-g59-normed 11 886888 330064 886888 614506 889905 321380 889905 321380 895073 306282 895073 306282 897423 301710 897423 301710
g3-g60-normed 11 894526 321723 894526 605672 895903 315552 895903 315552 896901 308939 896901 308939 897423 306899 897423 306899
g3-g66-normed 11 896649 307170 896649 733190 896649 307170 896649 307170 896649 307170 896649 307170 896649 307170 896649 307170
g3-g73-normed 11 896372 312716 897038 689257 896961 308855 896961 308855 898088 303318 898088 303318 898350 302609 898350 302609
g3-g82-normed 11 898910 303673 898910 823266 898910 303673 898910 303673 898910 303673 898910 303673 898910 303673 898910 303673
g3-g86-normed 11 899132 300961 899128 894885 899132 300961 899132 300961 899132 300961 899132 300961 899132 300961 899132 300961
g3-g93-normed 11 899433 338865 899433 423709 899433 338865 899433 338865 899433 338865 899433 338865 899433 338865 899433 338865
g30-g58-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g30-g59-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g30-g60-normed 11 944956 605261 0 0 948889 582326 939624 537364 953128 558553 953128 559047 956327 531148 956327 531525
g30-g66-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g30-g73-normed 11 949238 581172 0 0 952597 557248 948990 542231 955762 533605 955762 534363 959305 504042 959305 504619
g30-g82-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g30-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g30-g93-normed 11 988529 259831 988529 387998 988529 259831 988529 368701 988529 259831 988529 339637 988529 259831 988529 309423
g31-g58-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g31-g59-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g31-g60-normed 11 931456 652669 0 0 938055 632383 487300 293193 942981 609424 943821 607363 947863 588269 947863 588369
g31-g66-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g31-g73-normed 11 939537 624395 0 0 944007 606094 650471 376483 947875 588133 948131 588410 952019 563867 952019 564033
g31-g82-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g31-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g31-g93-normed 11 989351 276145 989351 406515 989351 276145 989351 395005 989351 276145 989351 374385 989351 276145 989351 347241
g32-g58-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g32-g59-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g32-g60-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g32-g66-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g32-g73-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g32-g82-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g32-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g32-g93-normed 11 989351 861633 989351 893447 989351 861633 989351 893447 989351 861633 989351 893447 989351 861633 989351 893447
g33-g58-normed 11 965880 235783 960331 303701 971039 194826 971020 216024 974692 156139 974692 158542 977942 107792 977942 107973
g33-g59-normed 11 967567 217699 956962 311137 971577 185412 971577 204144 974930 152200 974930 154429 977966 104775 977966 104911
g33-g60-normed 11 981268 169881 981287 216256 982454 151912 982454 169887 983276 129067 983276 131263 984108 106644 984108 106838
g33-g66-normed 11 985177 83550 978490 192177 986640 83418 986640 123077 986640 83418 986640 87981 986640 83418 986640 83832
g33-g73-normed 11 983232 139718 982839 204278 983978 124303 983978 147532 984708 101418 984708 103960 984843 76642 984843 76832
g33-g82-normed 11 987660 68236 0 0 989213 68260 989249 114724 989164 68890 989164 74344 989164 68890 989164 69362
g33-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 666086 1936 666086 1936
g33-g93-normed 11 989566 170895 989566 191432 989566 170895 989566 180080 989566 170895 989566 171899 989566 170895 989566 170992
g34-g58-normed 11 974663 154452 974663 197469 977083 133153 977083 146940 979096 114921 979096 114921 985586 59892 985586 59892
g34-g59-normed 11 974332 154211 974332 194872 976015 141022 976015 152753 979096 112629 979096 112629 985762 56741 985762 56741
g34-g60-normed 11 983983 129338 983983 164528 985099 109266 985099 120857 986113 87425 986113 87425 987817 62466 987817 62466
g34-g66-normed 11 988353 60105 988353 118935 988353 60105 988353 77827 988353 60105 988353 60105 988353 60105 988353 60105
g34-g73-normed 11 986023 99979 986023 144951 987090 83265 987090 98120 988049 65556 988049 65556 989751 44400 989751 44400
g34-g82-normed 11 990706 44481 990499 111670 990706 44481 990706 66171 990706 44481 990706 44481 990706 44481 990706 44481
g34-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g34-g93-normed 11 991059 152319 991059 162926 991059 152319 991059 155836 991059 152319 991059 152319 991059 152319 991059 152319
g35-g58-normed 11 970461 205320 969592 247759 974608 173770 974517 187627 977777 135738 977777 141352 980866 96195 980866 98280
g35-g59-normed 11 972351 184743 970916 237373 974581 166581 974532 181058 977684 133518 977684 138976 980800 94429 980800 96434
g35-g60-normed 11 983674 152291 983277 187039 984254 136263 984320 148259 985362 113856 985362 119288 986532 92888 986532 95464
g35-g66-normed 11 988353 70400 967230 228003 988353 70400 986095 103906 988353 70400 988353 80617 988353 70400 988353 74974
g35-g73-normed 11 985294 122203 985265 166556 986179 107801 986072 122338 986486 86099 986486 92075 987521 67567 987521 70070
g35-g82-normed 11 990706 54408 953706 251995 990706 54408 987678 99667 990706 54408 990757 65497 990706 54408 990706 59903
g35-g86-normed 11 0 0 0 0 0 0 0 0 800098 241265 800098 241265 908334 150600 908334 150600
g35-g93-normed 11 991059 160453 991059 173949 991059 160453 991059 164994 991059 160453 991059 162589 991059 160453 991059 161472
g36-g58-normed 11 969006 217358 965362 287338 973641 183280 973641 193419 977029 152869 977029 154017 980910 110028 980910 110075
g36-g59-normed 11 971826 190477 970679 253621 974186 170703 974186 180067 976355 151305 976355 152359 980652 107524 980652 107578
g36-g60-normed 11 982993 157007 983149 209493 983914 140642 983914 149109 985247 121927 985247 122947 986393 96634 986393 96682
g36-g66-normed 11 988353 70897 987381 186813 988353 70897 988353 86775 988353 70897 988353 72889 988353 70897 988353 71028
g36-g73-normed 11 985134 126373 985099 197592 985865 113942 985865 125015 986949 96504 986949 97764 987326 71679 987326 71720
g36-g82-normed 11 990706 55420 987110 193463 990706 55420 990778 74572 990706 55420 990706 57861 990706 55420 990706 55546
g36-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g36-g93-normed 11 991059 161117 991059 183313 991059 161117 991059 164338 991059 161117 991059 161546 991059 161117 991059 161140
g37-g58-normed 11 813011 520083 661681 109356 863234 512446 831930 588544 901397 472742 889173 522325 928551 424122 928551 436356
g37-g59-normed 11 725872 615414 709612 514498 773902 604074 723114 637553 852930 542136 815686 646055 899032 487837 898063 503839
g37-g60-normed 11 973527 357011 973237 376098 975631 319878 975851 332412 977772 287774 977572 293827 979427 260364 979427 265633
g37-g66-normed 11 981424 136084 0 0 987259 111615 830679 420031 988312 111855 925181 332178 988353 112217 969044 244340
g37-g73-normed 11 977235 293224 976708 336439 978878 266005 979075 289487 980167 246333 979956 258355 981225 228147 981225 235522
g37-g82-normed 11 983599 123254 0 0 989871 97209 499405 438801 990681 97884 898215 273366 990706 98027 968066 263455
g37-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g37-g93-normed 11 991059 193942 991059 241422 991059 193942 991059 211499 991059 193942 991059 201543 991059 193942 991059 198134
g38-g58-normed 11 982301 11784 982407 10980 984310 11362 983814 9755 984952 11961 984820 11593 985831 10990 985776 9686
g38-g59-normed 11 982226 11445 981966 10722 984463 11284 983814 9660 985205 11811 984994 11532 985829 10779 985776 9893
g38-g60-normed 11 985814 41638 985549 50778 986075 39078 986260 41666 986784 36810 986694 42822 986772 35454 986746 37099
g38-g66-normed 11 981245 28775 981245 28775 984080 28818 984080 28818 984080 28818 984080 28818 985562 28769 985562 28769
g38-g73-normed 11 987004 16198 986518 24693 987148 14963 987025 16289 987967 14462 987922 19462 987978 14025 988311 14441
g38-g82-normed 11 983432 11575 983432 11575 986582 11597 986582 11597 986582 11597 986582 11597 987995 11586 987995 11586
g38-g86-normed 11 983555 2886 983555 2886 986452 2850 986452 2850 986452 2850 986452 2850 988168 2873 988168 2873
g38-g93-normed 11 991300 149102 991300 165057 991300 149102 991300 157904 991300 149102 991300 157891 991300 149102 991300 153874
g39-g58-normed 11 971421 198367 967490 255483 974333 170642 974333 184280 977019 135681 977019 135681 981694 89874 981694 89874
g39-g59-normed 11 971202 193251 964047 267436 974806 163092 974806 176717 977270 131408 977270 131408 981822 87497 981822 87497
g39-g60-normed 11 983418 152037 983357 182883 984603 133112 984603 145999 985245 114134 985245 114134 986489 90680 986489 90680
g39-g66-normed 11 988285 69773 988091 130878 988285 69773 988285 98125 988285 69773 988285 69773 988285 69773 988285 69773
g39-g73-normed 11 985355 120863 985140 165477 986348 102488 985778 118701 986738 85908 986738 85908 987409 64441 987409 64441
g39-g82-normed 11 990847 54086 499017 6657 990847 54086 990847 87693 990847 54086 990847 54086 990847 54086 990847 54086
g39-g86-normed 11 0 0 0 0 0 0 0 0 499546 1530 499546 1530 915992 140822 915992 140822
g39-g93-normed 11 991300 160130 991300 172412 991300 160130 991300 166782 991300 160130 991300 160130 991300 160130 991300 160130
g4-g58-normed 11 691867 115796 691867 115796 808857 336783 808857 381788 818439 400405 818439 455341 858822 570455 858822 624282
g4-g59-normed 11 691867 0 691867 0 763176 202878 733977 147052 832178 441224 782442 260812 855213 481352 842283 481713
g4-g60-normed 11 886479 656694 886479 661792 888183 694149 888183 700606 889895 718710 889895 724969 890574 737550 890574 743573
g4-g66-normed 11 896649 870287 0 0 896649 870287 0 0 896649 870287 0 0 896649 870287 0 0
g4-g73-normed 11 890383 717104 890383 721284 890574 732757 890574 737152 891194 747807 891194 752456 892322 755481 892322 760125
g4-g82-normed 11 898910 888245 0 0 898910 888245 0 0 898910 888245 0 0 898910 888245 0 0
g4-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g4-g93-normed 11 899433 783263 899433 812290 899433 783263 899433 812290 899433 783263 899433 812290 899433 783263 899433 812290
g40-g58-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g40-g59-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g40-g60-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g40-g66-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g40-g73-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g40-g82-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g40-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g40-g93-normed 11 991300 493727 991300 591497 991300 493727 991300 591497 991300 493727 991300 591484 991300 493727 991300 591442
g41-g58-normed 11 968033 227333 964021 284547 973458 188228 973458 203736 977368 149503 977368 151268 980922 102016 980922 102134
g41-g59-normed 11 970045 208676 960743 296634 973986 175890 973986 190814 977509 146133 977509 147683 981052 99927 981052 100019
g41-g60-normed 11 983831 160459 983700 195939 984776 143449 984776 157388 985432 120947 985432 122477 986807 97944 986807 98054
g41-g66-normed 11 988776 71288 986191 145963 988776 71288 988776 100853 988776 71288 988776 74469 988776 71288 988776 71566
g41-g73-normed 11 985663 130623 985282 181387 986365 114291 986365 132285 987243 93756 987243 95627 987588 68205 987588 68322
g41-g82-normed 11 991119 55570 0 0 991119 55570 991077 90443 991119 55570 991119 59540 991119 55570 991119 55913
g41-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 749003 126587 749003 126587
g41-g93-normed 11 991542 161125 991542 176135 991542 161125 991542 167944 991542 161125 991542 161731 991542 161125 991542 161186
g42-g58-normed 11 957970 289931 947580 374409 964202 249033 962279 271991 968499 200895 967673 209157 973154 154376 973138 157516
g42-g59-normed 11 953880 297692 941539 363650 962207 245533 959549 266392 966311 197461 966173 205187 971614 150776 971440 153469
g42-g60-normed 11 981625 210154 981355 240016 982560 186574 982722 204774 983474 165395 983556 173885 984597 143162 984718 146004
g42-g66-normed 11 988776 87263 779457 150292 988776 87263 952919 135373 988776 87263 976496 107230 988776 87263 983196 97534
g42-g73-normed 11 983445 177038 983119 217401 984070 153948 984188 176940 984481 133333 984508 142960 984835 108216 984642 111273
g42-g82-normed 11 991119 72430 0 0 991119 72430 934840 159453 991119 72430 974323 108493 991119 72430 984952 83186
g42-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 666086 222295 666086 222295
g42-g93-normed 11 991542 173867 991542 188338 991542 173867 991542 183081 991542 173867 991542 179110 991542 173867 991542 176883
g43-g58-normed 11 945250 181207 930529 212552 952804 157276 947444 167089 954951 129815 954061 132356 960052 117435 959545 119084
g43-g59-normed 11 937766 180610 911820 209441 947185 156124 935380 160324 953947 127999 950957 129512 959205 117210 958319 117468
g43-g60-normed 11 977104 223551 977104 247943 977837 196994 977967 208716 979133 174070 978886 179214 980124 157465 980023 160615
g43-g66-normed 11 973908 148627 924375 373520 976975 131780 930616 228360 977577 129416 957114 121150 979739 130367 969001 125623
g43-g73-normed 11 977452 173762 977441 207303 976945 146372 976695 161219 976881 125764 976969 132096 977963 115408 978036 118514
g43-g82-normed 11 976506 136660 907875 504682 979328 120009 927893 255306 980341 116365 950519 125745 981878 117008 968499 121507
g43-g86-normed 11 0 0 0 0 832436 223312 832436 223803 856302 164544 856302 164544 932609 152931 932609 152931
g43-g93-normed 11 991542 202286 991542 225332 991542 202286 991542 221210 991542 202286 991542 217645 991542 202286 991542 214701
g44-g58-normed 11 876867 44937 665785 6562 927511 29915 912812 18548 945309 29135 944672 26643 956746 24902 956204 24831
