instance family sequential-induced-except-0-pf sequential-induced-except-0-pd sequential-d2-induced-except-0-pf sequential-d2-induced-except-0-pd sequential-induced-except-1-pf sequential-induced-except-1-pd sequential-d2-induced-except-1-pf sequential-d2-induced-except-1-pd sequential-induced-except-2-pf sequential-induced-except-2-pd sequential-d2-induced-except-2-pf sequential-d2-induced-except-2-pd sequential-induced-except-3-pf sequential-induced-except-3-pd sequential-d2-induced-except-3-pf sequential-d2-induced-except-3-pd
si6_m4D_m256.02 5 984473 70204 983212 140388 986797 60407 986306 101419 988230 54735 988230 54735 988858 53308 988858 53308
si6_m4D_m256.06 5 984592 64918 983488 132062 987109 57564 986883 92707 988495 53826 988495 53826 988870 52003 988870 52003
si2_b06m_m800.07 4 990492 23095 989368 53970 992408 24829 992376 29544 992304 25527 992304 26182 992166 25710 992166 25884
si2_b06m_m800.02 4 990182 25896 989307 60075 991756 24829 991861 29271 992015 25854 992015 26822 992274 26753 992274 26832
si2_b06m_m800.03 4 990907 26813 990064 59277 992061 25713 992136 31213 992125 25934 992125 27568 992163 26713 992163 26875
si2_b06m_m800.01 4 989189 25453 977834 75233 992131 25772 992255 30883 992189 26013 992189 27357 992332 26341 992332 26342
si2_b06m_m800.08 4 989642 23426 988089 61278 992236 24990 992228 29067 992399 25333 992399 25916 992235 25351 992235 25358
si2_b06m_m800.04 4 989693 23611 987545 64439 992094 24506 992158 29260 992134 24700 992134 25921 992196 24816 992196 24995
si2_b06m_m800.06 4 990318 26946 988428 57590 992007 26937 992061 34879 992376 28238 992376 29432 992466 28906 992466 29239
si2_b06m_m800.09 4 989113 26501 984930 70122 992127 24608 992224 29726 992210 24498 992210 25747 992267 25301 992267 25394
si2_b06m_m800.05 4 989940 25715 987608 56007 992025 25308 992293 30231 992390 25999 992390 26895 992188 26159 992188 26242
si2_b06m_m800.00 4 990291 27134 989076 59491 992226 26730 992065 33471 992322 27103 992322 28647 992492 27971 992492 27971
si4_b06m_m200.00 4 976886 67299 963885 140314 981674 69464 981853 81949 982293 71320 982293 75447 982189 72484 982189 72489
si4_b06m_m200.08 4 976049 76042 974578 142672 981563 70223 981799 89342 982241 70521 982241 73524 982349 71796 982349 72444
si4_b06m_m200.05 4 977126 75683 970557 127748 982001 75134 981832 95709 982205 76424 982205 80974 982381 77237 982381 77722
si4_b06m_m200.09 4 977099 69699 969845 136744 981510 71734 981535 87406 981844 73717 981844 78348 982273 74266 982273 74867
si4_b06m_m200.01 4 979486 74366 973010 139495 982405 77182 982119 95862 982318 77732 982318 82548 982456 78229 982456 78236
si4_b06m_m200.07 4 976599 67494 966449 139862 981649 69914 981429 85498 982376 71972 982376 75021 982415 72572 982415 72876
si4_b06m_m200.02 4 974594 68346 968198 124921 980912 67612 981231 80147 982150 70687 982150 74405 982386 72922 982386 73245
si4_b06m_m200.04 4 977765 75345 975204 138463 981544 72506 981392 87291 982090 73421 982090 77013 982211 74529 982211 75530
si4_b06m_m200.06 4 976076 80274 972970 146267 981418 70921 981525 88636 982168 73589 982168 78208 982498 74564 982498 75782
si4_b06m_m200.03 4 977498 60328 964462 132526 981183 66342 981345 75995 982010 68089 982010 70504 982323 69253 982323 69465
si6_r001_m400.09 7 992874 40830 992716 105785 993116 40347 993116 43073 993309 40062 993309 40074 993352 40400 993352 40400
si6_r001_m400.05 7 992868 40294 992639 101872 993193 40277 993193 43402 993166 40440 993166 40603 993407 40121 993407 40121
si6_r001_m400.00 7 992747 42723 992254 111974 992964 42151 993039 45826 993179 41633 993179 41782 993211 41957 993211 41957
si6_r001_m400.04 7 992983 39835 992768 102624 993157 39763 993157 42384 993263 39797 993263 39839 993328 40333 993328 40333
si6_r001_m400.07 7 992799 41804 992433 106152 993266 41043 993266 45466 993117 41078 993117 41206 993344 41097 993344 41108
si6_r001_m400.06 7 992716 41391 992498 107488 993109 40800 993109 44541 993088 40961 993088 41068 993314 41270 993314 41299
si6_r001_m400.02 7 992858 40665 992729 106966 993132 40829 993132 44265 993225 40261 993225 40279 993316 40298 993316 40298
si6_r001_m400.03 7 992799 40282 992742 102187 993055 40073 993055 42769 993289 39914 993289 40005 993322 40393 993322 40393
si6_r001_m400.08 7 993116 39273 992893 101057 993188 39072 993188 40952 993337 39046 993337 39046 993256 39703 993256 39703
si6_r001_m400.01 7 992877 42082 992532 114308 993115 41205 993115 44937 993160 41381 993160 41439 993414 41801 993414 41801
si6_m4D_m625.00 5 993213 33812 991796 75773 993928 29764 993882 52668 994664 27178 994664 27178 995035 25843 995035 25843
si6_m4D_m625.07 5 995447 17746 995331 33643 995559 17048 995559 24791 995627 17516 995627 17516 995683 17639 995683 17639
si6_m4D_m625.05 5 995351 18403 995296 35357 995503 17788 995503 26105 995624 17965 995624 17965 995691 17944 995691 17944
si6_m4D_m625.08 5 993161 33595 991724 75781 994021 29808 993779 52665 994529 27637 994529 27637 995074 26083 995074 26083
si6_m4D_m625.02 5 993340 33719 991649 75824 993867 29898 993894 52754 994576 27154 994576 27154 994980 26127 994980 26127
si6_m4D_m625.03 5 995371 18102 995184 34483 995633 17811 995633 25695 995633 17769 995633 17769 995699 18023 995699 18023
si6_m4D_m625.04 5 993194 33783 991717 75545 993969 29942 993897 52704 994665 27221 994665 27221 995094 26152 995094 26152
si6_m4D_m625.09 5 995376 18450 995130 35680 995517 17779 995568 26584 995651 18020 995651 18020 995669 18179 995669 18179
si6_m4D_m625.01 5 993313 33647 991829 75313 994018 29803 993925 52971 994524 27511 994524 27511 995097 25853 995097 25853
si6_m4D_m625.06 5 995106 18824 994901 35741 995393 18016 995495 27153 995536 18379 995536 18379 995661 18552 995661 18552
si6_b09m_m800.02 4 995479 24497 993059 69349 996255 23717 996447 31807 996447 23542 996452 26403 996511 24024 996511 24686
si6_b09m_m800.09 4 995473 24130 993959 59360 996300 23704 996333 31197 996569 23719 996571 26507 996551 23773 996551 24431
si6_b09m_m800.04 4 995663 26099 994602 64472 996364 24647 996369 33756 996416 24277 996468 27014 996543 24540 996543 25403
si6_b09m_m800.07 4 995549 23451 994242 56643 996477 23411 996372 32078 996631 23603 996565 26391 996564 23579 996564 24333
si6_b09m_m800.00 4 995190 24803 993107 67856 996305 23559 996345 31543 996630 23310 996468 25950 996525 23577 996525 24317
si6_b09m_m800.05 4 995111 24740 993480 61689 996372 23437 996190 30930 996406 22965 996580 25010 996491 23401 996491 23999
si6_b09m_m800.03 4 995447 26201 994238 66381 996372 24192 996295 33373 996501 24282 996472 26546 996633 24219 996633 25039
si6_b09m_m800.01 4 995618 25429 994720 62665 996312 24107 996515 32527 996501 23819 996600 26951 996507 24069 996507 24839
si6_b09m_m800.06 4 995462 25046 993816 63471 996358 24070 996291 32892 996504 23964 996486 26317 996436 24211 996436 25007
si6_b09m_m800.08 4 995485 24206 993850 57772 996297 23507 996329 30666 996498 23600 996463 25618 996565 23749 996565 24471
si4_m4Dr6_m1296.01 6 996682 12191 996321 33338 997025 12141 997025 16386 997283 12622 997283 12630 997271 12849 997271 12849
si4_m4Dr6_m1296.07 6 996814 12780 996466 35629 997104 12309 997104 16796 997212 12571 997212 12593 997336 12698 997336 12698
si4_m4Dr6_m1296.06 6 996552 12286 996100 34910 997100 12185 997100 17058 997202 12467 997202 12488 997223 12820 997223 12820
si4_m4Dr6_m1296.02 6 996524 12945 996056 34618 997028 12333 997028 17388 997119 12885 997119 12966 997236 13146 997236 13146
si4_m4Dr6_m1296.08 6 996753 11759 996015 36109 997123 11937 997123 15862 997241 12072 997241 12098 997251 12633 997251 12633
si4_m4Dr6_m1296.03 6 996413 13286 996143 35389 997009 12423 997009 17586 997141 13102 997141 13131 997232 13553 997232 13553
si4_m4Dr6_m1296.00 6 996877 12677 996653 34872 997142 12451 997142 17365 997230 12773 997230 12810 997179 12975 997179 12975
si4_m4Dr6_m1296.09 6 996695 12562 996489 34161 997092 12011 997092 16461 997175 12089 997175 12109 997213 12907 997213 12907
si4_m4Dr6_m1296.05 6 996485 13051 996021 36525 997102 12388 997102 17572 997135 12759 997135 12792 997206 12959 997206 12959
si4_m4Dr6_m1296.04 6 996436 13023 995950 36525 997068 12669 997068 17762 997109 13127 997109 13168 997241 13338 997241 13338
si2_b06_m400.09 3 984838 85700 984838 153992 984838 85700 984838 131407 984838 85700 984838 108565 984838 85700 984838 85700
si2_b06_m400.02 3 984838 85346 984838 153590 984838 85346 984838 131095 984838 85346 984838 108155 984838 85346 984838 85346
si2_b06_m400.00 3 984838 85288 984838 153674 984838 85288 984838 131184 984838 85288 984838 108217 984838 85288 984838 85288
si2_b06_m400.03 3 984838 85408 984838 153807 984838 85408 984838 131363 984838 85408 984838 108428 984838 85408 984838 85408
si2_b06_m400.07 3 984838 85423 984838 153723 984838 85423 984838 131261 984838 85423 984838 108352 984838 85423 984838 85423
si2_b06_m400.04 3 984838 85596 984838 153818 984838 85596 984838 131312 984838 85596 984838 108347 984838 85596 984838 85596
si2_b06_m400.05 3 984838 85410 984838 153790 984838 85410 984838 131083 984838 85410 984838 108394 984838 85410 984838 85410
si2_b06_m400.01 3 984838 85259 984838 153526 984838 85259 984838 131123 984838 85259 984838 108351 984838 85259 984838 85259
si2_b06_m400.08 3 984838 85277 984838 153714 984838 85277 984838 131232 984838 85277 984838 108299 984838 85277 984838 85277
si2_b06_m400.06 3 984838 85416 984838 153929 984838 85416 984838 131267 984838 85416 984838 108411 984838 85416 984838 85416
si4_r01_m200.01 7 982771 304851 982771 315740 982562 304394 982562 311128 982562 304394 982562 308002 982562 304394 982562 305981
si4_r01_m200.08 7 982527 297025 982527 306475 982736 296440 982736 302058 982562 296169 982562 298886 982562 296169 982562 297268
si4_r01_m200.03 7 982718 299137 982718 307978 982562 298251 982562 303524 982562 298251 982562 300951 982562 298251 982562 299308
si4_r01_m200.04 7 982526 300810 982526 309660 982766 301008 982766 306423 982766 301008 982766 303779 982766 301008 982766 302234
si4_r01_m200.07 7 982562 303257 982562 313813 982562 303257 982562 309797 982562 303257 982562 306678 982562 303257 982562 304858
si4_r01_m200.02 7 982562 298039 982562 307208 982562 298039 982562 303389 982562 298039 982562 300580 982562 298039 982562 299051
si4_r01_m200.05 7 982562 308499 982562 318676 982562 308499 982562 315064 982562 308499 982562 312100 982562 308499 982562 310160
si4_r01_m200.06 7 982642 305086 982642 317088 982663 306352 982663 314026 982569 305221 982569 309324 982569 305221 982569 307104
si4_r01_m200.00 7 982562 301598 982562 310541 982562 301598 982562 307153 982562 301598 982562 304438 982562 301598 982562 302835
si4_r01_m200.09 7 982562 304590 982562 313966 982562 304590 982562 310538 982562 304590 982562 307859 982562 304590 982562 306181
si2_r001_m400.06 7 984924 53589 984807 117676 985073 53886 985073 57512 985105 53970 985105 54226 984894 54356 984894 54356
si2_r001_m400.08 7 984926 55873 984886 134621 985110 56514 985110 59347 985189 57165 985189 57165 985278 57252 985278 57252
si2_r001_m400.09 7 984837 52000 985083 123487 985162 52452 985162 54455 984939 53309 984939 53309 984854 53978 984854 53978
si2_r001_m400.01 7 985066 53126 984821 131250 985100 54002 985100 57182 984895 55022 984895 55022 985146 55504 985146 55504
si2_r001_m400.03 7 984969 54723 984990 133636 985319 55039 985319 58827 985099 55591 985099 55591 984954 56564 984954 56564
si2_r001_m400.04 7 984912 52490 984909 112594 985110 53216 985110 54474 984965 53395 984965 53400 984809 53860 984809 53860
si2_r001_m400.05 7 985020 52525 984858 118791 984964 52540 984964 54974 985016 53308 985016 53308 985207 53112 985207 53112
si2_r001_m400.02 7 984858 49470 984429 108436 984919 50030 984919 52402 984948 50561 984948 50614 985043 50800 985043 50800
si2_r001_m400.00 7 984833 54414 984944 137221 984889 55344 984889 60807 985252 56252 985252 56252 984934 56819 984934 56819
si2_r001_m400.07 7 984827 50823 984902 122028 984996 51723 984996 52359 985020 52483 985020 52483 985232 53582 985232 53582
si4_b03m_m800.03 4 993117 10275 990358 18835 995474 9152 995474 9917 995556 9106 995556 9106 995481 9087 995481 9087
si4_b03m_m800.05 4 993092 10438 990137 19174 995379 9123 995379 10116 995525 9314 995525 9314 995583 9329 995583 9329
si4_b03m_m800.06 4 992801 11375 990909 20593 995294 8478 995294 9496 995609 8764 995609 8764 995586 9309 995586 9309
si4_b03m_m800.01 4 992654 11266 990869 22666 995233 8763 995233 9603 995465 8848 995465 8848 995528 9135 995528 9135
si4_b03m_m800.08 4 992967 11353 989715 20934 995279 8517 995279 9386 995507 8774 995507 8774 995497 8985 995497 8985
si4_b03m_m800.09 4 993088 11393 989470 20939 995301 9103 995301 9938 995481 9334 995481 9334 995478 9247 995478 9247
si4_b03m_m800.00 4 993451 10236 992055 20560 995228 9500 995228 10342 995387 9394 995387 9394 995539 9390 995539 9390
si4_b03m_m800.02 4 993633 11215 990921 20164 995329 9578 995329 10331 995589 9580 995589 9580 995525 9712 995525 9712
si4_b03m_m800.07 4 992994 10455 990678 19440 995258 9598 995258 10324 995609 9324 995609 9324 995428 9572 995428 9572
si4_b03m_m800.04 4 993066 10453 990576 20283 995250 8883 995250 9414 995451 8720 995451 8720 995406 8929 995406 8929
si2_r01_m200.03 7 970346 292398 970346 295939 970346 292398 970346 293718 970346 292398 970346 292749 970346 292398 970346 292477
si2_r01_m200.00 7 970346 291814 970346 294449 970346 291814 970346 292723 970346 291814 970346 292031 970346 291814 970346 291847
si2_r01_m200.05 7 970346 307352 970346 311028 970346 307352 970346 308960 970346 307352 970346 307979 970346 307352 970346 307505
si2_r01_m200.01 7 970346 307491 970346 312417 970346 307491 970346 309548 970346 307491 970346 308113 970346 307491 970346 307710
si2_r01_m200.08 7 970346 305445 970346 309505 970346 305445 970346 306989 970346 305445 970346 305945 970346 305445 970346 305600
si2_r01_m200.06 7 970346 302861 970346 307142 970346 302861 970346 304358 970346 302861 970346 303325 970346 302861 970346 302975
si2_r01_m200.09 7 970346 309401 970346 314507 970346 309401 970346 311346 970346 309401 970346 309866 970346 309401 970346 309481
si2_r01_m200.02 7 970346 302726 970346 305852 970346 302726 970346 303926 970346 302726 970346 303055 970346 302726 970346 302793
si2_r01_m200.07 7 970346 305492 970346 310010 970346 305492 970346 307309 970346 305492 970346 306176 970346 305492 970346 305666
si2_r01_m200.04 7 970346 295255 970346 298404 970346 295255 970346 296331 970346 295255 970346 295545 970346 295255 970346 295307
si2_r01_m400.04 7 984838 304140 984838 304165 984838 304140 984838 304158 984838 304140 984838 304148 984838 304140 984838 304143
si2_r01_m400.00 7 984838 304176 984838 304200 984838 304176 984838 304191 984838 304176 984838 304185 984838 304176 984838 304181
si2_r01_m400.07 7 984838 298583 984838 298611 984838 298583 984838 298603 984838 298583 984838 298594 984838 298583 984838 298587
si2_r01_m400.09 7 984838 303979 984838 303988 984838 303979 984838 303985 984838 303979 984838 303985 984838 303979 984838 303983
si2_r01_m400.01 7 984838 304036 984838 304070 984838 304036 984838 304056 984838 304036 984838 304041 984838 304036 984838 304039
si2_r01_m400.03 7 984838 309088 984838 309117 984838 309088 984838 309108 984838 309088 984838 309098 984838 309088 984838 309093
si2_r01_m400.02 7 984838 298428 984838 298436 984838 298428 984838 298432 984838 298428 984838 298428 984838 298428 984838 298428
si2_r01_m400.05 7 984838 301292 984838 301302 984838 301292 984838 301297 984838 301292 984838 301295 984838 301292 984838 301293
si2_r01_m400.06 7 984838 296249 984838 296263 984838 296249 984838 296257 984838 296249 984838 296251 984838 296249 984838 296251
si2_r01_m400.08 7 984838 305178 984838 305185 984838 305178 984838 305183 984838 305178 984838 305179 984838 305178 984838 305178
si4_m4D_m625.09 5 991307 38969 990180 90975 992350 32979 992477 58444 993302 30774 993302 30774 993916 29273 993916 29273
si4_m4D_m625.03 5 991450 37338 990946 88004 992918 32559 992666 57911 993381 30941 993381 30941 993847 29490 993847 29490
si4_m4D_m625.07 5 993996 20707 993911 41487 994216 20700 994216 32462 994258 21024 994258 21024 994259 21600 994259 21600
si4_m4D_m625.02 5 994002 18294 993970 33952 994218 18706 994218 29192 994257 19389 994257 19389 994258 19423 994258 19423
si4_m4D_m625.00 5 991233 40054 990299 96315 992700 34109 992354 61232 993427 30792 993427 30792 993867 29516 993867 29516
si4_m4D_m625.01 5 993922 20453 993743 40881 994118 20566 994118 32835 994244 21142 994244 21142 994393 21327 994393 21327
si4_m4D_m625.04 5 990686 40983 989051 94265 992160 33974 992057 57325 993115 30061 993115 30061 993825 28945 993825 28945
si4_m4D_m625.06 5 991167 40970 990024 99277 992401 34324 992350 62706 993442 30889 993442 30889 993979 29604 993979 29604
si4_m4D_m625.08 5 993871 20841 993727 40937 994182 20303 994182 31660 994395 20892 994395 20892 994300 21072 994300 21072
si4_m4D_m625.05 5 991163 39693 990469 91864 992522 33415 992410 59311 993372 30994 993372 30994 993874 29728 993874 29728
si6_m4Dr6_m256.05 6 987490 50867 986965 111232 989169 49960 989169 66502 989405 50445 989405 51007 989438 50856 989438 50921
si6_m4Dr6_m256.04 6 986967 57344 986047 129210 988476 54189 988476 74041 989154 54070 989154 54440 989436 55004 989436 55004
si6_m4Dr6_m256.03 6 986248 58504 984498 124256 988524 53150 988524 71970 989143 53680 989143 54439 989358 54558 989358 54558
si6_m4Dr6_m256.02 6 986376 56599 984483 115867 988214 53799 988214 75139 989091 54290 989091 55577 989526 55040 989526 55109
si6_m4Dr6_m256.08 6 986305 52112 984303 113815 988707 51225 988707 67322 989148 51272 989148 52271 989436 52822 989436 52848
si6_m4Dr6_m256.00 6 987458 54087 986732 120677 988908 51158 988908 69249 989541 51800 989541 52491 989440 52619 989440 52619
si6_m4Dr6_m256.09 6 986580 54680 982464 117448 988848 53391 988848 75140 989250 53930 989250 55123 989596 54687 989596 54742
si6_m4Dr6_m256.07 6 986179 58477 984324 128563 988189 53799 988189 73149 988769 54027 988769 55118 989292 54896 989292 54896
si6_m4Dr6_m256.06 6 985985 55822 981158 129556 988685 53003 988685 73256 989069 53317 989069 54230 989396 54146 989396 54146
si6_m4Dr6_m256.01 6 985217 55217 983617 116283 988253 52184 988253 71161 988844 51974 988844 52451 989416 53195 989416 53195
si6_b09_m400.07 3 993159 57223 993159 117867 993159 57223 993159 109624 993159 57223 993159 72472 993159 57223 993159 64930
