instance family sequential-nofilter-except-0 sequential-nofilter-except-1 sequential-nofilter-except-2 sequential-nofilter-except-3
si4_r01_m600.07 7 1000000 1000000 1000000 1000000
si4_r01_m600.08 7 1000000 1000000 1000000 1000000
si4_r01_m600.06 7 1000000 1000000 1000000 1000000
si4_r01_m600.01 7 1000000 1000000 1000000 1000000
si4_r01_m600.04 7 1000000 1000001 1000000 1000000
si4_r01_m600.00 7 1000000 1000000 1000000 1000001
si4_r01_m600.09 7 1000000 880376 1000000 1000000
si2_b09_m400.04 3 3 3 8 31
si2_b09_m400.08 3 3 5 7 22
si2_b09_m400.05 3 3 4 5 11
si2_b09_m400.01 3 2 7 6 14
si2_b09_m400.03 3 2 7 2 7
si2_b09_m400.02 3 2 6 20 7
si2_b09_m400.07 3 2 8 17 4
si2_b09_m400.09 3 2 5 10 11
si2_b09_m400.06 3 2 3 3 7
si2_b09_m400.00 3 2 3 5 6
si4_b06_m200.06 3 1 1 1 2
si4_b06_m200.03 3 1 1 1 1
si4_b06_m200.02 3 1 1 1 2
si4_b06_m200.07 3 1 2 2 2
si4_b06_m200.05 3 1 1 1 1
si4_b06_m200.08 3 1 1 2 3
si4_b06_m200.00 3 1 2 2 2
si4_b06_m200.04 3 1 1 2 3
si4_b06_m200.01 3 1 1 2 1
si4_b06_m200.09 3 1 1 2 2
si4_r005_m400.06 7 29221 567076 65255 133517
si4_r005_m400.03 7 45809 16298 102182 23021
si4_r005_m400.07 7 72376 18731 5282 66978
si4_r005_m400.01 7 16924 45451 33171 47296
si4_r005_m400.04 7 33773 16464 150848 9152
si4_r005_m400.00 7 32015 13057 72393 163481
si4_r005_m400.09 7 13240 32593 17347 74304
si4_r005_m400.05 7 16604 18677 156425 32502
si4_r005_m400.08 7 7965 131183 50399 36482
si4_r005_m400.02 7 24064 29445 98431 90011
si4_m4Dr2_m1296.07 6 4782 7293 5298 15629
si4_m4Dr2_m1296.00 6 4783 5587 6475 14017
si4_m4Dr2_m1296.05 6 4575 4648 5776 5258
si4_m4Dr2_m1296.04 6 4819 5304 1000004 14504
si4_m4Dr2_m1296.08 6 23394 17152 510063 4283
si4_m4Dr2_m1296.01 6 7011 5684 6427 5502
si4_m4Dr2_m1296.06 6 5712 6803 319584 12648
si4_m4Dr2_m1296.02 6 4678 4129 152335 156144
si4_m4Dr2_m1296.03 6 18845 51403 1000003 276541
si4_m4Dr2_m1296.09 6 4970 6674 76203 261451
si6_b09_m800.03 3 39 61 34 184
si6_b09_m800.09 3 25 62 50 37
si6_b09_m800.07 3 35 63 156 94
si6_b09_m800.05 3 38 64 102 282
si6_b09_m800.04 3 34 76 95 255
si6_b09_m800.01 3 35 71 77 442
si6_b09_m800.00 3 25 59 79 55
si6_b09_m800.02 3 27 91 76 347
si6_b09_m800.06 3 27 67 216 73
si6_b09_m800.08 3 35 31 108 39
si6_b06m_m400.00 4 228 258 243 268
si6_b06m_m400.08 4 211 219 243 393
si6_b06m_m400.03 4 250 210 233 244
si6_b06m_m400.04 4 230 275 243 249
si6_b06m_m400.06 4 253 205 331 234
si6_b06m_m400.07 4 269 262 227 271
si6_b06m_m400.09 4 216 512 286 333
si6_b06m_m400.02 4 273 352 254 201
si6_b06m_m400.01 4 247 258 223 310
si6_b06m_m400.05 4 317 231 264 424
si2_m4Dr4_m1296.08 6 80791 3166 34652 1000002
si2_m4Dr4_m1296.07 6 3154 64699 110501 1000001
si2_m4Dr4_m1296.03 6 156453 1000001 1000000 1000002
si2_m4Dr4_m1296.05 6 1730 2853 25418 50154
si2_m4Dr4_m1296.06 6 1979 9230 3682 18376
si2_m4Dr4_m1296.04 6 2080 34472 2618 1881
si2_m4Dr4_m1296.09 6 3720 8257 1000001 6401
si2_m4Dr4_m1296.01 6 90970 8263 180635 186566
si2_m4Dr4_m1296.00 6 3628 2853 5037 28932
si2_m4Dr4_m1296.02 6 11058 1000001 1000000 1000001
si6_m4Dr6_m1296.02 6 21808 8788 34192 13305
si6_m4Dr6_m1296.08 6 8918 8481 8360 8921
si6_m4Dr6_m1296.07 6 9227 8503 10628 16467
si6_m4Dr6_m1296.06 6 7416 7907 8955 33995
si6_m4Dr6_m1296.03 6 8868 16988 85175 1000006
si6_m4Dr6_m1296.04 6 7855 9005 54680 31998
si6_m4Dr6_m1296.05 6 40460 120379 7378 1000004
si6_m4Dr6_m1296.00 6 7985 8149 7182 354228
si6_m4Dr6_m1296.09 6 8430 7622 11765 28235
si6_m4Dr6_m1296.01 6 7645 9796 12036 10131
si4_m4Dr2_m256.00 6 28 373 342 377
si4_m4Dr2_m256.01 6 40 60 185 2614
si4_m4Dr2_m256.05 6 54 110 613 650
si4_m4Dr2_m256.04 6 126 112 1124 2101
si4_m4Dr2_m256.08 6 42 93 192 55
si4_m4Dr2_m256.07 6 42 259 1000000 106
si4_m4Dr2_m256.06 6 34 46 36 1162
si4_m4Dr2_m256.02 6 30 85 889 1387
si4_m4Dr2_m256.09 6 32 510 1063 290
si4_m4Dr2_m256.03 6 43 435 621 46
si4_b09m_m200.01 4 18 28 32 275
si4_b09m_m200.00 4 19 30 110 85
si4_b09m_m200.03 4 18 22 204 126
si4_b09m_m200.06 4 20 40 16 286
si4_b09m_m200.02 4 21 21 132 219
si4_b09m_m200.04 4 24 25 23 48
si4_b09m_m200.05 4 23 17 34 150
si4_b09m_m200.07 4 23 19 26 69
si4_b09m_m200.08 4 24 18 30 223
si4_b09m_m200.09 4 23 60 91 504719
si4_m4Dr4_m625.07 6 627 473 1000000 3243
si4_m4Dr4_m625.05 6 542 585 4343 3139
si4_m4Dr4_m625.01 6 850 548 3712 6909
si4_m4Dr4_m625.08 6 26702 4356 3394 67662
si4_m4Dr4_m625.09 6 580 717 2861 5161
si4_m4Dr4_m625.00 6 592 1162 13060 55541
si4_m4Dr4_m625.04 6 535 641 1070 2736
si4_m4Dr4_m625.06 6 531 5515 1270 6712
si4_m4Dr4_m625.03 6 704 37848 733 15399
si4_m4Dr4_m625.02 6 468 1704 642 1769
si4_m4Dr4_m1296.03 6 4928 10378 4472 24332
si4_m4Dr4_m1296.01 6 5795 6256 6390 217761
si4_m4Dr4_m1296.00 6 4811 6796 20531 19356
si4_m4Dr4_m1296.07 6 4880 5277 24192 4801
si4_m4Dr4_m1296.02 6 4257 6240 6068 4641
si4_m4Dr4_m1296.04 6 6874 5641 8275 4758
si4_m4Dr4_m1296.09 6 6026 7931 5354 20740
si4_m4Dr4_m1296.06 6 170413 83089 24494 139972
si4_m4Dr4_m1296.08 6 6492 5345 5209 4140
si4_m4Dr4_m1296.05 6 143718 119322 1000001 87108
si2_r005_m400.05 7 20041 17827 54862 198787
si2_r005_m400.06 7 3436 1000000 481932 1000000
si2_r005_m400.08 7 25328 44279 1000000 1000000
si2_r005_m400.02 7 1000000 194696 1000000 217335
si2_r005_m400.03 7 20340 1000000 22967 1000000
si2_r005_m400.00 7 23739 1000000 31143 1000000
si2_r005_m400.07 7 86568 1000000 1000000 1000000
si2_r005_m400.09 7 20208 2357 379268 1000000
si2_r005_m400.04 7 110101 60492 41562 12700
si2_r005_m400.01 7 8461 47144 1000000 16584
si2_b06m_m400.03 4 98 89 67 21
si2_b06m_m400.06 4 62 101 132875 96
si2_b06m_m400.05 4 91 81 88 142
si2_b06m_m400.01 4 69 61 99989 248
si2_b06m_m400.00 4 63 1000000 1000000 1000000
si2_b06m_m400.08 4 97 379 1000000 1000000
si2_b06m_m400.07 4 73 86 116 121
si2_b06m_m400.09 4 85 60 1000000 249782
si2_b06m_m400.04 4 66 1000000 786 578
si2_b06m_m400.02 4 60 60 337 3642
si6_r005_m600.02 7 171164 199520 575500 267086
si6_r005_m600.08 7 69212 607743 421975 238316
si6_r005_m600.03 7 197314 83816 52694 30570
si6_r005_m600.05 7 420907 490424 234260 635752
si6_r005_m600.07 7 87326 74954 505620 338545
si6_r005_m600.04 7 206384 182316 53522 129775
si6_r005_m600.06 7 272019 307884 150828 647697
si6_r005_m600.01 7 49376 49582 436109 316260
si6_r005_m600.09 7 554023 53420 66411 168761
si6_r005_m600.00 7 62100 46886 209314 221331
si6_r005_m200.02 7 275 389 870 610
si6_r005_m200.08 7 692 359 3519 208
si6_r005_m200.09 7 731 780 299 699
si6_r005_m200.05 7 2525 793 736 1703
si6_r005_m200.03 7 269 246 1164 589
si6_r005_m200.00 7 3974 641 166 650
si6_r005_m200.04 7 840 601 891 619
si6_r005_m200.07 7 297 520 423 450
si6_r005_m200.01 7 666 342 975 618
si6_r005_m200.06 7 266 854 6759 2696
si2_m4Dr6_m625.06 6 303 3440 53089 1000000
si2_m4Dr6_m625.08 6 403 6890 4824 626
si2_m4Dr6_m625.07 6 1765 247740 416 1100
si2_m4Dr6_m625.03 6 431 516 1000000 5059
si2_m4Dr6_m625.04 6 445 518 186 1298
si2_m4Dr6_m625.05 6 270 357 17103 9051
si2_m4Dr6_m625.09 6 2186 16604 1782 12076
si2_m4Dr6_m625.01 6 549 204 2761 851
si2_m4Dr6_m625.02 6 3141 291 30649 28326
si2_m4Dr6_m625.00 6 263 246 937 16237
si6_b03_m800.02 3 19 28 30 34
si6_b03_m800.04 3 19 26 33 53
si6_b03_m800.03 3 19 26 33 53
si6_b03_m800.05 3 19 28 29 33
si6_b03_m800.06 3 19 26 33 36
si6_b03_m800.01 3 19 31 30 60
si6_b03_m800.00 3 19 28 30 32
si6_b03_m800.07 3 19 31 30 38
si6_b03_m800.09 3 19 28 30 31
si6_b03_m800.08 3 19 41 28 36
si4_m4D_m1296.09 5 6179 17366 13534 76032
si4_m4D_m1296.06 5 4679 28571 26501 66078
si4_m4D_m1296.05 5 4838 20889 43718 55894
si4_m4D_m1296.00 5 11540 9440 9931 7862
si4_m4D_m1296.03 5 32226 9655 1000005 8059
si4_m4D_m1296.04 5 10098 24489 42408 53111
si4_m4D_m1296.08 5 1000004 1000004 1000003 1000005
si4_m4D_m1296.02 5 12897 53488 1000001 1000002
si4_m4D_m1296.01 5 11912 12531 37292 69422
si4_m4D_m1296.07 5 3996 16586 56459 59603
si6_b03m_m400.03 4 267 266 307 247
si6_b03m_m400.01 4 216 2182 410 40906
si6_b03m_m400.09 4 267 235 279 1593
si6_b03m_m400.08 4 217 346 261 614
si6_b03m_m400.07 4 252 362 211 273
si6_b03m_m400.02 4 298 265 355 282
si6_b03m_m400.05 4 215 242 273 1660
si6_b03m_m400.00 4 300 216 358 310
si6_b03m_m400.06 4 229 352 339 221
si6_b03m_m400.04 4 282 279 229 2167
si4_m4D_m256.07 5 32 621 715 934
si4_m4D_m256.06 5 35 574 611 36
si4_m4D_m256.05 5 38 645 34 714
si4_m4D_m256.08 5 51 290 595 1562
si4_m4D_m256.04 5 58 240 668 971
si4_m4D_m256.09 5 67 608 562 606
si4_m4D_m256.02 5 46 537 1027 873
si4_m4D_m256.00 5 60 113 705 759
si4_m4D_m256.03 5 38 636 272 916
si4_m4D_m256.01 5 44 276 391 625
si6_b06m_m800.07 4 1914 1886 1880 1551
si6_b06m_m800.04 4 1644 1772 1612 2059
si6_b06m_m800.01 4 1943 1569 1829 1819
si6_b06m_m800.00 4 1804 1994 1822 1589
si6_b06m_m800.05 4 2068 1759 1802 2021
si6_b06m_m800.08 4 1607 1908 1856 1900
si6_b06m_m800.09 4 1601 1902 1770 1952
si6_b06m_m800.02 4 1586 1942 1747 1684
si6_b06m_m800.03 4 1739 1535 1920 1731
si6_b06m_m800.06 4 1842 1655 2066 1560
si4_r001_m400.08 7 1000000 1000000 1000000 1000000
si4_r001_m400.06 7 1000000 341265 1000000 1000000
si4_r001_m400.02 7 97069 127891 1000000 1000000
si4_r001_m400.00 7 61156 1000000 1000000 1000000
si4_r001_m400.04 7 1000000 619869 1000000 1000000
si4_r001_m400.03 7 1000000 1000000 1000000 1000000
si4_r001_m400.09 7 675752 1000000 975094 1000000
si4_r001_m400.05 7 1000000 1000000 1000000 1000000
si4_r001_m400.01 7 1000000 1000000 1000000 1000000
si4_r001_m400.07 7 1000000 1000000 1000000 1000000
si2_m4Dr6_m1296.00 6 2052 9357 3768 1000001
si2_m4Dr6_m1296.01 6 2612 84330 1000001 1000001
si2_m4Dr6_m1296.09 6 2535 1000000 1000001 1000002
si2_m4Dr6_m1296.06 6 2353 40068 3358 3875
si2_m4Dr6_m1296.03 6 2100 2259 4133 10585
si2_m4Dr6_m1296.02 6 2039 1794 13800 1000001
si2_m4Dr6_m1296.05 6 2065 7743 1000001 9203
si2_m4Dr6_m1296.08 6 2211 14478 12277 1000000
si2_m4Dr6_m1296.04 6 29022 32079 173460 1000001
si2_m4Dr6_m1296.07 6 4036 2235 3980 9115
si2_b03_m800.07 3 8 10 16 11
si2_b03_m800.08 3 8 10 11 12
si2_b03_m800.04 3 8 10 11 17
si2_b03_m800.05 3 11 15 11 12
si2_b03_m800.09 3 8 11 10 13
si2_b03_m800.00 3 8 10 11 11
si2_b03_m800.02 3 8 16 12 13
si2_b03_m800.03 3 8 10 12 13
si2_b03_m800.01 3 8 10 11 12
si2_b03_m800.06 3 8 10 11 12
si4_b03m_m200.05 4 19 21 3385 42
si4_b03m_m200.02 4 22 22 23 53
si4_b03m_m200.04 4 20 18 21 48
si4_b03m_m200.07 4 19 22 90 162
si4_b03m_m200.00 4 21 18 410 4401
si4_b03m_m200.06 4 18 68 1060 66
si4_b03m_m200.03 4 18 44 54073 1605
si4_b03m_m200.09 4 18 27 27 104
si4_b03m_m200.08 4 22 18 43 23
si4_b03m_m200.01 4 20 26 20 21
si2_b06m_m200.04 4 9 7 3 2
si2_b06m_m200.03 4 7 15 73 332
si2_b06m_m200.08 4 7 10 14 44
si2_b06m_m200.06 4 8 9 1870 26
si2_b06m_m200.05 4 9 9 10 18
si2_b06m_m200.02 4 7 9 946 13907
si2_b06m_m200.00 4 9 9 57 9
si2_b06m_m200.01 4 8 117298 23 2
si2_b06m_m200.09 4 8 9 107718 3
si2_b06m_m200.07 4 9 9 8 2
si6_m4Dr4_m625.05 6 824 966 1369 1690
si6_m4Dr4_m625.09 6 923 887 1100 28707
si6_m4Dr4_m625.04 6 2884 817 1068 1036
si6_m4Dr4_m625.00 6 998 1047 1583 61272
si6_m4Dr4_m625.08 6 1723 1834 2367 2929
si6_m4Dr4_m625.06 6 813 902 1608 3442
si6_m4Dr4_m625.01 6 1548 1404 3174 16154
si6_m4Dr4_m625.03 6 1237 1802 12191 11830
si6_m4Dr4_m625.07 6 1169 19315 14966 9938
si6_m4Dr4_m625.02 6 870 912 1226 1048
si4_b03_m200.06 3 1 1 1 2
si4_b03_m200.02 3 1 1 1 1
si4_b03_m200.07 3 1 1 1 2
si4_b03_m200.04 3 1 1 2 1
si4_b03_m200.03 3 1 1 1 1
si4_b03_m200.05 3 1 1 1 1
si4_b03_m200.09 3 1 1 2 2
si4_b03_m200.01 3 1 1 2 2
si4_b03_m200.00 3 1 1 1 1
si4_b03_m200.08 3 1 1 1 1
si2_b03_m400.03 3 2 2 3 3
si2_b03_m400.06 3 2 2 3 3
si2_b03_m400.07 3 2 2 3 3
si2_b03_m400.01 3 2 3 3 3
si2_b03_m400.05 3 3 2 3 4
si2_b03_m400.09 3 2 2 3 3
si2_b03_m400.02 3 2 2 3 3
si2_b03_m400.00 3 2 3 3 3
si2_b03_m400.08 3 2 2 2 3
si2_b03_m400.04 3 2 2 2 3
si4_b09_m200.02 3 1 3 6 2
si4_b09_m200.01 3 1 2 5 3
si4_b09_m200.00 3 1 1 6 29
si4_b09_m200.09 3 1 3 5 4
si4_b09_m200.08 3 1 2 3 9
si4_b09_m200.04 3 1 4 8 10
si4_b09_m200.06 3 1 3 3 3
si4_b09_m200.05 3 1 3 6 3
si4_b09_m200.07 3 1 3 7 2
si4_b09_m200.03 3 1 1 4 1
si4_m4Dr4_m256.05 6 50 62 95 45
si4_m4Dr4_m256.09 6 45 52 107 146
si4_m4Dr4_m256.01 6 31 70 237 3722
si4_m4Dr4_m256.03 6 100 851 115889 7299
si4_m4Dr4_m256.06 6 46 178 360 839
si4_m4Dr4_m256.07 6 41 60 380 1103
si4_m4Dr4_m256.00 6 35 183 211 10395
si4_m4Dr4_m256.02 6 36 110 415 114
si4_m4Dr4_m256.08 6 40 287 1717 3730
si4_m4Dr4_m256.04 6 31 844 2850 1000000
si2_m4D_m625.01 5 137 1060 1924 2260
si2_m4D_m625.00 5 498 5795 9472 11349
si2_m4D_m625.08 5 203 1084 2772 2721
si2_m4D_m625.04 5 326 900 9739 10048
si2_m4D_m625.09 5 245 1171 2006 2834
si2_m4D_m625.02 5 1147 7893 10015 3748
si2_m4D_m625.05 5 204 1493 2191 2833
si2_m4D_m625.06 5 1063 1048 1891 2447
si2_m4D_m625.07 5 124 1188 2255 2305
si2_m4D_m625.03 5 1481 1962 1407 1568
si4_b09_m800.03 3 22 25 23 51
si4_b09_m800.02 3 17 43 130 43
si4_b09_m800.09 3 28 22 58 28
si4_b09_m800.06 3 15 25 94 31
si4_b09_m800.04 3 18 38 23 197
si4_b09_m800.05 3 18 27 38 39
si4_b09_m800.00 3 17 38 34 57
si4_b09_m800.01 3 20 31 18 53
si4_b09_m800.07 3 16 27 23 118
si4_b09_m800.08 3 16 38 109 45
si2_m4Dr4_m256.05 6 23 12 405 1511
si2_m4Dr4_m256.02 6 22 94 362 1140
si2_m4Dr4_m256.00 6 39 106 371 564
si2_m4Dr4_m256.07 6 47 845 1438 282
si2_m4Dr4_m256.03 6 134 2416 1605 7480
si2_m4Dr4_m256.06 6 12 2156 1214 56
si2_m4Dr4_m256.04 6 102 725 853 361
si2_m4Dr4_m256.09 6 20 350253 1000000 119
si2_m4Dr4_m256.01 6 13 87 49 798
si2_m4Dr4_m256.08 6 118 33 2691 565
si6_m4Dr2_m256.04 6 53 113 172 1288
si6_m4Dr2_m256.08 6 61 509 70 134
si6_m4Dr2_m256.00 6 53 170 251 211
si6_m4Dr2_m256.07 6 54 253 83 122
si6_m4Dr2_m256.01 6 75 457 344 92
si6_m4Dr2_m256.09 6 56 104 228 1455
si6_m4Dr2_m256.03 6 55 151 117 212
si6_m4Dr2_m256.05 6 63 2492 1384 4314
si6_m4Dr2_m256.02 6 76 147 104 708
si6_m4Dr2_m256.06 6 491 345 146 604
si6_b06_m800.00 3 21 41 36 60
si6_b06_m800.05 3 19 28 45 42
si6_b06_m800.02 3 19 48 33 46
si6_b06_m800.07 3 21 46 37 42
si6_b06_m800.08 3 31 44 37 37
si6_b06_m800.09 3 28 48 81 45
si6_b06_m800.06 3 21 33 37 38
si6_b06_m800.01 3 21 41 32 41
si6_b06_m800.04 3 30 35 38 41
si6_b06_m800.03 3 28 32 36 40
si4_b09m_m800.06 4 1130 1486 1972 2198
si4_b09m_m800.01 4 1183 1148 1521 1016
si4_b09m_m800.02 4 1119 1392 1168 2118
si4_b09m_m800.08 4 1047 2067 2147 1158
si4_b09m_m800.04 4 1122 1300 1146 2425
si4_b09m_m800.03 4 1096 1158 1232 2012
si4_b09m_m800.09 4 1237 1047 1252 1367
si4_b09m_m800.05 4 1026 1044 1148 1886
si4_b09m_m800.00 4 1326 1245 1058 1107
si4_b09m_m800.07 4 1117 1043 1273 1457
si2_b06_m800.04 3 8 11 11 18
si2_b06_m800.07 3 8 19 14 13
si2_b06_m800.02 3 12 10 11 14
si2_b06_m800.00 3 8 10 12 12
si2_b06_m800.03 3 8 12 12 15
si2_b06_m800.05 3 11 15 13 22
si2_b06_m800.09 3 8 13 12 18
si2_b06_m800.01 3 8 19 12 14
si2_b06_m800.08 3 8 10 12 18
si2_b06_m800.06 3 8 12 14 20
si6_m4D_m256.03 5 57 994 1079 635
si6_m4D_m256.08 5 52 280 1090 2153
si6_m4D_m256.07 5 58 297 1153 2813
si6_m4D_m256.00 5 54 307 1098 1453
si6_m4D_m256.01 5 56 273 1467 2738
si6_m4D_m256.05 5 54 291 1158 2651
si6_m4D_m256.09 5 171 881 1000000 6177
si6_m4D_m256.04 5 53 328 671 2231
si6_m4D_m256.02 5 58 311 1210 2416
si6_m4D_m256.06 5 75 290 1226 2160
si2_b06m_m800.07 4 565 678 70998 1000000
si2_b06m_m800.02 4 536 1138 8619 36261
si2_b06m_m800.03 4 466 831 673 721
si2_b06m_m800.01 4 462 686 1276 1000000
si2_b06m_m800.08 4 466 1000000 1000000 1000000
si2_b06m_m800.04 4 491 1000000 1000000 1000000
si2_b06m_m800.06 4 442 536 566 1176
si2_b06m_m800.09 4 535 1062 44155 1000000
si2_b06m_m800.05 4 513 482 1952 1364
si2_b06m_m800.00 4 451 559 1000000 1000000
si4_b06m_m200.00 4 20 26 7502 195
si4_b06m_m200.08 4 22 22 22 32
si4_b06m_m200.05 4 19 21 121 132
si4_b06m_m200.09 4 17 22 25 542
si4_b06m_m200.01 4 18 17 464 55
si4_b06m_m200.07 4 18 61 184 106850
si4_b06m_m200.02 4 24 24 34 340
si4_b06m_m200.04 4 17 32 22 113
si4_b06m_m200.06 4 21 17 30 37
si4_b06m_m200.03 4 18 22 284 28
si6_r001_m400.09 7 29297 7358 1000000 478418
si6_r001_m400.05 7 2741 19342 1000000 165343
si6_r001_m400.00 7 3188 2219 6584 346544
si6_r001_m400.04 7 8241 124241 32732 294563
si6_r001_m400.07 7 2931 3191 4487 1486
si6_r001_m400.06 7 23831 53334 93367 1000000
si6_r001_m400.02 7 1052 1135 268 14845
si6_r001_m400.03 7 14110 13157 86493 290
si6_r001_m400.08 7 1210 1000000 1000000 1000000
si6_r001_m400.01 7 572 3427 15248 1000000
si6_m4D_m625.00 5 1427 5130 6990 7174
si6_m4D_m625.07 5 3276 1000000 1000001 1692
si6_m4D_m625.05 5 112515 1000001 1000001 1000002
si6_m4D_m625.08 5 961 3173 8005 10178
si6_m4D_m625.02 5 1061 3199 7422 10820
si6_m4D_m625.03 5 96192 165407 1000002 1000000
si6_m4D_m625.04 5 1186 2940 6667 9599
si6_m4D_m625.09 5 36159 1000000 40681 1000001
si6_m4D_m625.01 5 775 2742 6375 9690
si6_m4D_m625.06 5 6753 36904 5194 50040
si6_b09m_m800.02 4 1648 1546 1862 1929
si6_b09m_m800.09 4 1704 1923 2000 2008
si6_b09m_m800.04 4 1579 1675 1914 2003
si6_b09m_m800.07 4 2217 1675 1778 1979
si6_b09m_m800.00 4 1907 1664 1815 1967
si6_b09m_m800.05 4 1583 1916 1757 2643
si6_b09m_m800.03 4 1824 2253 1514 2301
si6_b09m_m800.01 4 1602 1946 1692 1924
si6_b09m_m800.06 4 1637 1658 2210 2187
si6_b09m_m800.08 4 1573 1622 2370 1957
si4_m4Dr6_m1296.01 6 4878 4343 45499 11646
si4_m4Dr6_m1296.07 6 11610 6436 1000004 1000002
si4_m4Dr6_m1296.06 6 6304 10214 7355 350948
si4_m4Dr6_m1296.02 6 4983 6017 27218 4251
si4_m4Dr6_m1296.08 6 4582 12770 23594 1000003
si4_m4Dr6_m1296.03 6 6631 6673 85964 46120
si4_m4Dr6_m1296.00 6 8894 27692 25714 206372
si4_m4Dr6_m1296.09 6 4920 14105 13918 35404
si4_m4Dr6_m1296.05 6 4801 23598 1000004 85030
si4_m4Dr6_m1296.04 6 4934 5285 8904 10387
si2_b06_m400.09 3 2 4 3 6
si2_b06_m400.02 3 2 3 5 5
si2_b06_m400.00 3 2 3 4 3
si2_b06_m400.03 3 2 3 3 3
si2_b06_m400.07 3 2 3 3 5
si2_b06_m400.04 3 2 3 3 3
si2_b06_m400.05 3 2 3 4 4
si2_b06_m400.01 3 2 4 3 5
si2_b06_m400.08 3 2 3 4 5
si2_b06_m400.06 3 2 3 5 4
si4_r01_m200.01 7 601 10983 12448 2370
si4_r01_m200.08 7 43422 36583 44361 46388
si4_r01_m200.03 7 8186 2696 4368 7541
si4_r01_m200.04 7 4973 10579 13497 576918
si4_r01_m200.07 7 5296 4060 7630 5448
si4_r01_m200.02 7 23118 19127 42186 441722
si4_r01_m200.05 7 18110 2304 4344 4698
si4_r01_m200.06 7 3100 14753 12661 23545
si4_r01_m200.00 7 16135 12632 70071 5518
si4_r01_m200.09 7 18136 24690 2873 7136
si2_r001_m400.06 7 1000000 1000000 1000000 1000000
si2_r001_m400.08 7 1000000 1000000 1000000 1000000
si2_r001_m400.09 7 1000000 1000000 1000000 1000000
si2_r001_m400.01 7 1000000 1000000 1000000 1000000
si2_r001_m400.03 7 1000000 1000000 1000000 1000000
si2_r001_m400.04 7 1000000 1000000 1000000 1000000
si2_r001_m400.05 7 1000000 1000000 1000000 1000000
si2_r001_m400.02 7 1000000 1000000 1000000 1000000
si2_r001_m400.00 7 439076 1000000 1000000 1000000
si2_r001_m400.07 7 1000000 1000000 1000000 1000000
si4_b03m_m800.03 4 1232 2132 7478 1000001
si4_b03m_m800.05 4 1136 15348 1000001 1000001
si4_b03m_m800.06 4 1326 1347 1098 2418
si4_b03m_m800.01 4 1136 58890 2016 1000001
si4_b03m_m800.08 4 1138 1367 1000001 1000000
si4_b03m_m800.09 4 1309 1243 1000001 1000001
si4_b03m_m800.00 4 1013 1284 86977 160450
si4_b03m_m800.02 4 31647 1000001 1000001 1000001
si4_b03m_m800.07 4 1106 1206 1220 1000002
si4_b03m_m800.04 4 1185 1232 1000001 1000001
si2_r01_m200.03 7 1000000 38944 209787 268929
si2_r01_m200.00 7 8405 5037 1000000 19690
si2_r01_m200.05 7 1702 18033 11871 38356
si2_r01_m200.01 7 40849 36111 247084 14607
si2_r01_m200.08 7 4010 327234 2850 267516
si2_r01_m200.06 7 304285 16681 89240 1000000
si2_r01_m200.09 7 15332 252694 9750 142238
si2_r01_m200.02 7 37066 1000000 54287 1000000
si2_r01_m200.07 7 17209 22677 60467 107118
si2_r01_m200.04 7 1944 45346 96749 231388
si2_r01_m400.04 7 143279 1000000 1000000 35452
si2_r01_m400.00 7 1000000 691441 465387 1000000
si2_r01_m400.07 7 1000000 1000000 1000000 823354
si2_r01_m400.09 7 792337 922027 1000000 1000000
si2_r01_m400.01 7 1000000 529206 508746 1000000
si2_r01_m400.03 7 81093 215863 289426 1000000
si2_r01_m400.02 7 87170 1000000 1000000 1000000
si2_r01_m400.05 7 1000000 1000000 444741 1000000
si2_r01_m400.06 7 405387 1000000 1000000 1000000
si2_r01_m400.08 7 559027 193040 362583 1000000
si4_m4D_m625.09 5 834 1525 4219 5831
si4_m4D_m625.03 5 699 2792 10163 29629
si4_m4D_m625.07 5 12698 1000000 616 882
si4_m4D_m625.02 5 626 2795 4587 5438
si4_m4D_m625.00 5 581 1464 1703 12722
si4_m4D_m625.01 5 1307 7879 1481 1931
si4_m4D_m625.04 5 435 1492 4297 5623
si4_m4D_m625.06 5 599 2794 6258 7233
si4_m4D_m625.08 5 1056 45970 934 854
si4_m4D_m625.05 5 509 1884 5020 7346
si6_m4Dr6_m256.05 6 59 81 256 207
si6_m4Dr6_m256.04 6 60 96 62 673
si6_m4Dr6_m256.03 6 77 112 72 929
si6_m4Dr6_m256.02 6 89 268 815 71
si6_m4Dr6_m256.08 6 53 3476 112 161
si6_m4Dr6_m256.00 6 55 1229 271 799
si6_m4Dr6_m256.09 6 51 92 380 3369
si6_m4Dr6_m256.07 6 73 192 170 221
si6_m4Dr6_m256.06 6 57 94 439 153
si6_m4Dr6_m256.01 6 59 64 146 235
si6_b09_m400.07 3 5 20 30 12
si6_b09_m400.03 3 6 16 10 8
si6_b09_m400.04 3 6 17 18 45
si6_b09_m400.06 3 5 10 18 29
si6_b09_m400.05 3 7 12 14 17
si6_b09_m400.09 3 8 9 28 51
si6_b09_m400.02 3 6 15 33 18
si6_b09_m400.01 3 6 15 18 56
si6_b09_m400.08 3 6 18 42 36
si6_b09_m400.00 3 7 23 57 8
si6_b06_m400.03 3 7 7 8 11
si6_b06_m400.08 3 7 13 11 12
si6_b06_m400.07 3 5 9 8 11
si6_b06_m400.04 3 5 9 8 10
