instance family sequential-nofilter-except-0 sequential-nofilter-except-1 sequential-nofilter-except-2 sequential-nofilter-except-3
g10-g66-normed 11 61 125 176 314
g10-g73-normed 11 304139 227 17 29
g10-g82-normed 11 228 472 658 1118
g10-g86-normed 11 180 350 419 535
g10-g93-normed 11 31 39 371484 32
g11-g58-normed 11 287 841 1604 2449
g11-g59-normed 11 303 846 1427 2172
g11-g60-normed 11 1000000 3417 3689 144
g11-g66-normed 11 802 1675 2538 3264
g11-g73-normed 11 1000000 4859 4992 234
g11-g82-normed 11 2878 6102 8541 10830
g11-g86-normed 11 175 285 444 668
g11-g93-normed 11 31 32 32 32
g12-g58-normed 11 20 48 87 123
g12-g59-normed 11 19 48 81 115
g12-g60-normed 11 7249 56264 119789 286629
g12-g66-normed 11 37 81 125 137
g12-g73-normed 11 13433 89867 189112 404616
g12-g82-normed 11 166 311 468 599
g12-g86-normed 11 179 326 504 695
g12-g93-normed 11 33 34 34 34
g13-g58-normed 11 15 44 54 371
g13-g59-normed 11 26 50 57 90
g13-g60-normed 11 769069 312201 50742 822
g13-g66-normed 11 37 75 112 146
g13-g73-normed 11 257882 1000000 1000000 100
g13-g82-normed 11 166 353 511 669
g13-g86-normed 11 179 435 534 695
g13-g93-normed 11 125867 241407 363121 480014
g14-g58-normed 11 25 42 70 25
g14-g59-normed 11 18 48 76 104
g14-g60-normed 11 1000000 76 41 15
g14-g66-normed 11 68 102 151 236
g14-g73-normed 11 559557 42 9161 49
g14-g82-normed 11 202 378 723 897
g14-g86-normed 11 219 408 587 767
g14-g93-normed 11 163071 290432 441618 576590
g15-g58-normed 11 17 36 45 62
g15-g59-normed 11 20 33 52 95
g15-g60-normed 11 541158 1000000 4305 49
g15-g66-normed 11 35 71 124 143
g15-g73-normed 11 1000000 29909 8332 1000000
g15-g82-normed 11 154 339 561 628
g15-g86-normed 11 166 337 517 678
g15-g93-normed 11 112316 242482 360881 476025
g16-g58-normed 11 59 130 197 304
g16-g59-normed 11 86 122 229 366
g16-g60-normed 11 1000000 1000000 1000000 1000000
g16-g66-normed 11 81 161 307 324
g16-g73-normed 11 1000000 1000000 1000000 1000000
g16-g82-normed 11 318 637 920 1263
g16-g86-normed 11 226 452 631 837
g16-g93-normed 11 1000000 1000000 1000000 1000000
g17-g58-normed 11 386995 1000000 1000000 1000000
g17-g59-normed 11 89331 774148 1000000 1000000
g17-g60-normed 11 1000000 10 14 27
g17-g66-normed 11 46350 100565 145377 177351
g17-g73-normed 11 1000000 366 792 173661
g17-g82-normed 11 75977 150016 223126 270122
g17-g86-normed 11 201 1001 1878 2583
g17-g93-normed 11 39 49 54 39
g18-g58-normed 11 210025 641165 1000000 1000000
g18-g59-normed 11 70520 209607 355918 514448
g18-g60-normed 11 1000000 1000000 1000000 1000000
g18-g66-normed 11 55929 116274 176417 236679
g18-g73-normed 11 1000000 1000000 1000000 1000000
g18-g82-normed 11 85974 169222 251537 333401
g18-g86-normed 11 244 1090 1972 2918
g18-g93-normed 11 40 41 41 41
g19-g58-normed 11 6512 12274 19762 27944
g19-g59-normed 11 3946 7039 10742 14513
g19-g60-normed 11 1000000 1000000 1000000 1000000
g19-g66-normed 11 4368 8351 15211 19624
g19-g73-normed 11 1000000 1000000 1000000 1000000
g19-g82-normed 11 9041 18616 29767 38507
g19-g86-normed 11 326 457 683 906
g19-g93-normed 11 39 39 40 40
g2-g58-normed 11 1 1 1 1
g2-g59-normed 11 0 1 1 1
g2-g60-normed 11 0 0 0 0
g2-g66-normed 11 1 1 1 1
g2-g73-normed 11 2 3 2 2
g2-g82-normed 11 7 7 7 9
g2-g86-normed 11 51 7 8 8
g2-g93-normed 11 26 30 26 26
g20-g58-normed 11 14 29 44 58
g20-g59-normed 11 14 29 44 59
g20-g60-normed 11 6577 19639 78695 93600
g20-g66-normed 11 73 106 237 215
g20-g73-normed 11 13899 39025 157215 188091
g20-g82-normed 11 229 502 715 950
g20-g86-normed 11 248 513 777 1029
g20-g93-normed 11 203209 407520 608268 792164
g21-g58-normed 11 14 28 38 58
g21-g59-normed 11 19 37 40 61
g21-g60-normed 11 30 67 88 130
g21-g66-normed 11 66 132 197 268
g21-g73-normed 11 116 188 284 405
g21-g82-normed 11 292 576 772 1186
g21-g86-normed 11 316 627 838 1290
g21-g93-normed 11 132001 233735 452093 568804
g22-g58-normed 11 42 108 147 189
g22-g59-normed 11 38 86 121 157
g22-g60-normed 11 1000000 1000000 1000000 1000000
g22-g66-normed 11 128 224 338 407
g22-g73-normed 11 1000000 1000000 1000000 1000000
g22-g82-normed 11 440 894 1237 1590
g22-g86-normed 11 412 658 955 1127
g22-g93-normed 11 238842 520804 702065 894187
g23-g58-normed 11 14 34 62 154
g23-g59-normed 11 15 38 65 153
g23-g60-normed 11 962 1000000 1000000 1000000
g23-g66-normed 11 64 151 197 265
g23-g73-normed 11 1000000 1000000 1000000 1000000
g23-g82-normed 11 280 583 871 1317
g23-g86-normed 11 304 634 948 1283
g23-g93-normed 11 233930 479486 1000000 1000000
g24-g58-normed 11 1000000 34 34 37
g24-g59-normed 11 1000000 30 30 27
g24-g60-normed 11 20 28 26 23
g24-g66-normed 11 1000000 1000000 1000000 1000000
g24-g73-normed 11 322 82 84 78
g24-g82-normed 11 1000001 1000000 1000000 1000000
g24-g86-normed 11 276 523 770 1016
g24-g93-normed 11 1000000 1000000 1000000 1000000
g25-g58-normed 11 26 58 137 1000000
g25-g59-normed 11 30 61 97 1000000
g25-g60-normed 11 1000000 1000000 44 36
g25-g66-normed 11 78 250 287 399
g25-g73-normed 11 1000000 2914 57 233
g25-g82-normed 11 361 760 1187 1609
g25-g86-normed 11 374 683 1091 1236
g25-g93-normed 11 236044 458795 688920 919823
g26-g58-normed 11 19 46 91 172
g26-g59-normed 11 23 51 113 148
g26-g60-normed 11 1000000 1000000 1000000 1000000
g26-g66-normed 11 93 155 226 290
g26-g73-normed 11 1000000 1000000 1000000 1000000
g26-g82-normed 11 366 691 1001 1286
g26-g86-normed 11 408 816 1130 1400
g26-g93-normed 11 258849 1000000 1000000 1000000
g27-g58-normed 11 17 36 55 76
g27-g59-normed 11 17 50 59 80
g27-g60-normed 11 26 462327 490436 1000000
g27-g66-normed 11 73 151 243 300
g27-g73-normed 11 106 836632 890601 1000000
g27-g82-normed 11 323 667 991 1333
g27-g86-normed 11 351 727 1191 1449
g27-g93-normed 11 221978 536096 825161 1000000
g28-g58-normed 11 1000000 1000000 1000000 983
g28-g59-normed 11 1000000 1000000 1000000 1000000
g28-g60-normed 11 1000000 30 31 40
g28-g66-normed 11 1000000 1000000 1000000 543342
g28-g73-normed 11 1000000 80 89 93
g28-g82-normed 11 1000000 1000000 1000000 1000000
g28-g86-normed 11 471 857 1244 1642
g28-g93-normed 11 66 65 67 70
g29-g58-normed 11 24 50 77 107
g29-g59-normed 11 26 52 81 125
g29-g60-normed 11 1000000 1000000 1000000 1000000
g29-g66-normed 11 95 188 283 380
g29-g73-normed 11 1000000 1000000 1000000 1000000
g29-g82-normed 11 420 881 1290 1691
g29-g86-normed 11 476 930 1370 1843
g29-g93-normed 11 321969 1000000 1000000 1000000
g3-g58-normed 11 1 1 1 1
g3-g59-normed 11 1 1 1 1
g3-g60-normed 11 1 1 1 1
g3-g66-normed 11 7408 1 1 1
g3-g73-normed 11 4 3 3 3
g3-g82-normed 11 29333 3724 10 7
g3-g86-normed 11 216 394 548 11
g3-g93-normed 11 26 26 26 27
g30-g58-normed 11 0 1 1 1
g30-g59-normed 11 0 1 1 1
g30-g60-normed 11 0 1 1 1
g30-g66-normed 11 33 63 93 124
g30-g73-normed 11 2 3 3 3
g30-g82-normed 11 10 8 8 10
g30-g86-normed 11 8 8 8 8
g30-g93-normed 11 28 27 28 31
g31-g58-normed 11 25 66 90 99
g31-g59-normed 11 36 53 76 100
g31-g60-normed 11 1000000 1000000 1000000 1000000
g31-g66-normed 11 133 199 281 370
g31-g73-normed 11 1000000 1000000 1000000 1000000
g31-g82-normed 11 455 885 1251 1676
g31-g86-normed 11 495 963 1362 1843
g31-g93-normed 11 344370 669144 979630 1000000
g32-g58-normed 11 18 35 52 68
g32-g59-normed 11 18 36 71 95
g32-g60-normed 11 29 57 95 112
g32-g66-normed 11 93 159 250 314
g32-g73-normed 11 96 187 278 370
g32-g82-normed 11 360 707 1053 1468
g32-g86-normed 11 460 770 1146 1517
g32-g93-normed 11 185895 370846 553003 732560
g33-g58-normed 11 179 1012 1689 2214
g33-g59-normed 11 348 1114 1830 2338
g33-g60-normed 11 1000000 1000000 1000000 1000000
g33-g66-normed 11 128 310 463 631
g33-g73-normed 11 1000000 1000000 1000000 1000000
g33-g82-normed 11 582 1298 1893 2542
g33-g86-normed 11 661 1122 1531 2010
g33-g93-normed 11 1000000 1000000 1000000 1000000
g34-g58-normed 11 1000000 1000000 1000000 1000000
g34-g59-normed 11 358860 1000000 1000000 1000000
g34-g60-normed 11 1000000 1000000 1000000 1000000
g34-g66-normed 11 1000000 1000000 1000000 1000000
g34-g73-normed 11 1000000 1000000 1000000 1000001
g34-g82-normed 11 515728 1000000 1000000 1000000
g34-g86-normed 11 515 2595 4577 6508
g34-g93-normed 11 78 1000001 1000002 78
g35-g58-normed 11 12915 505878 505964 507644
g35-g59-normed 11 11914 244224 244960 246415
g35-g60-normed 11 1000000 1000000 1000000 1000000
g35-g66-normed 11 197 2712 2917 3166
g35-g73-normed 11 1000000 1000000 1000000 1000000
g35-g82-normed 11 761 11214 12098 12958
g35-g86-normed 11 582 1171 1860 2316
g35-g93-normed 11 436114 1000000 1000001 1000001
g36-g58-normed 11 1038 29777 90313 95482
g36-g59-normed 11 925 10926 26748 30213
g36-g60-normed 11 1000000 1000000 1000000 1000000
g36-g66-normed 11 272 3044 89331 92079
g36-g73-normed 11 1000000 1000000 1000000 1000000
g36-g82-normed 11 1091 7821 144506 156741
g36-g86-normed 11 909 1475 2013 2530
g36-g93-normed 11 1000001 1000001 1000001 1000002
g37-g58-normed 11 200 318 703 717
g37-g59-normed 11 302 484 826 897
g37-g60-normed 11 1000000 1000000 1000000 1000000
g37-g66-normed 11 115 239 1866 2044
g37-g73-normed 11 1000000 1000000 1000000 1000000
g37-g82-normed 11 513 1066 9719 10661
g37-g86-normed 11 558 1164 1700 2311
g37-g93-normed 11 1000000 1000000 1000001 1000000
g38-g58-normed 11 35 77 139 209
g38-g59-normed 11 46 77 146 219
g38-g60-normed 11 1000000 1000000 1000000 1000000
g38-g66-normed 11 128 254 351 464
g38-g73-normed 11 1000000 1000000 1000000 1000000
g38-g82-normed 11 567 1062 1569 2061
g38-g86-normed 11 619 1207 1698 2461
g38-g93-normed 11 89 89 91 91
g39-g58-normed 11 1056 3070 5116 7293
g39-g59-normed 11 946 2598 4251 5929
g39-g60-normed 11 1000000 1000000 1000000 1000000
g39-g66-normed 11 173 349 516 792
g39-g73-normed 11 1000000 1000000 1000000 1000000
g39-g82-normed 11 661 1325 1992 2642
g39-g86-normed 11 464 928 1386 1840
g39-g93-normed 11 128 77 78 77
g4-g58-normed 11 4 1 1 2
g4-g59-normed 11 3 1 1 2
g4-g60-normed 11 2 1 1 1
g4-g66-normed 11 11 21 29 37
g4-g73-normed 11 5 5 6 4
g4-g82-normed 11 58 73 118 127
g4-g86-normed 11 22 35 47 58
g4-g93-normed 11 15604 30089 43756 55918
g40-g58-normed 11 26 51 74 97
g40-g59-normed 11 27 53 78 116
g40-g60-normed 11 53 142 155 203
g40-g66-normed 11 124 242 356 473
g40-g73-normed 11 169 352 505 664
g40-g82-normed 11 549 1076 1579 2034
g40-g86-normed 11 600 1174 1722 2246
g40-g93-normed 11 249229 505499 766217 1000000
g41-g58-normed 11 419 1073 1665 2067
g41-g59-normed 11 645 1403 2098 2749
g41-g60-normed 11 1000000 1000000 1000000 1000000
g41-g66-normed 11 249 498 746 939
g41-g73-normed 11 1000000 1000000 1000000 1000000
g41-g82-normed 11 984 1986 3176 3765
g41-g86-normed 11 686 1323 2227 2681
g41-g93-normed 11 1000001 1000001 1000000 1000001
g42-g58-normed 11 93 181 271 417
g42-g59-normed 11 82 157 223 336
g42-g60-normed 11 1000000 1000000 1000000 1000000
g42-g66-normed 11 218 417 636 829
g42-g73-normed 11 1000000 1000000 1000000 1000000
g42-g82-normed 11 853 1658 2505 3286
g42-g86-normed 11 649 1206 1803 2352
g42-g93-normed 11 456211 851531 1000000 1000000
g43-g58-normed 11 47 70 105 139
g43-g59-normed 11 37 72 107 146
g43-g60-normed 11 415 1175 2254 3108
g43-g66-normed 11 135 350 393 521
g43-g73-normed 11 794 2182 4173 5618
g43-g82-normed 11 598 1182 1750 2324
g43-g86-normed 11 713 1290 1909 2534
g43-g93-normed 11 466763 876990 1000001 1000000
g44-g58-normed 11 30 60 94 144
g44-g59-normed 11 33 65 100 137
g44-g60-normed 11 1000000 1000000 1000000 1000000
g44-g66-normed 11 117 234 361 498
g44-g73-normed 11 1000000 1000000 1000000 1000000
g44-g82-normed 11 522 1071 1608 2237
g44-g86-normed 11 570 1144 1754 2512
g44-g93-normed 11 562349 1000000 1000000 1000001
g45-g58-normed 11 1 1 1 1
g45-g59-normed 11 1 1 1 1
g45-g60-normed 11 1 1 1 1
g45-g66-normed 11 48 88 133 179
g45-g73-normed 11 3 3 3 4
g45-g82-normed 11 8 9 10 11
g45-g86-normed 11 9 9 9 9
g45-g93-normed 11 34 28 28 28
g46-g58-normed 11 37 127 213 217
g46-g59-normed 11 48 166 301 401
g46-g60-normed 11 1000000 1000000 1000000 1000000
g46-g66-normed 11 124 250 372 494
g46-g73-normed 11 1000000 1000000 1000000 1000000
g46-g82-normed 11 674 1168 1657 2208
g46-g86-normed 11 598 1213 1808 2396
g46-g93-normed 11 1000000 1000000 1000000 1000000
g47-g58-normed 11 1 1 2 39
g47-g59-normed 11 1 1 2 60
g47-g60-normed 11 1 1 2 1000000
g47-g66-normed 11 43 82 125 250
g47-g73-normed 11 3 3 4 1000000
g47-g82-normed 11 8 8 10 589
g47-g86-normed 11 9 11 13 628
g47-g93-normed 11 28 27 28 1000000
g48-g58-normed 11 36 80 123 172
g48-g59-normed 11 35 86 141 219
g48-g60-normed 11 1000000 1000000 1000000 1000000
g48-g66-normed 11 118 236 352 574
g48-g73-normed 11 1000000 1000000 1000000 1000000
g48-g82-normed 11 523 1044 1561 2126
g48-g86-normed 11 570 1139 1701 2323
g48-g93-normed 11 1000000 1000000 1000001 1000000
g49-g58-normed 11 40 82 125 171
g49-g59-normed 11 46 92 140 187
g49-g60-normed 11 4394 11753 50021 52535
g49-g66-normed 11 120 326 391 485
g49-g73-normed 11 7439 19894 83314 87467
g49-g82-normed 11 535 1090 1650 2216
g49-g86-normed 11 585 1189 1873 2502
g49-g93-normed 11 371051 754515 1000000 1000000
g5-g58-normed 11 2 1 1 1
g5-g59-normed 11 186 1 1 1
g5-g60-normed 11 161 0 1 0
g5-g66-normed 11 12 2 1 1
g5-g73-normed 11 11 2 2 2
g5-g82-normed 11 44 7 7 7
g5-g86-normed 11 23 51 8 8
g5-g93-normed 11 26 26 26 30
g50-g58-normed 11 26 52 78 106
g50-g59-normed 11 28 54 98 111
g50-g60-normed 11 43 85 128 173
g50-g66-normed 11 124 244 368 494
g50-g73-normed 11 146 288 435 609
g50-g82-normed 11 550 1082 1711 2259
g50-g86-normed 11 618 1181 1784 2397
g50-g93-normed 11 292204 582537 889980 1000001
g6-g58-normed 11 152 2 3 3
g6-g59-normed 11 226 3 2 3
g6-g60-normed 11 9 2 1 3
g6-g66-normed 11 267 382 4677 4712
g6-g73-normed 11 30 12 6 9
g6-g82-normed 11 1169 1204 9577 9973
g6-g86-normed 11 72 114 264 298
g6-g93-normed 11 326 31 28 28
g7-g58-normed 11 26 51 74 94
g7-g59-normed 11 27 39 56 73
g7-g60-normed 11 116683 311392 628725 1000000
g7-g66-normed 11 300 594 862 1080
g7-g73-normed 11 173820 458374 926459 1000000
g7-g82-normed 11 1011 2030 2925 3762
g7-g86-normed 11 91 168 246 330
g7-g93-normed 11 27 27 27 27
g8-g58-normed 11 1024 1740 87 34338
g8-g59-normed 11 587 1061 3313 263
g8-g60-normed 11 29 64 6 7
g8-g66-normed 11 87 3679 4203 4206
g8-g73-normed 11 169 105 17 11
g8-g82-normed 11 342 16557 18417 18394
g8-g86-normed 11 92 191 258 405
g8-g93-normed 11 1000000 1000000 1000000 1000000
g9-g58-normed 11 1000000 18 8 12
g9-g59-normed 11 176 9 8 13
g9-g60-normed 11 2207 9 8 12
g9-g66-normed 11 49 94 1000000 1000000
g9-g73-normed 11 23 27 40 56
g9-g82-normed 11 180 340 1000000 1000000
g9-g86-normed 11 110 205 312 468
g9-g93-normed 11 86324 1000000 1000000 1000000
phase-30-150-0.34-0.36-0.42-1 12 33041 1257 14 1
phase-30-150-0.34-0.36-0.42-2 12 2 1 0 0
phase-30-150-0.34-0.36-0.42-3 12 144646 827 15 1
phase-30-150-0.34-0.36-0.42-4 12 5137 4 2 1
phase-30-150-0.34-0.36-0.42-5 12 70262 6765 2 4
phase-30-150-0.34-0.36-0.42-6 12 756752 1000000 1000000 47505
phase-30-150-0.34-0.36-0.42-7 12 17050 143 0 1
phase-30-150-0.34-0.36-0.42-8 12 69 11 0 0
phase-30-150-0.38-0.38-0.44-1 12 1000000 1000000 52501 154
phase-30-150-0.38-0.38-0.44-2 12 300600 3465 3 1
phase-30-150-0.38-0.38-0.44-3 12 1000000 1000000 33028 87003
phase-30-150-0.38-0.38-0.44-4 12 106213 967 366 7
phase-30-150-0.38-0.38-0.44-5 12 1000000 1000000 1000000 1000000
phase-30-150-0.38-0.38-0.44-6 12 1000000 1000000 1000000 135570
phase-30-150-0.38-0.38-0.44-7 12 578076 1000000 1000000 1000000
phase-30-150-0.38-0.38-0.44-8 12 1000000 1000000 18071 522
phase-30-150-0.40-0.46-0.48-1 12 322491 11380 497 2
phase-30-150-0.40-0.46-0.48-2 12 1000000 115788 8489 260
phase-30-150-0.40-0.46-0.48-3 12 1000000 92247 8 2
phase-30-150-0.40-0.46-0.48-4 12 1933 56 4 0
phase-30-150-0.40-0.46-0.48-5 12 89150 799 10 1
phase-30-150-0.40-0.46-0.48-6 12 1000000 1000000 477 5
phase-30-150-0.40-0.46-0.48-7 12 143 2 1 0
phase-30-150-0.40-0.46-0.48-8 12 1000000 1000000 7016 857
phase-30-150-0.42-0.46-0.50-1 12 1000000 38491 397 1
phase-30-150-0.42-0.46-0.50-2 12 1000000 1000000 1000000 35652
phase-30-150-0.42-0.46-0.50-3 12 1000000 657 2564 2
phase-30-150-0.42-0.46-0.50-4 12 1000000 1000000 1000000 405971
phase-30-150-0.42-0.46-0.50-5 12 33293 2995 1 1
phase-30-150-0.42-0.46-0.50-6 12 1000000 1000000 335808 12851
phase-30-150-0.42-0.46-0.50-7 12 1000000 4766 381 40
phase-30-150-0.42-0.46-0.50-8 12 12674 329 8 2
phase-30-150-0.44-0.46-0.50-1 12 1000000 1000000 23675 903
phase-30-150-0.44-0.46-0.50-2 12 1000000 1000000 1000000 117458
phase-30-150-0.44-0.46-0.50-3 12 1000000 23692 24 5
phase-30-150-0.44-0.46-0.50-4 12 1000000 13343 237 10
phase-30-150-0.44-0.46-0.50-5 12 1000000 1000000 82959 62
phase-30-150-0.44-0.46-0.50-6 12 528421 10099 636 5
phase-30-150-0.44-0.46-0.50-7 12 1000000 511248 579 8
phase-30-150-0.44-0.46-0.50-8 12 1000000 10543 59 2
phase-30-150-0.46-0.50-0.52-1 12 1000000 1000000 44902 280
phase-30-150-0.46-0.50-0.52-2 12 1000000 13359 49 23
phase-30-150-0.46-0.50-0.52-3 12 1000000 119932 1929 68
phase-30-150-0.46-0.50-0.52-4 12 1000000 209828 1254 18
phase-30-150-0.46-0.50-0.52-5 12 1000000 210863 222 5
phase-30-150-0.46-0.50-0.52-6 12 881557 185536 80 3
phase-30-150-0.46-0.50-0.52-7 12 41475 526 12 1
phase-30-150-0.46-0.50-0.52-8 12 399177 56 1 1
phase-30-150-0.48-0.50-0.54-1 12 1000000 1867 24 93
phase-30-150-0.48-0.50-0.54-2 12 1000000 128535 4313 15
phase-30-150-0.48-0.50-0.54-3 12 1000000 235513 935 5
phase-30-150-0.48-0.50-0.54-4 12 1000000 1000000 19086 4270
phase-30-150-0.48-0.50-0.54-5 12 1000000 569991 1000 4
phase-30-150-0.48-0.50-0.54-6 12 1000000 103786 5777 12
phase-30-150-0.48-0.50-0.54-7 12 1000000 151555 1333 134
phase-30-150-0.48-0.50-0.54-8 12 1000000 94848 9742 18
phase-30-150-0.50-0.52-0.54-1 12 1000000 147017 3274 128
phase-30-150-0.50-0.52-0.54-2 12 1000000 1000000 1000000 21653
phase-30-150-0.50-0.52-0.54-3 12 1000000 1000000 32499 2225
phase-30-150-0.50-0.52-0.54-4 12 1000000 1000000 1000000 143875
phase-30-150-0.50-0.52-0.54-5 12 1000000 6160 8 1
phase-30-150-0.50-0.52-0.54-6 12 1000000 1000000 39100 125238
phase-30-150-0.50-0.52-0.54-7 12 1000000 1000000 1000000 23441
phase-30-150-0.50-0.52-0.54-8 12 1000000 1000000 16502 1434
phase-30-150-0.52-0.54-0.56-1 12 1000000 1000000 1000000 28987
phase-30-150-0.52-0.54-0.56-2 12 1000000 1000000 1000000 21415
phase-30-150-0.52-0.54-0.56-3 12 1000000 1000000 2652 277
phase-30-150-0.52-0.54-0.56-4 12 1000000 1000000 252968 2917
phase-30-150-0.52-0.54-0.56-5 12 297428 2853 9 2
phase-30-150-0.52-0.54-0.56-6 12 1000000 50665 2431 42
phase-30-150-0.52-0.54-0.56-7 12 1000000 1000000 36583 720
phase-30-150-0.52-0.54-0.56-8 12 14691 1283 6 0
phase-30-150-0.54-0.56-0.58-1 12 1000000 1000000 1000000 17419
phase-30-150-0.54-0.56-0.58-2 12 1000000 1000000 1000000 1041
phase-30-150-0.54-0.56-0.58-3 12 1000000 1000000 12722 118
phase-30-150-0.54-0.56-0.58-4 12 1000000 1000000 13610 31
phase-30-150-0.54-0.56-0.58-5 12 1000000 1000000 94102 7491
phase-30-150-0.54-0.56-0.58-6 12 1000000 279150 18340 79
phase-30-150-0.54-0.56-0.58-7 12 1000000 1000000 163501 3542
phase-30-150-0.54-0.56-0.58-8 12 1000000 1000000 428888 19148
phase-30-150-0.56-0.56-0.60-1 12 1000000 1000000 1000000 100265
phase-30-150-0.56-0.56-0.60-2 12 1000000 209160 12211 718
phase-30-150-0.56-0.56-0.60-3 12 1000000 1000000 660818 7304
phase-30-150-0.56-0.56-0.60-4 12 1000000 1000000 1000000 369102
phase-30-150-0.56-0.56-0.60-5 12 1000000 1000000 1000000 1000000
phase-30-150-0.56-0.56-0.60-6 12 1000000 1415 71 1
phase-30-150-0.56-0.56-0.60-7 12 1000000 1000000 1000000 71596
phase-30-150-0.56-0.56-0.60-8 12 1000000 1000000 54597 6592
phase-30-150-0.60-0.58-0.62-1 12 1000000 224216 856 28
phase-30-150-0.60-0.58-0.62-2 12 1000000 1000000 140530 2108
phase-30-150-0.60-0.58-0.62-3 12 1000000 1000000 1000000 100735
phase-30-150-0.60-0.58-0.62-4 12 130085 2306 34 14
phase-30-150-0.60-0.58-0.62-5 12 1000000 1000000 49708 2430
phase-30-150-0.60-0.58-0.62-6 12 1000000 59369 7058 124
phase-30-150-0.60-0.58-0.62-7 12 1000000 1000000 1000000 1000000
phase-30-150-0.60-0.58-0.62-8 12 1000000 1000000 1000000 58835
phase-30-150-0.64-0.62-0.64-1 12 1000000 1000000 143801 29
phase-30-150-0.64-0.62-0.64-2 12 1000000 1000000 883282 8175
phase-30-150-0.64-0.62-0.64-3 12 1000000 1000000 5242 56
phase-30-150-0.64-0.62-0.64-4 12 1000000 307932 6739 6
phase-30-150-0.64-0.62-0.64-5 12 1000000 785832 86368 720
phase-30-150-0.64-0.62-0.64-6 12 1000000 1000000 12718 2084
phase-30-150-0.64-0.62-0.64-7 12 1000000 1000000 133192 76611
phase-30-150-0.64-0.62-0.64-8 12 1000000 1000000 1000000 50124
phase-30-150-0.66-0.64-0.66-1 12 1000000 1000000 606833 83675
phase-30-150-0.66-0.64-0.66-2 12 1000000 254458 13667 350
phase-30-150-0.66-0.64-0.66-3 12 1000000 1000000 241395 7827
phase-30-150-0.66-0.64-0.66-4 12 1000000 1000000 1000000 224977
phase-30-150-0.66-0.64-0.66-5 12 1000000 1000000 1000000 194134
phase-30-150-0.66-0.64-0.66-6 12 1000000 971080 16095 545
phase-30-150-0.66-0.64-0.66-7 12 1000000 1000001 1000000 4556
phase-30-150-0.66-0.64-0.66-8 12 1000000 1000000 70563 166
phase-30-150-0.68-0.64-0.68-1 12 1000000 1000000 1000000 1000000
phase-30-150-0.68-0.64-0.68-2 12 1000000 1000000 1000000 43192
phase-30-150-0.68-0.64-0.68-3 12 1000000 74754 1362 105
phase-30-150-0.68-0.64-0.68-4 12 1000000 1000000 338444 4898
phase-30-150-0.68-0.64-0.68-5 12 1000000 1000000 1000000 1000000
phase-30-150-0.68-0.64-0.68-6 12 1000000 93590 12231 1761
phase-30-150-0.68-0.64-0.68-7 12 1000000 68398 2640 36
phase-30-150-0.68-0.64-0.68-8 12 1000000 1000000 1276 210
phase-30-150-0.70-0.66-0.70-1 12 1000000 1000000 16402 13
phase-30-150-0.70-0.66-0.70-2 12 1000000 295568 5160 82
phase-30-150-0.70-0.66-0.70-3 12 1000000 1000000 77868 16555
phase-30-150-0.70-0.66-0.70-4 12 1000000 1000000 765015 8175
phase-30-150-0.70-0.66-0.70-5 12 1000000 1000000 573477 44470
phase-30-150-0.70-0.66-0.70-6 12 1000000 1000000 4341 43
phase-30-150-0.70-0.66-0.70-7 12 1000000 236271 1364 29
phase-30-150-0.70-0.66-0.70-8 12 1000000 1000000 1000000 1009
phase-30-150-0.72-0.66-0.70-1 12 1000000 1000000 202136 8176
phase-30-150-0.72-0.66-0.70-2 12 1000000 1000000 1000000 85170
phase-30-150-0.72-0.66-0.70-3 12 1000000 1000000 55647 17910
phase-30-150-0.72-0.66-0.70-4 12 1000000 512051 3049 445
phase-30-150-0.72-0.66-0.70-5 12 1000000 1000000 204832 18373
phase-30-150-0.72-0.66-0.70-6 12 1000000 1000000 1000000 224221
phase-30-150-0.72-0.66-0.70-7 12 1000000 1000000 1000000 822022
phase-30-150-0.72-0.66-0.70-8 12 1000000 1000000 1000000 158203
phase-30-150-0.74-0.68-0.70-1 12 1000000 1000000 1000000 504000
phase-30-150-0.74-0.68-0.70-2 12 1000000 1000000 149 288
phase-30-150-0.74-0.68-0.70-3 12 1000000 1000000 200190 3
phase-30-150-0.74-0.68-0.70-4 12 1000000 1000000 13422 731
phase-30-150-0.74-0.68-0.70-5 12 1000000 1000000 477390 5441
phase-30-150-0.74-0.68-0.70-6 12 1000000 1000000 94718 349
phase-30-150-0.74-0.68-0.70-7 12 1000000 1000000 1000000 97334
phase-30-150-0.74-0.68-0.70-8 12 1000000 1000000 1000000 1000000
phase-30-150-0.76-0.70-0.72-1 12 1000000 1000000 1000000 164506
phase-30-150-0.76-0.70-0.72-2 12 1000000 807227 246386 7938
phase-30-150-0.76-0.70-0.72-3 12 1000000 1000000 15859 265
phase-30-150-0.76-0.70-0.72-4 12 1000000 1000000 106089 13532
phase-30-150-0.76-0.70-0.72-5 12 1000000 512885 4108 31
phase-30-150-0.76-0.70-0.72-6 12 1000000 813389 26633 385
phase-30-150-0.76-0.70-0.72-7 12 1000000 627015 7203 646
phase-30-150-0.76-0.70-0.72-8 12 1000000 1000000 44954 701
phase-30-150-0.78-0.72-0.74-1 12 1000000 1000000 1000000 29064
