instance family sequential-d2-induced-except-5
g18-g52 11 1000000
g18-g53 11 650091
g18-g54 11 1000000
g18-g55 11 1000000
g18-g56 11 1000000
g18-g57 11 12004
g18-g61 11 1000000
g18-g62 11 1000000
g18-g63 11 1000000
g18-g64 11 1000000
g18-g65 11 1000000
g18-g67 11 1000000
g18-g68 11 1000000
g18-g69 11 1000000
g18-g70 11 1000000
g18-g71 11 1000000
g18-g72 11 705540
g18-g74 11 1000000
g18-g75 11 1000000
g18-g76 11 1000000
g18-g77 11 1000001
g18-g78 11 207518
g18-g79 11 3110
g18-g80 11 473100
g18-g81 11 1000001
g18-g83 11 280
g18-g84 11 1000001
g18-g85 11 1000000
g18-g87 11 1000001
g18-g88 11 1000001
g18-g89 11 1000001
g18-g90 11 617
g18-g91 11 1000001
g18-g92 11 1000002
g18-g94 11 9749
g18-g95 11 1000001
g18-g96 11 1000001
g18-g97 11 1000001
g18-g98 11 1000001
g18-g99 11 1000001
g19-g100 11 1354
g19-g101 11 1000001
g19-g102 11 1000002
g19-g103 11 1000005
g19-g104 11 1000007
g19-g105 11 1000006
g19-g106 11 1000004
g19-g107 11 1000009
g19-g108 11 1000003
g19-g109 11 1000003
g19-g110 11 1000007
g19-g111 11 1000012
g19-g112 11 1000014
g19-g51 11 9059
g19-g52 11 60806
g19-g53 11 11368
g19-g54 11 1000000
g19-g55 11 1000000
g19-g56 11 1000000
g19-g57 11 17
g19-g61 11 4923
g19-g62 11 1000000
g19-g63 11 1000000
g19-g64 11 1000000
g19-g65 11 1000000
g19-g67 11 855257
g19-g68 11 1000000
g19-g69 11 18240
g19-g70 11 2422
g19-g71 11 20657
g19-g72 11 4362
g19-g74 11 1000000
g19-g75 11 1000000
g19-g76 11 1000000
g19-g77 11 1000000
g19-g78 11 1000000
g19-g79 11 1000000
g19-g80 11 548
g19-g81 11 1000000
g19-g83 11 1000000
g19-g84 11 1000001
g19-g85 11 7426
g19-g87 11 1000001
g19-g88 11 1000001
g19-g89 11 26023
g19-g90 11 1000001
g19-g91 11 106455
g19-g92 11 144224
g19-g94 11 1000001
g19-g95 11 15387
g19-g96 11 28383
g19-g97 11 20251
g19-g98 11 92134
g19-g99 11 93013
g2-g100 11 1321
g2-g101 11 1594
g2-g102 11 1638
g2-g103 11 1738
g2-g104 11 5136
g2-g105 11 5292
g2-g106 11 12295
g2-g107 11 12257
g2-g108 11 15293
g2-g109 11 16350
g2-g110 11 21802
g2-g111 11 25112
g2-g112 11 37697
g2-g51 11 5
g2-g52 11 5
g2-g53 11 7
g2-g54 11 12
g2-g55 11 16
g2-g56 11 13
g2-g57 11 10
g2-g61 11 16
g2-g62 11 27
g2-g63 11 37
g2-g64 11 86
g2-g65 11 38
g2-g67 11 33
g2-g68 11 69
g2-g69 11 43
g2-g70 11 40
g2-g71 11 43
g2-g72 11 48
g2-g74 11 99
g2-g75 11 119
g2-g76 11 242
g2-g77 11 524
g2-g78 11 84
g2-g79 11 111
g2-g80 11 147
g2-g81 11 237
g2-g83 11 232
g2-g84 11 757
g2-g85 11 228
g2-g87 11 269
g2-g88 11 271
g2-g89 11 273
g2-g90 11 586
g2-g91 11 559
g2-g92 11 752
g2-g94 11 1444
g2-g95 11 1308
g2-g96 11 1278
g2-g97 11 1277
g2-g98 11 1325
g2-g99 11 1298
g20-g100 11 1249
g20-g101 11 1608
g20-g102 11 1629
g20-g103 11 1698
g20-g104 11 5171
g20-g105 11 5253
g20-g106 11 12331
g20-g107 11 12253
g20-g108 11 15424
g20-g109 11 16372
g20-g110 11 22382
g20-g111 11 25199
g20-g112 11 37473
g20-g51 11 6
g20-g52 11 6
g20-g53 11 7
g20-g54 11 14
g20-g55 11 14
g20-g56 11 15
g20-g57 11 12
g20-g61 11 18
g20-g62 11 29
g20-g63 11 41
g20-g64 11 1000000
g20-g65 11 40
g20-g67 11 35
g20-g68 11 1000000
g20-g69 11 45
g20-g70 11 42
g20-g71 11 45
g20-g72 11 50
g20-g74 11 71
g20-g75 11 303
g20-g76 11 720
g20-g77 11 1062
g20-g78 11 87
g20-g79 11 115
g20-g80 11 151
g20-g81 11 241
g20-g83 11 235
g20-g84 11 2104
g20-g85 11 231
g20-g87 11 287
g20-g88 11 368
g20-g89 11 268
g20-g90 11 524
g20-g91 11 567
g20-g92 11 789
g20-g94 11 1070
g20-g95 11 1417
g20-g96 11 1313
g20-g97 11 1286
g20-g98 11 1305
g20-g99 11 1305
g21-g100 11 1255
g21-g101 11 1610
g21-g102 11 1632
g21-g103 11 1701
g21-g104 11 5322
g21-g105 11 5198
g21-g106 11 12441
g21-g107 11 12292
g21-g108 11 15531
g21-g109 11 16395
g21-g110 11 21858
g21-g111 11 24762
g21-g112 11 37644
g21-g51 11 7
g21-g52 11 7
g21-g53 11 8
g21-g54 11 20
g21-g55 11 15
g21-g56 11 16
g21-g57 11 13
g21-g61 11 19
g21-g62 11 30
g21-g63 11 41
g21-g64 11 8087
g21-g65 11 41
g21-g67 11 36
g21-g68 11 72
g21-g69 11 62
g21-g70 11 43
g21-g71 11 64
g21-g72 11 51
g21-g74 11 72
g21-g75 11 104
g21-g76 11 740
g21-g77 11 1157
g21-g78 11 88
g21-g79 11 116
g21-g80 11 152
g21-g81 11 243
g21-g83 11 237
g21-g84 11 2342
g21-g85 11 232
g21-g87 11 274
g21-g88 11 276
g21-g89 11 261
g21-g90 11 524
g21-g91 11 567
g21-g92 11 759
g21-g94 11 1073
g21-g95 11 1285
g21-g96 11 1291
g21-g97 11 1293
g21-g98 11 1308
g21-g99 11 1309
g22-g100 11 1349
g22-g101 11 1768
g22-g102 11 1792
g22-g103 11 1856
g22-g104 11 1000003
g22-g105 11 1000002
g22-g106 11 1000005
g22-g107 11 1000013
g22-g108 11 1000004
g22-g109 11 39700
g22-g110 11 45371
g22-g111 11 1000020
g22-g112 11 67355
g22-g51 11 1000000
g22-g52 11 16
g22-g53 11 1000000
g22-g54 11 88
g22-g55 11 113
g22-g56 11 90
g22-g57 11 14
g22-g61 11 3624
g22-g62 11 81
g22-g63 11 1000000
g22-g64 11 1000000
g22-g65 11 431
g22-g67 11 47
g22-g68 11 1000000
g22-g69 11 6289
g22-g70 11 66
g22-g71 11 6532
g22-g72 11 1635
g22-g74 11 135
g22-g75 11 370
g22-g76 11 689
g22-g77 11 1005
g22-g78 11 525
g22-g79 11 226
g22-g80 11 166
g22-g81 11 1504
g22-g83 11 1483
g22-g84 11 1986
g22-g85 11 278
g22-g87 11 819
g22-g88 11 1007
g22-g89 11 303
g22-g90 11 2781
g22-g91 11 2426
g22-g92 11 3403
g22-g94 11 3622
g22-g95 11 52896
g22-g96 11 130157
g22-g97 11 22580
g22-g98 11 511644
g22-g99 11 574810
g23-g100 11 1328
g23-g101 11 1750
g23-g102 11 1802
g23-g103 11 1845
g23-g104 11 410932
g23-g105 11 410281
g23-g106 11 1000008
g23-g107 11 1000003
g23-g108 11 1000013
g23-g109 11 17074
g23-g110 11 30159
g23-g111 11 1000012
g23-g112 11 38641
g23-g51 11 14684
g23-g52 11 8
g23-g53 11 52
g23-g54 11 28
g23-g55 11 20
g23-g56 11 30
g23-g57 11 15
g23-g61 11 25
g23-g62 11 46
g23-g63 11 336570
g23-g64 11 1000000
g23-g65 11 51
g23-g67 11 46
g23-g68 11 1000000
g23-g69 11 58
g23-g70 11 51
g23-g71 11 58
g23-g72 11 59
g23-g74 11 103
g23-g75 11 321
g23-g76 11 718
g23-g77 11 1077
g23-g78 11 163
g23-g79 11 145
g23-g80 11 169
g23-g81 11 284
g23-g83 11 281
g23-g84 11 2181
g23-g85 11 259
g23-g87 11 407
g23-g88 11 483
g23-g89 11 298
g23-g90 11 602
g23-g91 11 637
g23-g92 11 854
g23-g94 11 1187
g23-g95 11 1365
g23-g96 11 1373
g23-g97 11 1371
g23-g98 11 1409
g23-g99 11 1447
g24-g100 11 1000002
g24-g101 11 1000002
g24-g102 11 1000002
g24-g103 11 1000004
g24-g104 11 6877
g24-g105 11 6948
g24-g106 11 15365
g24-g107 11 15789
g24-g108 11 18991
g24-g109 11 1000003
g24-g110 11 1000005
g24-g111 11 29258
g24-g112 11 1000005
g24-g51 11 1000000
g24-g52 11 1000000
g24-g53 11 1000000
g24-g54 11 1000000
g24-g55 11 1000000
g24-g56 11 1000000
g24-g57 11 38973
g24-g61 11 1000000
g24-g62 11 1000000
g24-g63 11 67
g24-g64 11 1000000
g24-g65 11 1000000
g24-g67 11 1000000
g24-g68 11 1000000
g24-g69 11 1000000
g24-g70 11 1000000
g24-g71 11 1000000
g24-g72 11 1000000
g24-g74 11 1000000
g24-g75 11 1000000
g24-g76 11 1000000
g24-g77 11 1000000
g24-g78 11 1000000
g24-g79 11 1000000
g24-g80 11 1000000
g24-g81 11 1000000
g24-g83 11 1000000
g24-g84 11 1000001
g24-g85 11 1000001
g24-g87 11 1000001
g24-g88 11 1000001
g24-g89 11 1000001
g24-g90 11 1000001
g24-g91 11 1000001
g24-g92 11 1000001
g24-g94 11 1000001
g24-g95 11 2027
g24-g96 11 2194
g24-g97 11 2041
g24-g98 11 2073
g24-g99 11 2065
g25-g100 11 1386
g25-g101 11 1789
g25-g102 11 1819
g25-g103 11 1906
g25-g104 11 1000005
g25-g105 11 1000005
g25-g106 11 1000014
g25-g107 11 1000003
g25-g108 11 1000009
g25-g109 11 17507
g25-g110 11 42614
g25-g111 11 1000014
g25-g112 11 39238
g25-g51 11 1000000
g25-g52 11 13
g25-g53 11 1000000
g25-g54 11 64
g25-g55 11 28
g25-g56 11 97
g25-g57 11 17
g25-g61 11 26
g25-g62 11 60
g25-g63 11 341014
g25-g64 11 1000000
g25-g65 11 52
g25-g67 11 49
g25-g68 11 1000000
g25-g69 11 61
g25-g70 11 75
g25-g71 11 60
g25-g72 11 483
g25-g74 11 137
g25-g75 11 412
g25-g76 11 773
g25-g77 11 1054
g25-g78 11 519
g25-g79 11 140
g25-g80 11 181
g25-g81 11 289
g25-g83 11 287
g25-g84 11 2111
g25-g85 11 274
g25-g87 11 585
g25-g88 11 832
g25-g89 11 311
g25-g90 11 707
g25-g91 11 665
g25-g92 11 897
g25-g94 11 1305
g25-g95 11 2244
g25-g96 11 352366
g25-g97 11 1000002
g25-g98 11 1000001
g25-g99 11 1000002
g26-g100 11 1403
g26-g101 11 1788
g26-g102 11 1815
g26-g103 11 1989
g26-g104 11 16288
g26-g105 11 16430
g26-g106 11 1000003
g26-g107 11 78251
g26-g108 11 123677
g26-g109 11 17539
g26-g110 11 33318
g26-g111 11 1000014
g26-g112 11 39303
g26-g51 11 1470
g26-g52 11 8
g26-g53 11 438
g26-g54 11 35
g26-g55 11 21
g26-g56 11 39
g26-g57 11 16
g26-g61 11 35
g26-g62 11 44
g26-g63 11 95287
g26-g64 11 1000000
g26-g65 11 53
g26-g67 11 48
g26-g68 11 1000000
g26-g69 11 59
g26-g70 11 55
g26-g71 11 60
g26-g72 11 62
g26-g74 11 117
g26-g75 11 361
g26-g76 11 768
g26-g77 11 1160
g26-g78 11 238
g26-g79 11 140
g26-g80 11 194
g26-g81 11 291
g26-g83 11 289
g26-g84 11 2295
g26-g85 11 273
g26-g87 11 425
g26-g88 11 471
g26-g89 11 308
g26-g90 11 613
g26-g91 11 643
g26-g92 11 852
g26-g94 11 1205
g26-g95 11 1396
g26-g96 11 1410
g26-g97 11 1402
g26-g98 11 1497
g26-g99 11 1495
g27-g100 11 1480
g27-g101 11 1771
g27-g102 11 1801
g27-g103 11 1942
g27-g104 11 5521
g27-g105 11 5581
g27-g106 11 13414
g27-g107 11 13051
g27-g108 11 16267
g27-g109 11 17202
g27-g110 11 23957
g27-g111 11 26343
g27-g112 11 38937
g27-g51 11 196
g27-g52 11 8
g27-g53 11 13
g27-g54 11 21
g27-g55 11 26
g27-g56 11 22
g27-g57 11 16
g27-g61 11 26
g27-g62 11 37
g27-g63 11 462
g27-g64 11 1000000
g27-g65 11 53
g27-g67 11 48
g27-g68 11 793435
g27-g69 11 59
g27-g70 11 78
g27-g71 11 60
g27-g72 11 61
g27-g74 11 88
g27-g75 11 282
g27-g76 11 757
g27-g77 11 1212
g27-g78 11 112
g27-g79 11 140
g27-g80 11 174
g27-g81 11 292
g27-g83 11 288
g27-g84 11 2456
g27-g85 11 303
g27-g87 11 321
g27-g88 11 420
g27-g89 11 308
g27-g90 11 626
g27-g91 11 642
g27-g92 11 854
g27-g94 11 1253
g27-g95 11 1391
g27-g96 11 1394
g27-g97 11 1436
g27-g98 11 1422
g27-g99 11 1426
g28-g100 11 1496
g28-g101 11 1000002
g28-g102 11 1000001
g28-g103 11 1000003
g28-g104 11 1000002
g28-g105 11 1000004
g28-g106 11 1000004
g28-g107 11 1000004
g28-g108 11 1000003
g28-g109 11 1000015
g28-g110 11 36348
g28-g111 11 1000005
g28-g112 11 1000028
g28-g51 11 1000000
g28-g52 11 1000000
g28-g53 11 31808
g28-g54 11 62
g28-g55 11 271706
g28-g56 11 59
g28-g57 11 25
g28-g61 11 5136
g28-g62 11 1000000
g28-g63 11 1000000
g28-g64 11 1000001
g28-g65 11 6425
g28-g67 11 1000000
g28-g68 11 1000000
g28-g69 11 209316
g28-g70 11 1000000
g28-g71 11 1000000
g28-g72 11 1000000
g28-g74 11 1000000
g28-g75 11 394994
g28-g76 11 12614
g28-g77 11 1000000
g28-g78 11 1000000
g28-g79 11 1000001
g28-g80 11 243
g28-g81 11 1000001
g28-g83 11 1000001
g28-g84 11 1000000
g28-g85 11 301
g28-g87 11 711
g28-g88 11 5578
g28-g89 11 1792
g28-g90 11 1000001
g28-g91 11 1000001
g28-g92 11 1000001
g28-g94 11 1000004
g28-g95 11 39393
g28-g96 11 238789
g28-g97 11 68566
g28-g98 11 1000002
g28-g99 11 1000002
g29-g100 11 1274
g29-g101 11 1707
g29-g102 11 1685
g29-g103 11 1856
g29-g104 11 5253
g29-g105 11 5275
g29-g106 11 12658
g29-g107 11 12482
g29-g108 11 15580
g29-g109 11 16418
g29-g110 11 34318
g29-g111 11 25144
g29-g112 11 37744
g29-g51 11 8
g29-g52 11 7
g29-g53 11 11
g29-g54 11 18
g29-g55 11 17
g29-g56 11 25
g29-g57 11 14
g29-g61 11 20
g29-g62 11 31
g29-g63 11 310
g29-g64 11 1000000
g29-g65 11 49
g29-g67 11 51
g29-g68 11 1000000
g29-g69 11 49
g29-g70 11 45
g29-g71 11 49
g29-g72 11 54
g29-g74 11 77
g29-g75 11 7078
g29-g76 11 40163
g29-g77 11 89011
g29-g78 11 125
g29-g79 11 123
g29-g80 11 157
g29-g81 11 301
g29-g83 11 257
g29-g84 11 120652
g29-g85 11 239
g29-g87 11 295
g29-g88 11 297
g29-g89 11 269
g29-g90 11 545
g29-g91 11 602
g29-g92 11 779
g29-g94 11 1097
g29-g95 11 1366
g29-g96 11 1308
g29-g97 11 1311
g29-g98 11 1331
g29-g99 11 1334
g3-g100 11 1244
g3-g101 11 1626
g3-g102 11 1619
g3-g103 11 1683
g3-g104 11 5115
g3-g105 11 5282
g3-g106 11 12317
g3-g107 11 12388
g3-g108 11 15291
g3-g109 11 16336
g3-g110 11 22117
g3-g111 11 24826
g3-g112 11 37545
g3-g51 11 5
g3-g52 11 4
g3-g53 11 5
g3-g54 11 13
g3-g55 11 12
g3-g56 11 13
g3-g57 11 10
g3-g61 11 16
g3-g62 11 37
g3-g63 11 49
g3-g64 11 86
g3-g65 11 38
g3-g67 11 33
g3-g68 11 69
g3-g69 11 43
g3-g70 11 60
g3-g71 11 44
g3-g72 11 64
g3-g74 11 70
g3-g75 11 97
g3-g76 11 233
g3-g77 11 525
g3-g78 11 84
g3-g79 11 112
g3-g80 11 148
g3-g81 11 238
g3-g83 11 253
g3-g84 11 756
g3-g85 11 228
g3-g87 11 282
g3-g88 11 271
g3-g89 11 257
g3-g90 11 542
g3-g91 11 588
g3-g92 11 751
g3-g94 11 1246
g3-g95 11 1275
g3-g96 11 1278
g3-g97 11 1282
g3-g98 11 1296
g3-g99 11 1299
g30-g100 11 1295
g30-g101 11 1638
g30-g102 11 1683
g30-g103 11 1822
g30-g104 11 5284
g30-g105 11 5700
g30-g106 11 12498
g30-g107 11 12772
g30-g108 11 15606
g30-g109 11 16513
g30-g110 11 22746
g30-g111 11 25204
g30-g112 11 37651
g30-g51 11 8
g30-g52 11 7
g30-g53 11 9
g30-g54 11 18
g30-g55 11 17
g30-g56 11 18
g30-g57 11 13
g30-g61 11 20
g30-g62 11 31
g30-g63 11 59
g30-g64 11 105
g30-g65 11 65
g30-g67 11 38
g30-g68 11 92
g30-g69 11 48
g30-g70 11 45
g30-g71 11 49
g30-g72 11 53
g30-g74 11 76
g30-g75 11 117
g30-g76 11 266
g30-g77 11 563
g30-g78 11 148
g30-g79 11 123
g30-g80 11 156
g30-g81 11 273
g30-g83 11 356
g30-g84 11 831
g30-g85 11 237
g30-g87 11 292
g30-g88 11 295
g30-g89 11 267
g30-g90 11 540
g30-g91 11 581
g30-g92 11 816
g30-g94 11 1093
g30-g95 11 1303
g30-g96 11 1304
g30-g97 11 1306
g30-g98 11 1327
g30-g99 11 1327
g31-g100 11 1275
g31-g101 11 1634
g31-g102 11 1671
g31-g103 11 1779
g31-g104 11 5266
g31-g105 11 5264
g31-g106 11 12492
g31-g107 11 12490
g31-g108 11 15507
g31-g109 11 16398
g31-g110 11 23619
g31-g111 11 25244
g31-g112 11 37919
g31-g51 11 8
g31-g52 11 7
g31-g53 11 9
g31-g54 11 18
g31-g55 11 17
g31-g56 11 18
g31-g57 11 14
g31-g61 11 20
g31-g62 11 32
g31-g63 11 91
g31-g64 11 1000000
g31-g65 11 46
g31-g67 11 38
g31-g68 11 1000000
g31-g69 11 49
g31-g70 11 46
g31-g71 11 49
g31-g72 11 54
g31-g74 11 77
g31-g75 11 355
g31-g76 11 2061
g31-g77 11 3950
g31-g78 11 99
g31-g79 11 122
g31-g80 11 157
g31-g81 11 278
g31-g83 11 258
g31-g84 11 5902
g31-g85 11 251
g31-g87 11 302
g31-g88 11 340
g31-g89 11 269
g31-g90 11 538
g31-g91 11 583
g31-g92 11 788
g31-g94 11 1090
g31-g95 11 1310
g31-g96 11 1317
g31-g97 11 1311
g31-g98 11 1353
g31-g99 11 1373
g32-g100 11 1306
g32-g101 11 1651
g32-g102 11 1704
g32-g103 11 1759
g32-g104 11 5200
g32-g105 11 5388
g32-g106 11 12416
g32-g107 11 12347
g32-g108 11 15676
g32-g109 11 16570
g32-g110 11 21992
g32-g111 11 24912
g32-g112 11 37802
g32-g51 11 14
g32-g52 11 14
g32-g53 11 15
g32-g54 11 23
g32-g55 11 29
g32-g56 11 32
g32-g57 11 28
g32-g61 11 27
g32-g62 11 38
g32-g63 11 49
g32-g64 11 100
g32-g65 11 50
g32-g67 11 45
g32-g68 11 81
g32-g69 11 55
g32-g70 11 52
g32-g71 11 75
g32-g72 11 61
g32-g74 11 102
g32-g75 11 112
g32-g76 11 760
g32-g77 11 1348
g32-g78 11 114
g32-g79 11 191
g32-g80 11 177
g32-g81 11 256
g32-g83 11 250
g32-g84 11 2794
g32-g85 11 246
g32-g87 11 287
g32-g88 11 290
g32-g89 11 276
g32-g90 11 567
g32-g91 11 587
g32-g92 11 782
g32-g94 11 1094
g32-g95 11 1365
g32-g96 11 1316
g32-g97 11 1478
g32-g98 11 1386
g32-g99 11 1334
g33-g100 11 1472
g33-g101 11 217603
g33-g102 11 1000002
g33-g103 11 1000004
g33-g104 11 1000003
g33-g105 11 1000001
g33-g106 11 1000002
g33-g107 11 1000003
g33-g108 11 1000003
g33-g109 11 1000003
g33-g110 11 1000004
g33-g111 11 1000003
g33-g112 11 1000018
g33-g51 11 37372
g33-g52 11 4470
g33-g53 11 266600
g33-g54 11 283775
g33-g55 11 190964
g33-g56 11 343023
g33-g57 11 23
g33-g61 11 5175
g33-g62 11 43878
g33-g63 11 1000000
g33-g64 11 1000000
g33-g65 11 1000000
g33-g67 11 14391
g33-g68 11 1000000
g33-g69 11 41110
g33-g70 11 735
g33-g71 11 51059
g33-g72 11 8665
g33-g74 11 582198
g33-g75 11 1000000
g33-g76 11 1000000
g33-g77 11 1000000
g33-g78 11 1000000
g33-g79 11 323738
g33-g80 11 267
g33-g81 11 1000001
g33-g83 11 1000001
g33-g84 11 1000001
g33-g85 11 1178
g33-g87 11 1000001
g33-g88 11 1000001
g33-g89 11 2662
g33-g90 11 1000002
g33-g91 11 99756
g33-g92 11 126200
g33-g94 11 1000001
g33-g95 11 18589
g33-g96 11 25592
g33-g97 11 14027
g33-g98 11 92375
g33-g99 11 93859
g34-g100 11 1000002
g34-g101 11 1000003
g34-g102 11 1000005
g34-g103 11 1000002
g34-g104 11 1000002
g34-g105 11 1000004
g34-g106 11 1000016
g34-g107 11 1000015
g34-g108 11 1000012
g34-g109 11 18050
g34-g110 11 1000004
g34-g111 11 1000012
g34-g112 11 1000017
g34-g51 11 218081
g34-g52 11 1000000
g34-g53 11 1000000
g34-g54 11 1000000
g34-g55 11 1000000
g34-g56 11 1000000
g34-g57 11 25470
g34-g61 11 1000000
g34-g62 11 1000000
g34-g63 11 1000000
g34-g64 11 1000000
g34-g65 11 1000000
g34-g67 11 1000000
g34-g68 11 1000000
g34-g69 11 1000000
g34-g70 11 1000000
g34-g71 11 1000000
g34-g72 11 1000000
g34-g74 11 1000000
g34-g75 11 1000000
g34-g76 11 1000000
g34-g77 11 1000001
g34-g78 11 1000001
g34-g79 11 1000001
g34-g80 11 1000001
g34-g81 11 1000001
g34-g83 11 426
g34-g84 11 1000001
g34-g85 11 1000001
g34-g87 11 1000001
g34-g88 11 1000001
g34-g89 11 1000001
g34-g90 11 1000001
g34-g91 11 1000001
g34-g92 11 1000001
g34-g94 11 1000001
g34-g95 11 1000001
g34-g96 11 1000002
g34-g97 11 1000001
g34-g98 11 1000001
g34-g99 11 1000003
g35-g100 11 21088
g35-g101 11 1000001
g35-g102 11 1000002
g35-g103 11 1000003
g35-g104 11 1000006
g35-g105 11 1000005
g35-g106 11 1000011
g35-g107 11 1000004
g35-g108 11 1000004
g35-g109 11 1000010
g35-g110 11 1000004
g35-g111 11 1000021
g35-g112 11 1000013
g35-g51 11 65461
g35-g52 11 174558
g35-g53 11 1000000
g35-g54 11 1000000
g35-g55 11 1000000
g35-g56 11 1000000
g35-g57 11 334
g35-g61 11 1000000
g35-g62 11 1000000
g35-g63 11 1000000
g35-g64 11 1000000
g35-g65 11 1000000
g35-g67 11 1000000
g35-g68 11 1000000
g35-g69 11 1000000
g35-g70 11 147191
g35-g71 11 1000000
g35-g72 11 183422
g35-g74 11 1000000
g35-g75 11 1000000
g35-g76 11 1000000
g35-g77 11 1000000
g35-g78 11 1000000
g35-g79 11 1000000
g35-g80 11 9779
g35-g81 11 1000001
g35-g83 11 1000000
g35-g84 11 1000001
g35-g85 11 57461
g35-g87 11 1000001
g35-g88 11 1000001
g35-g89 11 190374
g35-g90 11 1000002
g35-g91 11 1000002
g35-g92 11 1000001
g35-g94 11 1000001
g35-g95 11 1000003
g35-g96 11 1000001
g35-g97 11 1000003
g35-g98 11 1000002
g35-g99 11 1000002
g36-g100 11 29331
g36-g101 11 1000002
g36-g102 11 1000003
g36-g103 11 1000005
g36-g104 11 1000002
g36-g105 11 1000003
g36-g106 11 1000004
g36-g107 11 1000004
g36-g108 11 1000015
g36-g109 11 1000012
g36-g110 11 1000014
g36-g111 11 1000015
g36-g112 11 1000023
g36-g51 11 20325
g36-g52 11 167563
g36-g53 11 620791
g36-g54 11 1000000
g36-g55 11 1000000
g36-g56 11 1000000
g36-g57 11 175
g36-g61 11 116380
g36-g62 11 1000000
g36-g63 11 1000000
g36-g64 11 1000000
g36-g65 11 1000000
g36-g67 11 1000000
g36-g68 11 1000000
g36-g69 11 333276
g36-g70 11 23865
g36-g71 11 363013
g36-g72 11 41626
g36-g74 11 1000000
g36-g75 11 1000000
g36-g76 11 1000000
g36-g77 11 1000000
g36-g78 11 1000000
g36-g79 11 1000000
g36-g80 11 3390
g36-g81 11 1000001
g36-g83 11 1000001
g36-g84 11 1000001
g36-g85 11 73877
g36-g87 11 1000001
g36-g88 11 1000001
g36-g89 11 566167
g36-g90 11 1000001
g36-g91 11 794099
g36-g92 11 1000001
g36-g94 11 1000001
g36-g95 11 228648
g36-g96 11 373798
g36-g97 11 206981
g36-g98 11 1000002
g36-g99 11 1000001
g37-g100 11 1286
g37-g101 11 1860
g37-g102 11 1952
g37-g103 11 2197
g37-g104 11 365764
g37-g105 11 368303
g37-g106 11 1000014
g37-g107 11 1000006
g37-g108 11 1000010
g37-g109 11 17686
g37-g110 11 382046
g37-g111 11 1000008
g37-g112 11 38716
g37-g51 11 11
g37-g52 11 8
g37-g53 11 27244
g37-g54 11 618
g37-g55 11 232
g37-g56 11 788
g37-g57 11 14
g37-g61 11 30
g37-g62 11 36
g37-g63 11 1000000
g37-g64 11 1000000
g37-g65 11 46224
g37-g67 11 74
g37-g68 11 1000000
g37-g69 11 103
g37-g70 11 50
g37-g71 11 96
g37-g72 11 76
g37-g74 11 81
g37-g75 11 622595
g37-g76 11 1000001
g37-g77 11 1000000
g37-g78 11 7562
g37-g79 11 138
g37-g80 11 160
g37-g81 11 2595
g37-g83 11 51672
g37-g84 11 1000001
g37-g85 11 246
g37-g87 11 766
g37-g88 11 4002
g37-g89 11 289
g37-g90 11 712
g37-g91 11 623
g37-g92 11 837
g37-g94 11 2010
g37-g95 11 1334
g37-g96 11 1341
g37-g97 11 1340
g37-g98 11 2102
g37-g99 11 2218
g38-g100 11 1490
g38-g101 11 1949
g38-g102 11 2055
g38-g103 11 2030
g38-g104 11 5955
g38-g105 11 5912
g38-g106 11 14270
g38-g107 11 13688
g38-g108 11 17147
g38-g109 11 17811
g38-g110 11 1000017
g38-g111 11 27685
g38-g112 11 40653
g38-g51 11 98
g38-g52 11 17
g38-g53 11 12
g38-g54 11 318
g38-g55 11 25
g38-g56 11 943
g38-g57 11 29
g38-g61 11 33
g38-g62 11 197
g38-g63 11 1448
g38-g64 11 1000000
g38-g65 11 62
g38-g67 11 76
g38-g68 11 1000000
g38-g69 11 71
g38-g70 11 66
g38-g71 11 72
g38-g72 11 95
g38-g74 11 1000000
g38-g75 11 1000000
g38-g76 11 1000000
g38-g77 11 1000000
g38-g78 11 11704
g38-g79 11 197
g38-g80 11 208
g38-g81 11 349
g38-g83 11 324
g38-g84 11 1000001
g38-g85 11 308
g38-g87 11 782
g38-g88 11 1625
g38-g89 11 351
g38-g90 11 670
g38-g91 11 711
g38-g92 11 978
g38-g94 11 1370
g38-g95 11 1621
g38-g96 11 1553
g38-g97 11 1534
g38-g98 11 1551
g38-g99 11 1565
g39-g100 11 1000002
g39-g101 11 1000002
g39-g102 11 1000004
g39-g103 11 1000002
g39-g104 11 1000002
g39-g105 11 1000003
g39-g106 11 1000004
g39-g107 11 1000013
g39-g108 11 1000008
g39-g109 11 1000003
g39-g110 11 1000016
g39-g111 11 1000017
g39-g112 11 1000025
g39-g51 11 1000000
g39-g52 11 220870
g39-g53 11 1000000
g39-g54 11 1000000
g39-g55 11 1000000
g39-g56 11 1000000
g39-g57 11 461
g39-g61 11 58
g39-g62 11 1000000
g39-g63 11 1000000
g39-g64 11 1000000
g39-g65 11 1000000
g39-g67 11 1000000
g39-g68 11 1000000
g39-g69 11 1000000
g39-g70 11 614658
g39-g71 11 1000000
g39-g72 11 12920
g39-g74 11 1000000
g39-g75 11 1000000
g39-g76 11 1000000
g39-g77 11 1000000
g39-g78 11 1000000
g39-g79 11 1000000
g39-g80 11 94032
g39-g81 11 1000001
g39-g83 11 1000001
g39-g84 11 1000001
g39-g85 11 1000001
g39-g87 11 1000001
g39-g88 11 1000001
g39-g89 11 1000001
g39-g90 11 1000001
g39-g91 11 1000001
g39-g92 11 1000001
